seed,score,rain_events,rain_count,turn_rain_counts,shock_2050_2055,shock_2065_2075,shock_2080_2100,rain_count_good,rain_counts_increase,no_policy_severe,neglect_or_agri_severe,balanced_avoids_severe,hard_less_than_no_policy,resident_prompt_no_policy,housing_prompt_no_policy,balanced_no_resident_prompt,relocation_no_resident_prompt,rnd_delays_crop,infra_ecosystem_worse
1,220,"[[2029, 173.6057433507017], [2051, 174.34458875078937], [2055, 280.7358987310297], [2058, 151.0991904587833], [2073, 191.0185953150598], [2080, 162.51882216877968], [2086, 235.9771334325532], [2093, 203.04512487010444], [2095, 187.79751863138503], [2096, 205.23958641399665]]",10,"[1, 4, 5]",True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
2,220,"[[2028, 173.61687485941718], [2050, 174.35407087743476], [2054, 280.5681254045683], [2057, 151.1470847927768], [2072, 191.00077822861826], [2079, 162.54677288710278], [2085, 235.88848186376862], [2092, 203.00902823235757], [2094, 187.78534316173977], [2095, 205.20023739286123]]",10,"[2, 3, 5]",True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
4,220,"[[2026, 173.63913787684822], [2048, 174.37303513072553], [2052, 280.2325787516455], [2055, 151.2428734607638], [2070, 190.96514405573518], [2077, 162.60267432374897], [2083, 235.71117872619942], [2090, 202.93683495686383], [2092, 187.76099222244926], [2093, 205.1215393505904], [2100, 218.13754734502413]]",11,"[2, 3, 6]",True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
67,220,"[[2030, 202.6425510190598], [2037, 214.4149580623425], [2039, 170.9985051390326], [2043, 168.46219604724763], [2052, 190.03196291440813], [2056, 178.69821195865813], [2065, 219.67022649312185], [2067, 193.68175668195164], [2072, 201.92629804074792], [2080, 191.64791204454673], [2088, 227.4409354158209], [2091, 252.48592717403614], [2096, 220.38694604159892], [2097, 181.02012112273738]]",14,"[4, 5, 5]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
333,220,"[[2029, 196.7552186021484], [2032, 164.69515462866806], [2039, 151.64968396165378], [2045, 164.43131607782922], [2059, 170.97888408450314], [2067, 220.70450691196567], [2068, 148.65085494667102], [2073, 180.89839921725488], [2086, 166.31792126864858], [2087, 235.55501597814143], [2092, 174.37023312485886], [2100, 175.22677830910405]]",12,"[4, 4, 4]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
334,220,"[[2028, 196.72605010420884], [2031, 164.72165980372975], [2038, 151.69819342444245], [2044, 164.4576845238624], [2058, 170.99380911674336], [2066, 220.63804282323605], [2067, 148.70195974764292], [2072, 180.89694650426787], [2085, 166.3395897191281], [2086, 235.4671720405207], [2091, 174.37906512130124], [2099, 175.23417373890402]]",12,"[4, 4, 4]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
335,220,"[[2027, 196.69688160626924], [2030, 164.74816497879144], [2037, 151.7467028872311], [2043, 164.4840529698956], [2057, 171.00873414898362], [2065, 220.5715787345065], [2066, 148.75306454861482], [2071, 180.89549379128087], [2084, 166.3612581696076], [2085, 235.37932810289996], [2090, 174.38789711774365], [2098, 175.241569168704]]",12,"[4, 4, 4]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
350,220,"[[2042, 191.56140831130406], [2050, 219.5746174035626], [2051, 149.5196365631932], [2056, 180.87370309647565], [2069, 166.68628492680034], [2070, 234.06166903858895], [2083, 175.35250061570355], [2087, 204.6135672707517], [2090, 171.72210823602052], [2092, 176.7039662514713], [2094, 188.22034386517677], [2096, 179.06232926982798], [2098, 225.83545992327134], [2099, 183.01907136434093]]",14,"[2, 4, 8]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
351,220,"[[2041, 191.5417269255601], [2049, 219.508153314833], [2050, 149.57074136416506], [2055, 180.87225038348862], [2068, 166.70795337727986], [2069, 233.9738251009682], [2082, 175.35989604550352], [2086, 204.57464814473062], [2089, 171.7351354937426], [2091, 176.7091370798531], [2093, 188.20748809952525], [2095, 179.06379111729152], [2097, 225.76422364008687], [2098, 183.0143864830396]]",14,"[3, 3, 8]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
352,220,"[[2040, 191.52204553981616], [2048, 219.44168922610342], [2049, 149.62184616513696], [2054, 180.87079767050162], [2067, 166.7296218277594], [2068, 233.88598116334748], [2081, 175.3672914753035], [2085, 204.53572901870956], [2088, 171.7481627514647], [2090, 176.71430790823493], [2092, 188.19463233387373], [2094, 179.06525296475505], [2096, 225.6929873569024], [2097, 183.00970160173824]]",14,"[3, 3, 8]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
422,220,"[[2026, 220.70644753398875], [2027, 195.49979638729434], [2039, 151.53867836665523], [2053, 213.00869673718728], [2057, 167.97488248406057], [2075, 233.09126734548136], [2078, 212.67187283876575], [2080, 161.30657651736234], [2088, 198.95638583716794], [2092, 169.13427199489658], [2093, 187.58948011178975], [2099, 223.14147476486275], [2100, 194.01345435109323]]",13,"[3, 3, 7]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
423,220,"[[2026, 195.4727191288189], [2038, 151.58737776813004], [2052, 212.95353777868638], [2056, 167.9948435517892], [2074, 233.00569542021807], [2077, 212.61946607665038], [2079, 161.33646549963242], [2087, 198.9264592018815], [2091, 169.15131818405743], [2092, 187.5775923604399], [2098, 223.07452944822475], [2099, 193.9917424917622], [2100, 211.38369429239285]]",13,"[2, 3, 8]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
424,220,"[[2037, 151.63607716960485], [2051, 212.89837882018548], [2055, 168.0148046195178], [2073, 232.9201234949548], [2076, 212.56705931453504], [2078, 161.36635448190253], [2086, 198.89653256659503], [2090, 169.16836437321828], [2091, 187.56570460909003], [2097, 223.00758413158673], [2098, 193.97003063243116], [2099, 211.3350697107092]]",12,"[1, 3, 8]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
425,220,"[[2036, 151.68477657107962], [2050, 212.84321986168456], [2054, 168.03476568724642], [2072, 232.83455156969154], [2075, 212.5146525524197], [2077, 161.3962434641726], [2085, 198.86660593130856], [2090, 187.55381685774017], [2096, 222.94063881494873], [2097, 193.9483187731001], [2098, 211.28644512902554]]",11,"[2, 3, 6]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
426,220,"[[2035, 151.73347597255443], [2049, 212.78806090318366], [2053, 168.05472675497504], [2071, 232.7489796444283], [2074, 212.46224579030437], [2076, 161.42613244644272], [2084, 198.8366792960221], [2089, 187.5419291063903], [2095, 222.87369349831073], [2096, 193.92660691376906], [2097, 211.2378205473419]]",11,"[2, 3, 6]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
427,220,"[[2034, 151.78217537402924], [2048, 212.73290194468274], [2052, 168.07468782270365], [2070, 232.663407719165], [2073, 212.40983902818903], [2075, 161.4560214287128], [2083, 198.80675266073564], [2088, 187.53004135504045], [2094, 222.80674818167273], [2095, 193.90489505443801], [2096, 211.18919596565823]]",11,"[2, 4, 5]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
428,220,"[[2047, 212.67774298618184], [2051, 168.09464889043227], [2069, 232.57783579390173], [2072, 212.35743226607366], [2074, 161.4859104109829], [2082, 198.77682602544917], [2087, 187.5181536036906], [2093, 222.73980286503473], [2094, 193.883183195107], [2095, 211.1405713839746]]",10,"[1, 4, 5]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
429,220,"[[2046, 212.62258402768094], [2050, 168.11460995816088], [2068, 232.49226386863847], [2071, 212.30502550395832], [2073, 161.515799393253], [2081, 198.74689939016272], [2086, 187.50626585234073], [2092, 222.6728575483967], [2093, 193.86147133577595], [2094, 211.09194680229092]]",10,"[2, 3, 5]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
430,220,"[[2045, 212.56742506918002], [2049, 168.1345710258895], [2067, 232.4066919433752], [2070, 212.25261874184298], [2072, 161.54568837552307], [2080, 198.71697275487625], [2085, 187.49437810099087], [2091, 222.6059122317587], [2092, 193.8397594764449], [2093, 211.04332222060728]]",10,"[2, 3, 5]",False,True,True,True,True,True,True,True,True,True,True,True,True,True,True
239,210,"[[2049, 159.0936760165794], [2050, 279.29639228856144], [2053, 187.80110798407782], [2054, 179.21503932154852], [2060, 153.21178645716898], [2061, 233.36627236326336], [2069, 191.64260132261552], [2073, 167.13739818646627], [2076, 182.93430024484087], [2077, 140.8561799054614], [2084, 224.4990722434786], [2086, 194.3876286419675], [2093, 249.3687918071824], [2094, 187.44865185933676], [2099, 184.2061207619248], [2100, 224.45707392892618]]",16,"[2, 6, 8]",True,False,True,False,True,True,True,True,True,True,True,True,True,True,True
248,210,"[[2040, 159.41021012159152], [2041, 277.7955111191326], [2044, 187.6837840874445], [2045, 179.22682495613918], [2051, 153.61000671512045], [2052, 232.57426408084035], [2060, 191.47206333532773], [2064, 167.32458781784825], [2067, 182.8918034826742], [2068, 141.4221795992773], [2075, 223.86279408838573], [2077, 194.18255610702542], [2084, 248.3908920793121], [2090, 184.1473786630551], [2091, 223.8371545713515], [2092, 205.59429312901395], [2093, 162.53526959475442], [2097, 154.8400199917427]]",18,"[4, 7, 7]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
249,210,"[[2039, 159.445380577704], [2040, 277.6287465447516], [2043, 187.6707480989297], [2044, 179.2281344710937], [2050, 153.6542534104484], [2051, 232.48626316057113], [2059, 191.45311467007355], [2063, 167.34538666577959], [2066, 182.88708162021123], [2067, 141.48506845414576], [2074, 223.79209651559762], [2076, 194.15977026980966], [2083, 248.28223655399316], [2089, 184.14085176318068], [2090, 223.7682746427321], [2091, 205.5541407193539], [2092, 162.56262540429498], [2096, 154.87918384765948]]",18,"[5, 6, 7]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
250,210,"[[2038, 159.48055103381645], [2039, 277.46198197037063], [2042, 187.65771211041488], [2043, 179.2294439860482], [2049, 153.69850010577633], [2050, 232.39826224030193], [2058, 191.43416600481933], [2062, 167.36618551371092], [2065, 182.88235975774828], [2066, 141.54795730901418], [2073, 223.72139894280954], [2075, 194.13698443259386], [2082, 248.17358102867422], [2088, 184.1343248633063], [2089, 223.6993947141127], [2090, 205.51398830969387], [2091, 162.58998121383553], [2095, 154.91834770357627]]",18,"[6, 6, 6]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
345,210,"[[2027, 152.23179751511776], [2047, 171.15798447138607], [2055, 219.90693784721054], [2056, 149.26411255833372], [2061, 180.88096666141072], [2074, 166.57794267440278], [2075, 234.5008887266926], [2088, 175.3155234667037], [2092, 204.808162900857], [2095, 171.65697194741006], [2097, 176.67811210956216], [2099, 188.28462269343441]]",12,"[2, 5, 5]",False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
346,210,"[[2026, 152.2803069779064], [2046, 171.17290950362633], [2054, 219.84047375848098], [2055, 149.31521735930562], [2060, 180.8795139484237], [2073, 166.59961112488227], [2074, 234.41304478907188], [2087, 175.32291889650367], [2091, 204.76924377483596], [2094, 171.66999920513214], [2096, 176.68328293794397], [2098, 188.2717669277829], [2100, 179.05648187997392]]",13,"[2, 5, 6]",False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
353,210,"[[2039, 191.5023641540722], [2047, 219.37522513737383], [2048, 149.67295096610886], [2053, 180.8693449575146], [2066, 166.75129027823888], [2067, 233.79813722572675], [2080, 175.37468690510346], [2084, 204.4968098926885], [2087, 171.76119000918678], [2089, 176.71947873661676], [2091, 188.1817765682222], [2093, 179.06671481221855], [2095, 225.6217510737179], [2096, 183.00501672043688], [2100, 161.52548482793063]]",15,"[3, 3, 9]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
354,210,"[[2038, 191.48268276832826], [2046, 219.30876104864421], [2047, 149.72405576708076], [2052, 180.86789224452758], [2065, 166.7729587287184], [2066, 233.71029328810602], [2079, 175.38208233490343], [2083, 204.45789076666742], [2086, 171.77421726690886], [2088, 176.72464956499857], [2090, 188.16892080257068], [2092, 179.06817665968208], [2094, 225.5505147905334], [2095, 183.00033183913555], [2099, 161.55410846808212]]",15,"[3, 3, 9]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
695,210,"[[2030, 156.4469694853593], [2034, 212.4545878925594], [2070, 166.2354808235473], [2071, 247.85807463006847], [2083, 160.05319841207466], [2094, 203.16205375058186]]",6,"[2, 2, 2]",False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
696,210,"[[2029, 156.48790076976906], [2033, 212.39857652292235], [2069, 166.25784656965575], [2070, 247.74799200610312], [2082, 160.08493917386494], [2093, 203.12583069958674]]",6,"[2, 2, 2]",False,True,False,True,True,True,True,True,True,True,True,True,True,True,True
857,210,"[[2027, 217.96114803603973], [2043, 190.88281461648933], [2056, 177.77699748597794], [2060, 192.0292717802943], [2065, 185.6999523564608], [2072, 155.18869779631345], [2075, 227.18352963737703], [2076, 210.21872210241287], [2082, 268.8236599209034], [2083, 182.79917292167676], [2085, 194.15838335985947], [2086, 240.1780588779821], [2088, 165.77550556013924], [2097, 164.9609645346593], [2098, 178.29422951439437], [2100, 201.74857384656696]]",16,"[2, 5, 9]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
858,210,"[[2026, 217.89483207989989], [2042, 190.8643199084739], [2055, 177.78069368968298], [2059, 192.00940276130845], [2064, 185.69061473266132], [2071, 155.22888269113662], [2074, 227.10747973927397], [2075, 210.17009427374234], [2081, 268.6820921569129], [2082, 182.7947186797009], [2084, 194.13592501326553], [2085, 240.08275425984954], [2087, 165.79796191130725], [2096, 164.98437419626867], [2097, 178.2968805786482], [2099, 201.71487751701272]]",16,"[2, 6, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
859,210,"[[2041, 190.8458252004585], [2054, 177.784389893388], [2058, 191.98953374232258], [2063, 185.68127710886185], [2070, 155.26906758595982], [2073, 227.0314298411709], [2074, 210.12146644507177], [2080, 268.5405243929224], [2081, 182.79026443772506], [2083, 194.1134666666716], [2084, 239.98744964171698], [2086, 165.8204182624753], [2095, 165.00778385787805], [2096, 178.29953164290202], [2098, 201.6811811874585]]",15,"[1, 6, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
869,210,"[[2031, 190.66087812030455], [2044, 177.82135193043825], [2048, 191.79084355246403], [2053, 185.58790087086692], [2060, 155.67091653419166], [2063, 226.2709308601402], [2064, 209.63518815836628], [2071, 182.7457220179666], [2073, 193.8888832007323], [2074, 239.03440346039147], [2076, 166.04498177415553], [2085, 165.24188047397186], [2086, 178.3260422854403], [2088, 201.3442178919163], [2093, 175.07775904369885], [2096, 212.77797603654247], [2100, 221.50306566874406]]",17,"[3, 7, 7]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
872,210,"[[2028, 190.60539399625833], [2041, 177.83244054155332], [2045, 191.73123649550647], [2050, 185.55988799946846], [2057, 155.7914712186612], [2060, 226.04278116583097], [2061, 209.48930467235465], [2068, 182.7323592920391], [2070, 193.8215081609505], [2071, 238.74848960599383], [2073, 166.1123508276596], [2082, 165.3121094588], [2083, 178.33399547820179], [2085, 201.24312890325365], [2090, 175.1008888400923], [2093, 212.62467147156087], [2097, 221.31015633296636], [2099, 176.63847564695806]]",18,"[4, 7, 7]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
873,210,"[[2027, 190.58689928824293], [2040, 177.83613674525836], [2044, 191.7113674765206], [2049, 185.55055037566896], [2056, 155.8316561134844], [2059, 225.9667312677279], [2060, 209.4406768436841], [2067, 182.72790505006324], [2069, 193.79904981435658], [2070, 238.65318498786127], [2072, 166.13480717882766], [2081, 165.33551912040937], [2082, 178.3366465424556], [2084, 201.20943257369942], [2089, 175.10859877222344], [2092, 212.57356994990033], [2096, 221.24585322104048], [2098, 176.6436919339169]]",18,"[4, 7, 7]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
874,210,"[[2026, 190.56840458022754], [2043, 191.69149845753475], [2048, 185.54121275186947], [2055, 155.87184100830757], [2058, 225.89068136962482], [2059, 209.39204901501353], [2066, 182.72345080808742], [2068, 193.77659146776264], [2069, 238.55788036972874], [2071, 166.15726352999567], [2080, 165.35892878201875], [2081, 178.33929760670944], [2083, 201.17573624414518], [2088, 175.1163087043546], [2091, 212.5224684282398], [2095, 221.18155010911457], [2097, 176.6489082208757]]",17,"[3, 7, 7]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
875,210,"[[2042, 191.67162943854888], [2047, 185.53187512806997], [2054, 155.91202590313077], [2057, 225.81463147152175], [2058, 209.343421186343], [2065, 182.71899656611157], [2067, 193.7541331211687], [2068, 238.46257575159618], [2070, 166.1797198811637], [2079, 165.38233844362813], [2080, 178.34194867096326], [2082, 201.14203991459098], [2087, 175.12401863648574], [2090, 212.47136690657928], [2094, 221.11724699718866], [2096, 176.65412450783455], [2100, 178.05294644296777]]",17,"[2, 7, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
876,210,"[[2041, 191.65176041956303], [2046, 185.5225375042705], [2053, 155.95221079795397], [2056, 225.73858157341868], [2057, 209.29479335767243], [2064, 182.71454232413572], [2066, 193.73167477457477], [2067, 238.36727113346362], [2069, 166.20217623233174], [2078, 165.40574810523754], [2079, 178.34459973521712], [2081, 201.10834358503675], [2086, 175.1317285686169], [2089, 212.42026538491874], [2093, 221.05294388526278], [2095, 176.6593407947934], [2099, 178.0559631262124]]",17,"[2, 7, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
877,210,"[[2040, 191.63189140057716], [2045, 185.513199880471], [2052, 155.99239569277714], [2055, 225.66253167531562], [2056, 209.2461655290019], [2063, 182.71008808215987], [2065, 193.70921642798083], [2066, 238.2719665153311], [2068, 166.22463258349975], [2077, 165.4291577668469], [2078, 178.34725079947094], [2080, 201.07464725548255], [2085, 175.13943850074804], [2088, 212.36916386325822], [2092, 220.98864077333687], [2094, 176.6645570817522], [2098, 178.058979809457]]",17,"[2, 7, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
878,210,"[[2039, 191.61202238159132], [2044, 185.5038622566715], [2051, 156.03258058760034], [2054, 225.58648177721255], [2055, 209.19753770033134], [2062, 182.70563384018402], [2064, 193.68675808138693], [2065, 238.17666189719853], [2067, 166.24708893466777], [2076, 165.4525674284563], [2077, 178.34990186372477], [2079, 201.0409509259283], [2084, 175.1471484328792], [2087, 212.31806234159768], [2091, 220.92433766141096], [2093, 176.66977336871105], [2097, 178.06199649270164]]",17,"[2, 7, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
900,210,"[[2032, 223.91338401894498], [2033, 208.12772546957925], [2040, 182.60764051671546], [2042, 193.19267445632045], [2043, 236.0799602982824], [2055, 178.40822527730896], [2065, 211.19382886506594], [2069, 219.5096691990412], [2071, 176.78453168180536], [2075, 178.12836352408343], [2081, 229.53896153413297], [2083, 174.28592980425637], [2091, 220.7313282261099], [2093, 199.07941153979013], [2099, 166.22033540034823], [2100, 174.35559239474875]]",16,"[5, 5, 6]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
901,210,"[[2031, 223.8373341208419], [2032, 208.0790976409087], [2039, 182.6031862747396], [2041, 193.1702161097265], [2042, 235.98465568014984], [2054, 178.41087634156278], [2064, 211.1427273434054], [2068, 219.4453660871153], [2070, 176.7897479687642], [2074, 178.13138020732808], [2080, 229.45987995357677], [2082, 174.2950224369843], [2090, 220.6673283837793], [2092, 199.0495265810122], [2098, 166.24171816518918], [2099, 174.36433760352182]]",16,"[5, 5, 6]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
902,210,"[[2030, 223.76128422273882], [2031, 208.03046981223815], [2038, 182.5987320327638], [2040, 193.14775776313257], [2041, 235.8893510620173], [2053, 178.4135274058166], [2063, 211.09162582174486], [2067, 219.38106297518942], [2069, 176.79496425572304], [2073, 178.1343968905727], [2079, 229.38079837302058], [2081, 174.30411506971225], [2089, 220.60332854144872], [2091, 199.01964162223427], [2097, 166.26310093003013], [2098, 174.3730828122949]]",16,"[5, 5, 6]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
903,210,"[[2029, 223.68523432463576], [2030, 207.98184198356762], [2037, 182.59427779078794], [2039, 193.12529941653864], [2040, 235.79404644388475], [2052, 178.41617847007043], [2062, 211.04052430008431], [2066, 219.3167598632635], [2068, 176.80018054268186], [2072, 178.13741357381733], [2078, 229.3017167924644], [2080, 174.3132077024402], [2088, 220.53932869911813], [2090, 198.98975666345638], [2096, 166.2844836948711], [2097, 174.38182802106797]]",16,"[5, 5, 6]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
909,210,"[[2031, 182.56755233893287], [2033, 192.99054933697508], [2034, 235.22221873508946], [2046, 178.43208485559342], [2060, 218.93094119170814], [2062, 176.83147826443485], [2066, 178.15551367328507], [2072, 228.82722730912718], [2074, 174.36776349880782], [2082, 220.1553296451346], [2084, 198.81044691078884], [2090, 166.41278028391685], [2091, 174.43429927370644], [2095, 177.35532996014197], [2096, 240.20734254787018], [2098, 166.6347711214921]]",16,"[4, 5, 7]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
910,210,"[[2030, 182.56309809695702], [2032, 192.96809099038114], [2033, 235.1269141169569], [2045, 178.43473591984724], [2059, 218.86663807978223], [2061, 176.8366945513937], [2065, 178.15853035652972], [2071, 228.748145728571], [2073, 174.37685613153576], [2081, 220.091329802804], [2083, 198.7805619520109], [2089, 166.4341630487578], [2090, 174.4430444824795], [2094, 177.3594594917679], [2095, 240.11347809400937], [2097, 166.6555430136212], [2100, 194.24881344902678]]",17,"[4, 5, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
911,210,"[[2029, 182.55864385498117], [2031, 192.9456326437872], [2032, 235.03160949882437], [2044, 178.43738698410107], [2058, 218.80233496785632], [2060, 176.84191083835253], [2064, 178.16154703977435], [2070, 228.6690641480148], [2072, 174.3859487642637], [2080, 220.02732996047342], [2082, 198.750676993233], [2088, 166.45554581359877], [2089, 174.4517896912526], [2093, 177.3635890233938], [2094, 240.01961364014855], [2096, 166.67631490575033], [2099, 194.22673693416553]]",17,"[4, 5, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
912,210,"[[2028, 182.55418961300535], [2030, 192.92317429719327], [2031, 234.9363048806918], [2043, 178.4400380483549], [2057, 218.73803185593044], [2059, 176.84712712531135], [2063, 178.16456372301897], [2069, 228.5899825674586], [2071, 174.39504139699164], [2079, 219.96333011814284], [2081, 198.72079203445506], [2087, 166.47692857843973], [2088, 174.46053490002566], [2093, 239.9257491862877], [2095, 166.69708679787945], [2098, 194.20466041930425]]",16,"[4, 5, 7]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
913,210,"[[2027, 182.5497353710295], [2029, 192.90071595059933], [2030, 234.84100026255925], [2042, 178.44268911260872], [2056, 218.67372874400453], [2058, 176.8523434122702], [2062, 178.1675804062636], [2068, 228.51090098690239], [2070, 174.4041340297196], [2078, 219.89933027581225], [2080, 198.69090707567716], [2086, 166.49831134328068], [2087, 174.46928010879876], [2092, 239.8318847324269], [2094, 166.71785869000857], [2097, 194.182583904443], [2100, 233.92615980360978]]",17,"[4, 5, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
914,210,"[[2026, 182.54528112905365], [2028, 192.8782576040054], [2029, 234.7456956444267], [2041, 178.44534017686254], [2055, 218.60942563207863], [2057, 176.85755969922903], [2061, 178.17059708950822], [2067, 228.4318194063462], [2069, 174.41322666244753], [2077, 219.83533043348166], [2079, 198.66102211689923], [2085, 166.51969410812166], [2086, 174.47802531757182], [2091, 239.73802027856607], [2093, 166.7386305821377], [2096, 194.16050738958174], [2099, 233.84260886987244]]",17,"[4, 5, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
915,210,"[[2027, 192.8557992574115], [2028, 234.65039102629413], [2040, 178.44799124111637], [2054, 218.54512252015274], [2056, 176.86277598618784], [2060, 178.17361377275284], [2066, 228.35273782579], [2068, 174.42231929517547], [2076, 219.77133059115107], [2078, 198.6311371581213], [2084, 166.5410768729626], [2085, 174.4867705263449], [2090, 239.64415582470525], [2092, 166.7594024742668], [2095, 194.13843087472046], [2098, 233.75905793613512]]",16,"[3, 5, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
916,210,"[[2026, 192.83334091081755], [2027, 234.5550864081616], [2039, 178.4506423053702], [2053, 218.48081940822684], [2055, 176.86799227314668], [2059, 178.17663045599747], [2065, 228.2736562452338], [2067, 174.4314119279034], [2075, 219.70733074882048], [2077, 198.60125219934338], [2083, 166.56245963780356], [2084, 174.49551573511798], [2089, 239.55029137084443], [2091, 166.78017436639593], [2094, 194.1163543598592], [2097, 233.67550700239778], [2100, 165.72224208852526]]",17,"[3, 6, 8]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
917,210,"[[2026, 234.45978179002904], [2038, 178.45329336962402], [2052, 218.41651629630095], [2054, 176.87320856010552], [2058, 178.1796471392421], [2064, 228.1945746646776], [2066, 174.44050456063135], [2074, 219.6433309064899], [2076, 198.57136724056545], [2082, 166.5838424026445], [2083, 174.50426094389104], [2088, 239.45642691698362], [2090, 166.80094625852504], [2093, 194.09427784499795], [2096, 233.59195606866044], [2099, 165.74436344872453], [2100, 229.41027966403868]]",17,"[2, 6, 9]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
918,210,"[[2037, 178.45594443387785], [2051, 218.35221318437505], [2053, 176.87842484706434], [2057, 178.18266382248672], [2063, 228.1154930841214], [2065, 174.4495971933593], [2073, 219.5793310641593], [2075, 198.54148228178752], [2081, 166.6052251674855], [2082, 174.51300615266413], [2087, 239.3625624631228], [2089, 166.82171815065416], [2092, 194.07220133013666], [2095, 233.50840513492312], [2098, 165.76648480892382], [2099, 229.33372544587837], [2100, 182.72457122554871]]",17,"[1, 7, 9]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
919,210,"[[2036, 178.4585954981317], [2050, 218.28791007244916], [2052, 176.88364113402318], [2056, 178.18568050573134], [2062, 228.0364115035652], [2064, 174.4586898260872], [2072, 219.51533122182872], [2074, 198.51159732300962], [2080, 166.62660793232644], [2081, 174.5217513614372], [2086, 239.26869800926198], [2088, 166.84249004278328], [2091, 194.0501248152754], [2094, 233.42485420118578], [2097, 165.78860616912309], [2098, 229.25717122771806], [2099, 182.72034988898852]]",17,"[2, 6, 9]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
920,210,"[[2035, 178.46124656238553], [2049, 218.22360696052326], [2051, 176.88885742098202], [2055, 178.188697188976], [2061, 227.957329923009], [2063, 174.46778245881515], [2071, 219.45133137949813], [2073, 198.4817123642317], [2079, 166.6479906971674], [2080, 174.5304965702103], [2085, 239.17483355540116], [2087, 166.8632619349124], [2090, 194.02804830041416], [2093, 233.34130326744844], [2096, 165.81072752932235], [2097, 229.18061700955775], [2098, 182.71612855242836], [2100, 217.13318509194522]]",18,"[2, 6, 10]",False,True,True,False,True,True,True,True,True,True,True,True,True,True,True
3,205,"[[2027, 173.6280063681327], [2049, 174.36355300408013], [2053, 280.40035207810695], [2056, 151.1949791267703], [2071, 190.98296114217672], [2078, 162.57472360542587], [2084, 235.79983029498402], [2091, 202.9729315946107], [2093, 187.77316769209452], [2094, 205.16088837172583]]",10,"[2, 3, 5]",True,False,True,True,True,True,True,True,True,True,False,True,True,True,True
5,205,"[[2047, 174.3825172573709], [2051, 280.06480542518415], [2054, 151.2907677947573], [2069, 190.94732696929364], [2076, 162.63062504207207], [2082, 235.62252715741485], [2089, 202.90073831911698], [2091, 187.748816752804], [2092, 205.08219032945502], [2099, 218.0784586262514], [2100, 211.3597227663326]]",11,"[1, 3, 7]",True,False,True,True,True,True,True,True,True,True,False,True,True,True,True
