seed,score,rain_events,rain_count,turn_rain_counts,shock_2050_2055,shock_2065_2075,shock_2080_2100,rain_count_good,rain_counts_increase,no_policy_severe,neglect_or_agri_severe,balanced_avoids_severe,hard_less_than_no_policy,resident_prompt_no_policy,housing_prompt_no_policy,balanced_no_resident_prompt,relocation_no_resident_prompt,rnd_delays_crop,infra_ecosystem_worse
275,150,"[[2033, 190.96044937346437], [2040, 182.76431319617421], [2041, 143.12017868072508], [2050, 193.56733850219922], [2057, 245.4571928957011], [2063, 183.97115236644598], [2064, 221.9773964986275], [2065, 204.5101780681929], [2066, 163.27387645234927], [2077, 172.39044342686796], [2079, 217.10902604231163], [2082, 191.7065817129627], [2087, 198.44699148264385], [2090, 163.15785447509043], [2092, 159.31246771188822], [2097, 148.8361351199113], [2100, 235.27789784282604]]",17,"[4, 5, 8]",False,False,True,False,True,True,True,False,True,True,True,True,True,True,True
276,150,"[[2032, 190.94150070821019], [2039, 182.75959133371126], [2040, 143.1830675355935], [2049, 193.54455266498343], [2056, 245.3485373703822], [2062, 183.96462546657156], [2063, 221.90851657000812], [2064, 204.47002565853282], [2065, 163.30123226188982], [2076, 172.40266901695563], [2078, 217.04959726576251], [2081, 191.68792368199942], [2086, 198.4178229847043], [2089, 163.18435965015212], [2091, 159.3449223793057], [2096, 148.88464458269993], [2099, 235.1922525827774]]",17,"[4, 5, 8]",False,False,True,False,True,True,True,False,True,True,True,True,True,True,True
325,150,"[[2027, 173.00172293125084], [2029, 214.13758721485587], [2032, 190.77368016479855], [2037, 196.988566585665], [2040, 164.4831132281746], [2047, 151.26160825934448], [2053, 164.22036850956366], [2059, 177.3588563255734], [2067, 170.85948382658117], [2075, 221.23621962180238], [2076, 148.24201653889588], [2081, 180.910020921151], [2094, 166.14457366481244], [2095, 236.25776747910732], [2100, 174.29957715331966]]",15,"[6, 4, 5]",False,True,True,False,False,True,True,False,True,True,True,True,True,True,True
363,150,"[[2029, 191.3055502966327], [2037, 218.71058425007791], [2038, 150.18399897582776], [2043, 180.85481782764447], [2056, 166.96797478303404], [2057, 232.91969784951942], [2070, 175.4486412031032], [2074, 204.10761863247782], [2077, 171.89146258640767], [2079, 176.771187020435], [2081, 188.05321891170692], [2083, 179.08133328685375], [2085, 224.9093882418731], [2086, 182.9581679074234], [2090, 161.81172122944565], [2098, 148.66541367964194]]",16,"[4, 4, 8]",False,False,True,False,True,True,True,True,True,False,False,True,True,False,True
364,150,"[[2028, 191.28586891088875], [2036, 218.64412016134833], [2037, 150.23510377679966], [2042, 180.85336511465744], [2055, 166.98964323351356], [2056, 232.8318539118987], [2069, 175.45603663290316], [2073, 204.06869950645677], [2076, 171.90448984412978], [2078, 176.77635784881682], [2080, 188.0403631460554], [2082, 179.08279513431728], [2084, 224.83815195868863], [2085, 182.95348302612206], [2089, 161.84034486959715], [2097, 148.71411308111675]]",16,"[4, 4, 8]",False,False,True,False,True,True,True,True,True,False,False,True,True,False,True
365,150,"[[2027, 191.2661875251448], [2035, 218.57765607261874], [2036, 150.28620857777156], [2041, 180.85191240167043], [2054, 167.01131168399309], [2055, 232.74400997427793], [2068, 175.46343206270313], [2072, 204.02978038043568], [2075, 171.91751710185187], [2077, 176.78152867719865], [2079, 188.02750738040388], [2081, 179.08425698178078], [2083, 224.76691567550415], [2084, 182.9487981448207], [2088, 161.86896850974864], [2096, 148.76281248259153]]",16,"[4, 5, 7]",False,False,True,False,True,True,True,True,True,False,False,True,True,False,True
366,150,"[[2026, 191.24650613940085], [2034, 218.51119198388915], [2035, 150.33731337874343], [2040, 180.85045968868343], [2053, 167.0329801344726], [2054, 232.6561660366572], [2067, 175.4708274925031], [2071, 203.99086125441463], [2074, 171.93054435957396], [2076, 176.78669950558046], [2078, 188.01465161475235], [2080, 179.0857188292443], [2082, 224.69567939231965], [2083, 182.94411326351934], [2087, 161.89759214990016], [2095, 148.81151188406633]]",16,"[4, 5, 7]",False,False,True,False,True,True,True,True,True,False,False,True,True,False,True
369,150,"[[2031, 218.31179971770035], [2032, 150.49062778165913], [2037, 180.84610154972236], [2050, 167.09798548591115], [2051, 232.392634223795], [2064, 175.49301378190302], [2068, 203.87410387635143], [2071, 171.96962613274022], [2075, 187.97608431779776], [2077, 179.09010437163488], [2079, 224.48197054276622], [2080, 182.9300586196153], [2084, 161.98346307035467], [2092, 148.95761008849075], [2099, 228.34146204560702]]",15,"[4, 5, 6]",False,False,True,False,True,True,True,True,True,False,False,True,True,False,True
371,150,"[[2029, 218.17887154024118], [2030, 150.5928373836029], [2035, 180.84319612374836], [2048, 167.14132238687017], [2049, 232.21694634855353], [2062, 175.50780464150296], [2066, 203.79626562430929], [2069, 171.99568064818442], [2073, 187.9503727864947], [2075, 179.0930280665619], [2077, 224.33949797639724], [2078, 182.9206888570126], [2082, 162.04071035065766], [2090, 149.05500889144034], [2097, 228.19143312327526]]",15,"[5, 5, 5]",False,False,True,False,True,True,True,True,True,False,False,True,True,False,True
372,150,"[[2028, 218.1124074515116], [2029, 150.6439421845748], [2034, 180.84174341076132], [2047, 167.1629908373497], [2048, 232.1291024109328], [2061, 175.51520007130293], [2065, 203.75734649828823], [2068, 172.0087079059065], [2072, 187.9375170208432], [2074, 179.09448991402544], [2076, 224.26826169321276], [2077, 182.91600397571125], [2081, 162.06933399080916], [2089, 149.10370829291514], [2096, 228.1164186621094]]",15,"[5, 5, 5]",False,False,True,False,True,True,True,True,True,False,False,True,True,False,True
399,150,"[[2038, 202.70653009571942], [2041, 172.36044386440292], [2045, 187.59041134825193], [2047, 179.13395979554048], [2049, 222.3448820472318], [2050, 182.78951218057483], [2062, 150.4185921327348], [2076, 214.27735278270822], [2080, 167.51577792630238], [2098, 235.05942162653648]]",10,"[6, 1, 3]",False,False,True,True,False,True,True,True,True,False,False,True,True,True,True
466,150,"[[2034, 210.3659753056906], [2036, 162.6216917372464], [2044, 197.6396138845636], [2049, 187.06641905239587], [2055, 220.19588083279055], [2057, 209.29283727999572], [2079, 169.02877672228482], [2085, 218.36477381989715], [2087, 166.0338320765327], [2091, 192.02227842488355], [2096, 184.949683928695], [2100, 262.9616468959052]]",12,"[4, 2, 6]",False,False,True,True,False,True,True,True,True,False,False,True,True,True,True
467,150,"[[2033, 210.31356854357526], [2035, 162.6515807195165], [2043, 197.60968724927713], [2048, 187.054531301046], [2054, 220.12893551615252], [2056, 209.24421269831208], [2078, 169.0463467435486], [2084, 218.30391875152208], [2086, 166.05591546832494], [2090, 192.00338820064695], [2095, 184.941967272236], [2099, 262.83310959438427]]",12,"[4, 2, 6]",False,False,True,True,False,True,True,True,True,False,False,True,True,True,True
468,150,"[[2032, 210.26116178145992], [2034, 162.6814697017866], [2042, 197.57976061399066], [2047, 187.04264354969615], [2053, 220.06199019951453], [2055, 209.19558811662841], [2077, 169.0639167648124], [2083, 218.24306368314697], [2085, 166.07799886011716], [2089, 191.9844979764103], [2094, 184.93425061577705], [2098, 262.7045722928634]]",12,"[4, 2, 6]",False,False,True,True,False,True,True,True,True,False,False,True,True,True,True
469,150,"[[2031, 210.20875501934458], [2033, 162.71135868405668], [2046, 187.0307557983463], [2052, 219.99504488287653], [2054, 209.14696353494475], [2076, 169.08148678607617], [2082, 218.18220861477187], [2084, 166.1000822519094], [2088, 191.96560775217367], [2093, 184.92653395931805], [2097, 262.57603499134257]]",11,"[3, 2, 6]",False,False,True,True,False,True,True,True,True,False,False,True,True,True,True
482,150,"[[2033, 186.8762150307981], [2039, 219.12475576658247], [2041, 208.51484397305725], [2063, 169.3098970625054], [2069, 217.39109272589567], [2071, 166.3871663452086], [2075, 191.7200348370975], [2080, 184.8262174253512], [2084, 260.9050500715711], [2089, 201.28517333120183], [2093, 172.69823850858154], [2095, 171.2417428930931], [2099, 196.68031254734916]]",13,"[3, 4, 6]",False,True,True,True,True,True,True,False,True,False,False,True,True,True,True
483,150,"[[2032, 186.86432727944825], [2038, 219.05781044994447], [2040, 208.46621939137358], [2062, 169.32746708376916], [2068, 217.3302376575206], [2070, 166.40924973700086], [2074, 191.70114461286087], [2079, 184.8185007688922], [2083, 260.7765127700502], [2088, 201.25162318183942], [2092, 172.7096755930389], [2094, 171.2554185120421], [2098, 196.65442866620717], [2100, 162.95300710864322]]",14,"[3, 4, 7]",False,True,True,True,True,True,True,False,True,False,False,True,True,True,True
532,150,"[[2030, 184.44038460240168], [2039, 199.60766586308188], [2049, 195.38611849025045], [2055, 187.71892773151487], [2061, 222.9594779082643], [2063, 202.39210841434462], [2064, 185.7876204061734], [2094, 146.98135973973444], [2100, 263.1739674464197]]",9,"[3, 4, 2]",False,False,True,True,False,True,True,True,True,False,False,True,True,True,True
533,150,"[[2029, 184.43266794594268], [2038, 199.5741157137195], [2048, 195.3602346091085], [2054, 187.70607203460298], [2060, 222.88863777979367], [2062, 202.35530523075684], [2063, 185.77812360756974], [2093, 147.03299747025764], [2099, 263.04510118432916]]",9,"[3, 4, 2]",False,False,True,True,False,True,True,True,True,False,False,True,True,True,True
534,150,"[[2028, 184.4249512894837], [2037, 199.5405655643571], [2047, 195.3343507279665], [2053, 187.6932163376911], [2059, 222.81779765132302], [2061, 202.31850204716903], [2062, 185.76862680896608], [2092, 147.08463520078084], [2098, 262.91623492223863]]",9,"[3, 4, 2]",False,False,True,True,False,True,True,True,True,False,False,True,True,True,True
535,150,"[[2027, 184.41723463302472], [2036, 199.5070154149947], [2046, 195.30846684682453], [2052, 187.68036064077924], [2058, 222.7469575228524], [2060, 202.28169886358125], [2061, 185.75913001036244], [2091, 147.13627293130403], [2097, 262.7873686601481], [2100, 205.66365747899778]]",10,"[3, 4, 3]",False,False,True,True,False,True,True,True,True,False,False,True,True,True,True
536,150,"[[2026, 184.40951797656572], [2035, 199.47346526563229], [2045, 195.28258296568256], [2051, 187.66750494386736], [2057, 222.67611739438175], [2059, 202.24489567999345], [2060, 185.74963321175878], [2090, 147.18791066182723], [2096, 262.65850239805764], [2099, 205.6238952828152]]",10,"[3, 4, 3]",False,False,True,True,False,True,True,True,True,False,False,True,True,True,True
539,150,"[[2032, 199.3728148175451], [2042, 195.20493132225664], [2048, 187.62893785313173], [2054, 222.46359700896983], [2056, 202.13448612923008], [2057, 185.7211428159478], [2087, 147.34282385339685], [2093, 262.27190361178606], [2096, 205.5046086942674], [2100, 248.16392883808874]]",10,"[3, 3, 4]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
540,150,"[[2041, 195.17904744111468], [2053, 222.3927568804992], [2055, 202.09768294564228], [2056, 185.71164601734412], [2086, 147.39446158392005], [2092, 262.14303734969553], [2095, 205.4648464980848], [2099, 248.05831850124352]]",8,"[1, 3, 4]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
541,150,"[[2040, 195.15316355997268], [2052, 222.32191675202859], [2054, 202.0608797620545], [2055, 185.70214921874046], [2085, 147.44609931444325], [2091, 262.01417108760506], [2094, 205.4250843019022], [2098, 247.95270816439833]]",8,"[1, 3, 4]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
542,150,"[[2039, 195.12727967883072], [2051, 222.25107662355794], [2053, 202.0240765784667], [2054, 185.6926524201368], [2084, 147.49773704496647], [2090, 261.88530482551454], [2093, 205.38532210571958], [2097, 247.8470978275531], [2100, 200.63580759104417]]",9,"[1, 3, 5]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
543,150,"[[2038, 195.10139579768875], [2050, 222.18023649508729], [2052, 201.9872733948789], [2053, 185.68315562153316], [2083, 147.54937477548967], [2089, 261.756438563424], [2092, 205.345559909537], [2096, 247.74148749070793], [2099, 200.603835334927]]",9,"[2, 2, 5]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
544,150,"[[2037, 195.07551191654676], [2049, 222.10939636661666], [2051, 201.9504702112911], [2052, 185.6736588229295], [2082, 147.60101250601286], [2088, 261.62757230133354], [2091, 205.3057977133544], [2095, 247.63587715386274], [2098, 200.57186307880986], [2100, 224.99972623294704]]",10,"[2, 2, 6]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
594,150,"[[2045, 242.35536031160262], [2048, 167.60557097956004], [2050, 221.51369166421497], [2055, 156.77791477970374], [2062, 181.08058625306347], [2066, 158.67639004120917], [2070, 200.06439149360403], [2080, 203.17310612017204], [2096, 185.06508284083432], [2098, 182.80508070675916], [2099, 178.39993423639464]]",11,"[3, 4, 4]",False,False,False,True,True,True,True,False,True,True,True,True,True,True,True
628,150,"[[2028, 211.4441911133889], [2036, 198.95591304061477], [2046, 201.91335297796076], [2062, 184.7965996078458], [2064, 182.65685486124212], [2075, 198.77395813440165], [2081, 163.27314817121868], [2082, 189.41994483157202], [2083, 208.1090768457383], [2084, 285.9055858447523], [2093, 185.24867672728993], [2094, 195.54861544909454], [2097, 153.70457342990585]]",13,"[3, 3, 7]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
629,150,"[[2027, 211.38935570287728], [2035, 198.9233107331739], [2045, 201.87630141495455], [2061, 184.78870304216966], [2063, 182.65249527755046], [2074, 198.74369847358173], [2080, 163.299850101162], [2081, 189.40493125829767], [2082, 208.06434769413107], [2083, 285.73732912643334], [2092, 185.24045548381463], [2093, 195.5242990263636], [2096, 153.7455047143156], [2100, 194.5790552802579]]",14,"[3, 3, 8]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
630,150,"[[2026, 211.33452029236565], [2034, 198.89070842573307], [2044, 201.83924985194832], [2060, 184.78080647649352], [2062, 182.6481356938588], [2073, 198.71343881276186], [2079, 163.32655203110534], [2080, 189.3899176850233], [2081, 208.01961854252383], [2082, 285.56907240811444], [2091, 185.23223424033935], [2092, 195.49998260363267], [2095, 153.78643599872535], [2099, 194.55646710253285]]",14,"[3, 3, 8]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
631,150,"[[2033, 198.8581061182922], [2043, 201.80219828894212], [2059, 184.7729099108174], [2061, 182.6437761101671], [2072, 198.68317915194194], [2078, 163.35325396104867], [2079, 189.37490411174895], [2080, 207.97488939091662], [2081, 285.4008156897955], [2090, 185.22401299686408], [2091, 195.47566618090173], [2094, 153.82736728313512], [2098, 194.5338789248078]]",13,"[2, 3, 8]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
632,150,"[[2032, 198.82550381085133], [2042, 201.7651467259359], [2058, 184.76501334514126], [2060, 182.63941652647543], [2071, 198.65291949112205], [2077, 163.37995589099197], [2078, 189.35989053847456], [2079, 207.9301602393094], [2080, 285.2325589714765], [2089, 185.2157917533888], [2090, 195.4513497581708], [2093, 153.86829856754485], [2097, 215.9833041796942]]",13,"[2, 3, 8]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
671,150,"[[2038, 164.42133115878156], [2039, 188.7743611807744], [2040, 206.18572332662774], [2051, 194.50300927166435], [2054, 155.46461865952523], [2058, 213.79886076384884], [2084, 174.0339399675826], [2091, 155.50462401410266], [2094, 165.6987029169447], [2095, 241.41169627919587]]",10,"[3, 3, 4]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
711,150,"[[2054, 166.5933327612824], [2055, 246.09675264662286], [2067, 171.6876845283297], [2078, 202.58248493466024], [2086, 207.59961771785152], [2092, 205.5015228911798], [2094, 235.8975569187815], [2095, 158.86181617374478]]",8,"[0, 3, 5]",False,False,True,True,True,True,False,True,True,False,False,True,True,True,True
712,150,"[[2053, 166.61569850739082], [2054, 245.98667002265753], [2066, 171.7012572384537], [2077, 202.54626188366512], [2085, 207.5559079160359], [2091, 205.46151601976828], [2093, 235.81013893432404], [2094, 158.89482248353372], [2100, 180.53383643710006]]",9,"[0, 3, 6]",False,False,True,True,True,True,False,True,True,False,False,True,True,True,True
713,150,"[[2052, 166.63806425349927], [2053, 245.87658739869218], [2065, 171.71482994857774], [2076, 202.51003883267003], [2084, 207.5121981142203], [2090, 205.42150914835673], [2092, 235.7227209498666], [2093, 158.92782879332265], [2099, 180.53300933327986], [2100, 230.61971096085858]]",10,"[0, 3, 7]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
714,150,"[[2051, 166.66042999960771], [2052, 245.76650477472683], [2064, 171.72840265870175], [2075, 202.47381578167494], [2089, 205.3815022769452], [2091, 235.63530296540918], [2092, 158.96083510311158], [2098, 180.53218222945966], [2099, 230.54128290049425], [2100, 205.09278269495027]]",10,"[0, 4, 6]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
715,150,"[[2050, 166.68279574571616], [2051, 245.6564221507615], [2063, 171.7419753688258], [2074, 202.43759273067982], [2088, 205.3414954055337], [2090, 235.54788498095178], [2091, 158.9938414129005], [2097, 180.53135512563944], [2098, 230.46285484012992], [2099, 205.0539049882516], [2100, 145.79805618605877]]",11,"[1, 3, 7]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
716,150,"[[2049, 166.70516149182458], [2050, 245.54633952679615], [2062, 171.7555480789498], [2073, 202.40136967968473], [2087, 205.30148853412214], [2089, 235.46046699649432], [2090, 159.02684772268944], [2096, 180.53052802181924], [2097, 230.38442677976562], [2098, 205.0150272815529], [2099, 145.85104724553145]]",11,"[2, 2, 7]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
717,150,"[[2048, 166.72752723793303], [2049, 245.4362569028308], [2061, 171.76912078907384], [2072, 202.36514662868962], [2086, 205.26148166271062], [2088, 235.3730490120369], [2089, 159.05985403247837], [2095, 180.52970091799904], [2096, 230.3059987194013], [2097, 204.97614957485422], [2098, 145.90403830500415]]",11,"[2, 2, 7]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
718,150,"[[2047, 166.74989298404148], [2048, 245.32617427886544], [2060, 171.78269349919785], [2071, 202.32892357769452], [2085, 205.22147479129907], [2087, 235.28563102757946], [2088, 159.0928603422673], [2094, 180.52887381417884], [2095, 230.22757065903696], [2096, 204.93727186815553], [2097, 145.95702936447682]]",11,"[2, 2, 7]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
719,150,"[[2046, 166.77225873014993], [2047, 245.21609165490008], [2059, 171.79626620932189], [2070, 202.29270052669943], [2084, 205.18146791988755], [2086, 235.19821304312202], [2087, 159.12586665205623], [2093, 180.5280467103586], [2094, 230.14914259867265], [2095, 204.89839416145685], [2096, 146.01002042394953]]",11,"[2, 2, 7]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
720,150,"[[2045, 166.79462447625838], [2046, 245.10600903093473], [2058, 171.8098389194459], [2069, 202.25647747570432], [2083, 205.141461048476], [2085, 235.1107950586646], [2086, 159.15887296184516], [2092, 180.5272196065384], [2093, 230.07071453830832], [2094, 204.85951645475816], [2095, 146.0630114834222]]",11,"[2, 2, 7]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
721,150,"[[2044, 166.8169902223668], [2045, 244.99592640696937], [2057, 171.82341162956993], [2068, 202.22025442470922], [2082, 205.10145417706448], [2084, 235.02337707420716], [2085, 159.1918792716341], [2091, 180.5263925027182], [2092, 229.992286477944], [2093, 204.82063874805948], [2094, 146.11600254289488], [2100, 194.0378702684414]]",12,"[2, 2, 8]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
722,150,"[[2043, 166.83935596847525], [2044, 244.88584378300402], [2056, 171.83698433969397], [2067, 202.1840313737141], [2081, 205.06144730565296], [2083, 234.93595908974973], [2084, 159.22488558142305], [2090, 180.52556539889798], [2091, 229.91385841757966], [2092, 204.78176104136082], [2093, 146.16899360236755], [2099, 194.01612058011045]]",12,"[2, 2, 8]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
723,150,"[[2042, 166.8617217145837], [2043, 244.7757611590387], [2055, 171.85055704981798], [2066, 202.14780832271902], [2080, 205.0214404342414], [2082, 234.8485411052923], [2083, 159.25789189121198], [2089, 180.52473829507778], [2090, 229.83543035721536], [2091, 204.7428833346621], [2092, 146.22198466184025], [2098, 193.99437089177954]]",12,"[2, 2, 8]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
724,150,"[[2041, 166.88408746069214], [2042, 244.66567853507334], [2054, 171.86412975994202], [2065, 202.11158527172392], [2079, 204.9814335628299], [2081, 234.76112312083487], [2082, 159.2908982010009], [2088, 180.52391119125758], [2089, 229.75700229685103], [2090, 204.70400562796345], [2091, 146.27497572131293], [2097, 193.97262120344863]]",12,"[2, 2, 8]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
766,150,"[[2040, 160.6771632121361], [2046, 180.48917283080883], [2047, 226.4630237615495], [2049, 148.50060021916568], [2061, 198.78532616171353], [2066, 235.55185862548572], [2075, 207.92008986497598], [2076, 175.53371400375616], [2082, 169.48029955597377], [2083, 201.0508248017197], [2086, 186.08112772860048], [2089, 178.91982436493407], [2090, 194.27640910863008], [2095, 262.50161116031774], [2100, 177.75196069404873]]",15,"[4, 3, 8]",False,True,True,False,False,True,True,False,True,True,True,True,True,True,True
773,150,"[[2033, 160.9082073806586], [2040, 225.9140273389992], [2042, 148.87153763547448], [2054, 198.56848729671376], [2059, 234.91586772066125], [2068, 207.60508079212684], [2069, 175.58402389198972], [2075, 169.59766415564528], [2076, 200.81634187030704], [2079, 186.0137125116997], [2082, 178.9317425378947], [2083, 194.11913751548195], [2088, 261.59985364373165], [2093, 177.77634181976623], [2094, 233.72449567415953], [2094, 3.0], [2097, 212.0487606523074], [2098, 175.04251996610674]]",18,"[3, 5, 10]",False,False,True,False,True,True,True,False,True,True,True,True,True,True,True
774,150,"[[2032, 160.94121369044757], [2039, 225.8355992786349], [2041, 148.92452869494716], [2053, 198.53751031599953], [2058, 234.8250118771149], [2067, 207.56007949600553], [2068, 175.59121101888022], [2074, 169.61443052702694], [2075, 200.78284430867666], [2078, 186.00408176642816], [2081, 178.93344513403196], [2082, 194.09667014503222], [2087, 261.4710311413622], [2092, 177.77982483772587], [2093, 233.6404761322205], [2093, 3.0], [2096, 211.9988737667023], [2097, 175.05022475301556]]",18,"[3, 6, 9]",False,False,True,False,True,True,True,False,True,True,True,True,True,True,True
775,150,"[[2031, 160.9742200002365], [2038, 225.75717121827057], [2040, 148.97751975441986], [2052, 198.50653333528527], [2057, 234.73415603356852], [2066, 207.51507819988421], [2067, 175.59839814577072], [2073, 169.63119689840858], [2074, 200.74934674704627], [2077, 185.99445102115664], [2080, 178.93514773016918], [2081, 194.0742027745825], [2086, 261.34220863899276], [2091, 177.7833078556855], [2092, 233.55645659028144], [2092, 3.0], [2095, 211.9489868810972], [2096, 175.05792953992434]]",18,"[3, 6, 9]",False,False,True,False,True,True,True,False,True,True,True,True,True,True,True
776,150,"[[2030, 161.00722631002543], [2037, 225.67874315790624], [2039, 149.03051081389253], [2051, 198.475556354571], [2056, 234.6433001900222], [2065, 207.47007690376293], [2066, 175.60558527266122], [2072, 169.6479632697902], [2073, 200.71584918541592], [2076, 185.98482027588508], [2079, 178.93685032630643], [2080, 194.05173540413276], [2085, 261.2133861366233], [2090, 177.78679087364515], [2091, 233.4724370483424], [2091, 3.0], [2094, 211.8990999954921], [2095, 175.06563432683316]]",18,"[3, 6, 9]",False,False,True,False,True,True,True,False,True,True,True,True,True,True,True
777,150,"[[2029, 161.04023261981436], [2036, 225.60031509754194], [2038, 149.0835018733652], [2050, 198.44457937385675], [2055, 234.55244434647582], [2064, 207.42507560764162], [2065, 175.61277239955174], [2071, 169.66472964117187], [2072, 200.68235162378554], [2075, 185.97518953061356], [2078, 178.93855292244365], [2079, 194.02926803368302], [2084, 261.08456363425387], [2089, 177.79027389160478], [2090, 233.38841750640339], [2090, 3.0], [2093, 211.849213109887], [2094, 175.07333911374195]]",18,"[4, 6, 8]",False,False,True,False,True,True,True,False,True,True,True,True,True,True,True
779,150,"[[2027, 161.10624523939222], [2034, 225.44345897681328], [2036, 149.18948399231058], [2053, 234.37073265938312], [2062, 207.335073015399], [2063, 175.62714665333274], [2069, 169.69826238393514], [2070, 200.61535650052477], [2073, 185.95592804007046], [2076, 178.94195811471812], [2077, 193.98433329278356], [2082, 260.8269186295149], [2087, 177.79723992752406], [2088, 233.22037842252533], [2088, 3.0], [2091, 211.74943933867678], [2092, 175.08874868755956], [2099, 235.4356211813598]]",18,"[3, 6, 9]",False,False,True,False,True,True,True,False,True,True,True,True,True,True,True
780,150,"[[2026, 161.13925154918115], [2033, 225.36503091644897], [2035, 149.24247505178326], [2052, 234.27987681583676], [2061, 207.2900717192777], [2062, 175.63433378022324], [2068, 169.7150287553168], [2069, 200.58185893889438], [2072, 185.94629729479894], [2075, 178.94366071085537], [2076, 193.96186592233383], [2081, 260.6980961271455], [2086, 177.8007229454837], [2087, 233.13635888058627], [2087, 3.0], [2090, 211.69955245307168], [2091, 175.09645347446838], [2098, 235.3495982710806]]",18,"[3, 7, 8]",False,False,True,False,True,True,True,False,True,True,True,True,True,True,True
786,150,"[[2027, 194.68668123936789], [2029, 149.56042140861936], [2046, 233.73474175455863], [2055, 207.02006394254985], [2056, 175.6774565415663], [2062, 207.04649317209572], [2063, 200.3808735691121], [2066, 185.8885128231697], [2069, 178.95387628767878], [2070, 193.82706169963544], [2075, 259.92516111292883], [2080, 177.82162105324156], [2081, 232.63224162895207], [2081, 3.0], [2084, 211.40023113944105], [2085, 175.1426821959212], [2098, 222.66958092196728], [2100, 231.8289443016777]]",18,"[3, 8, 7]",False,True,True,False,False,True,True,False,True,True,True,True,True,True,True
906,150,"[[2026, 223.45708463032653], [2027, 207.83595849755596], [2034, 182.5809150648604], [2036, 193.05792437675686], [2037, 235.5081325894871], [2049, 178.42413166283194], [2059, 210.88721973510272], [2063, 219.12385052748584], [2065, 176.81582940355835], [2069, 178.1464636235512], [2075, 229.06447205079579], [2077, 174.34048560062402], [2085, 220.34732917212636], [2087, 198.9001017871226], [2093, 166.34863198939397], [2094, 174.40806364738722], [2098, 199.64773872912286], [2099, 240.48893590945266]]",18,"[6, 5, 7]",False,True,True,False,False,True,True,False,True,True,True,True,True,True,True
907,150,"[[2026, 207.7873306688854], [2033, 182.57646082288457], [2035, 193.03546603016292], [2036, 235.41282797135455], [2048, 178.42678272708577], [2062, 219.05954741555993], [2064, 176.8210456905172], [2068, 178.14948030679582], [2074, 228.9853904702396], [2076, 174.34957823335196], [2084, 220.28332932979578], [2086, 198.87021682834467], [2092, 166.37001475423494], [2093, 174.4168088561603], [2097, 199.61720272310515], [2098, 240.39507145559185], [2100, 166.59322733723386]]",17,"[5, 4, 8]",False,True,True,False,False,True,True,False,True,True,True,True,True,True,True
975,150,"[[2030, 234.01228859305593], [2032, 168.005716002014], [2051, 155.7108085224995], [2054, 145.72219326277627], [2072, 205.814339952289], [2078, 198.99126447166483], [2081, 210.393016549989], [2082, 188.4993217816978], [2086, 163.05973704585188], [2089, 238.0799928661602], [2090, 163.03639534772537], [2093, 165.80468529359766], [2096, 141.9456818136118], [2097, 181.1456495295895]]",14,"[2, 3, 9]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
978,150,"[[2027, 233.73069523147348], [2029, 168.06803167840135], [2048, 155.83298170118871], [2051, 145.89374567971663], [2069, 205.68891164618117], [2075, 198.89987662704868], [2078, 210.24746276491493], [2079, 188.45868294804214], [2083, 163.1402224580775], [2086, 237.80535205323758], [2087, 163.11648430853873], [2090, 165.871389614214], [2093, 142.12366414811385], [2094, 181.14029959849736]]",14,"[3, 3, 8]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
984,150,"[[2045, 146.23685051359732], [2063, 205.4380550339655], [2069, 198.71710093781633], [2072, 209.95635519476681], [2073, 188.37740528073084], [2077, 163.30119328252866], [2080, 237.25607042739236], [2081, 163.2766622301654], [2084, 166.00479825544667], [2087, 142.4796288171179], [2088, 181.12959973631305], [2095, 178.21304560121087], [2098, 195.07119265602142]]",13,"[1, 4, 8]",False,False,True,True,True,True,True,False,True,False,False,True,True,True,True
