seed,scenario,label,turn,available_budget_mana,used_mana,remaining_mana,violations,planting_trees_amount,house_migration_amount,dam_levee_construction_cost,paddy_dam_construction_cost,capacity_building_cost,agricultural_RnD_cost
350,06_balanced,バランス型,3,5.411,5.0,0.411,unused_mana=0.41,0.0,0.0,0.0,2.0,1.0,2.0
350,07_late_response,後手対応,1,10.0,0.0,10.0,unused_mana=10.00,0.0,0.0,0.0,0.0,0.0,0.0
350,07_late_response,後手対応,2,7.479,7.479,0.0,,0.0,0.0,5.0,0.0,1.0,1.479
350,07_late_response,後手対応,3,5.025,5.0,0.025,,0.0,0.0,5.0,0.0,0.0,0.0
350,08_ecosystem_sacrifice,生態系犠牲型,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
350,08_ecosystem_sacrifice,生態系犠牲型,2,7.619,7.619,0.0,,0.0,0.0,7.619,0.0,0.0,0.0
350,08_ecosystem_sacrifice,生態系犠牲型,3,5.449,5.449,0.0,,0.0,0.0,5.449,0.0,0.0,0.0
350,09_flood_neglect,洪水軽視型,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
350,09_flood_neglect,洪水軽視型,2,7.479,7.479,0.0,,5.479,0.0,0.0,0.0,0.0,2.0
350,09_flood_neglect,洪水軽視型,3,5.014,5.014,0.0,,3.014,0.0,0.0,0.0,0.0,2.0
351,01_no_policy,放置,1,10.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
351,01_no_policy,放置,2,7.131,0.0,7.131,,0.0,0.0,0.0,0.0,0.0,0.0
351,01_no_policy,放置,3,5.254,0.0,5.254,,0.0,0.0,0.0,0.0,0.0,0.0
351,02_hard_infra,堤防偏重,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
351,02_hard_infra,堤防偏重,2,7.365,7.365,0.0,,0.0,0.0,7.365,0.0,0.0,0.0
351,02_hard_infra,堤防偏重,3,5.663,5.663,0.0,,0.0,0.0,5.663,0.0,0.0,0.0
351,03_nature_based,自然共生偏重,1,10.0,10.0,0.0,,4.0,0.0,0.0,6.0,0.0,0.0
351,03_nature_based,自然共生偏重,2,7.192,7.192,0.0,,1.192,0.0,0.0,6.0,0.0,0.0
351,03_nature_based,自然共生偏重,3,5.383,5.383,0.0,,0.0,0.0,0.0,5.383,0.0,0.0
351,04_agri_rnd,農業R&D偏重,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
351,04_agri_rnd,農業R&D偏重,2,7.131,7.131,0.0,,5.131,0.0,0.0,0.0,0.0,2.0
351,04_agri_rnd,農業R&D偏重,3,5.366,5.366,0.0,,3.366,0.0,0.0,0.0,0.0,2.0
351,05_relocation_capacity,移転・防災偏重,1,10.0,10.0,0.0,,0.0,9.0,0.0,0.0,1.0,0.0
351,05_relocation_capacity,移転・防災偏重,2,5.397,5.397,0.0,,0.0,4.397,0.0,0.0,1.0,0.0
351,05_relocation_capacity,移転・防災偏重,3,2.429,2.429,0.0,,0.0,1.429,0.0,0.0,1.0,0.0
351,06_balanced,バランス型,1,10.0,10.0,0.0,,1.0,1.0,5.0,1.0,1.0,1.0
351,06_balanced,バランス型,2,7.403,7.403,0.0,,2.403,0.0,0.0,2.0,1.0,2.0
351,06_balanced,バランス型,3,5.646,5.0,0.646,unused_mana=0.65,0.0,0.0,0.0,2.0,1.0,2.0
351,07_late_response,後手対応,1,10.0,0.0,10.0,unused_mana=10.00,0.0,0.0,0.0,0.0,0.0,0.0
351,07_late_response,後手対応,2,7.131,7.131,0.0,,0.0,0.0,5.0,0.0,1.0,1.131
351,07_late_response,後手対応,3,5.325,5.0,0.325,unused_mana=0.32,0.0,0.0,5.0,0.0,0.0,0.0
351,08_ecosystem_sacrifice,生態系犠牲型,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
351,08_ecosystem_sacrifice,生態系犠牲型,2,7.365,7.365,0.0,,0.0,0.0,7.365,0.0,0.0,0.0
351,08_ecosystem_sacrifice,生態系犠牲型,3,5.663,5.663,0.0,,0.0,0.0,5.663,0.0,0.0,0.0
351,09_flood_neglect,洪水軽視型,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
351,09_flood_neglect,洪水軽視型,2,7.131,7.131,0.0,,5.131,0.0,0.0,0.0,0.0,2.0
351,09_flood_neglect,洪水軽視型,3,5.366,5.366,0.0,,3.366,0.0,0.0,0.0,0.0,2.0
352,01_no_policy,放置,1,10.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
352,01_no_policy,放置,2,7.139,0.0,7.139,,0.0,0.0,0.0,0.0,0.0,0.0
352,01_no_policy,放置,3,5.261,0.0,5.261,,0.0,0.0,0.0,0.0,0.0,0.0
352,02_hard_infra,堤防偏重,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
352,02_hard_infra,堤防偏重,2,7.371,7.371,0.0,,0.0,0.0,7.371,0.0,0.0,0.0
352,02_hard_infra,堤防偏重,3,5.668,5.668,0.0,,0.0,0.0,5.668,0.0,0.0,0.0
352,03_nature_based,自然共生偏重,1,10.0,10.0,0.0,,4.0,0.0,0.0,6.0,0.0,0.0
352,03_nature_based,自然共生偏重,2,7.196,7.196,0.0,,1.196,0.0,0.0,6.0,0.0,0.0
352,03_nature_based,自然共生偏重,3,5.386,5.386,0.0,,0.0,0.0,0.0,5.386,0.0,0.0
352,04_agri_rnd,農業R&D偏重,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
352,04_agri_rnd,農業R&D偏重,2,7.139,7.139,0.0,,5.139,0.0,0.0,0.0,0.0,2.0
352,04_agri_rnd,農業R&D偏重,3,5.365,5.365,0.0,,3.365,0.0,0.0,0.0,0.0,2.0
352,05_relocation_capacity,移転・防災偏重,1,10.0,10.0,0.0,,0.0,9.0,0.0,0.0,1.0,0.0
352,05_relocation_capacity,移転・防災偏重,2,5.394,5.394,0.0,,0.0,4.394,0.0,0.0,1.0,0.0
352,05_relocation_capacity,移転・防災偏重,3,2.434,2.434,0.0,,0.0,1.434,0.0,0.0,1.0,0.0
352,06_balanced,バランス型,1,10.0,10.0,0.0,,1.0,1.0,5.0,1.0,1.0,1.0
352,06_balanced,バランス型,2,7.405,7.405,0.0,,2.405,0.0,0.0,2.0,1.0,2.0
352,06_balanced,バランス型,3,5.649,5.0,0.649,unused_mana=0.65,0.0,0.0,0.0,2.0,1.0,2.0
352,07_late_response,後手対応,1,10.0,0.0,10.0,unused_mana=10.00,0.0,0.0,0.0,0.0,0.0,0.0
352,07_late_response,後手対応,2,7.139,7.139,0.0,,0.0,0.0,5.0,0.0,1.0,1.139
352,07_late_response,後手対応,3,5.328,5.0,0.328,unused_mana=0.33,0.0,0.0,5.0,0.0,0.0,0.0
352,08_ecosystem_sacrifice,生態系犠牲型,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
352,08_ecosystem_sacrifice,生態系犠牲型,2,7.371,7.371,0.0,,0.0,0.0,7.371,0.0,0.0,0.0
352,08_ecosystem_sacrifice,生態系犠牲型,3,5.668,5.668,0.0,,0.0,0.0,5.668,0.0,0.0,0.0
352,09_flood_neglect,洪水軽視型,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
352,09_flood_neglect,洪水軽視型,2,7.139,7.139,0.0,,5.139,0.0,0.0,0.0,0.0,2.0
352,09_flood_neglect,洪水軽視型,3,5.365,5.365,0.0,,3.365,0.0,0.0,0.0,0.0,2.0
422,01_no_policy,放置,1,10.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
422,01_no_policy,放置,2,7.254,0.0,7.254,,0.0,0.0,0.0,0.0,0.0,0.0
422,01_no_policy,放置,3,5.187,0.0,5.187,,0.0,0.0,0.0,0.0,0.0,0.0
422,02_hard_infra,堤防偏重,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
422,02_hard_infra,堤防偏重,2,7.299,7.299,0.0,,0.0,0.0,7.299,0.0,0.0,0.0
422,02_hard_infra,堤防偏重,3,5.644,5.644,0.0,,0.0,0.0,5.644,0.0,0.0,0.0
422,03_nature_based,自然共生偏重,1,10.0,10.0,0.0,,4.0,0.0,0.0,6.0,0.0,0.0
422,03_nature_based,自然共生偏重,2,7.269,7.269,0.0,,1.269,0.0,0.0,6.0,0.0,0.0
422,03_nature_based,自然共生偏重,3,5.31,5.31,0.0,,0.0,0.0,0.0,5.31,0.0,0.0
422,04_agri_rnd,農業R&D偏重,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
422,04_agri_rnd,農業R&D偏重,2,7.254,7.254,0.0,,5.254,0.0,0.0,0.0,0.0,2.0
422,04_agri_rnd,農業R&D偏重,3,5.287,5.287,0.0,,3.287,0.0,0.0,0.0,0.0,2.0
422,05_relocation_capacity,移転・防災偏重,1,10.0,10.0,0.0,,0.0,9.0,0.0,0.0,1.0,0.0
422,05_relocation_capacity,移転・防災偏重,2,5.311,5.311,0.0,,0.0,4.311,0.0,0.0,1.0,0.0
422,05_relocation_capacity,移転・防災偏重,3,2.325,2.325,0.0,,0.0,1.325,0.0,0.0,1.0,0.0
422,06_balanced,バランス型,1,10.0,10.0,0.0,,1.0,1.0,5.0,1.0,1.0,1.0
422,06_balanced,バランス型,2,7.31,7.31,0.0,,2.31,0.0,0.0,2.0,1.0,2.0
422,06_balanced,バランス型,3,5.549,5.0,0.549,unused_mana=0.55,0.0,0.0,0.0,2.0,1.0,2.0
422,07_late_response,後手対応,1,10.0,0.0,10.0,unused_mana=10.00,0.0,0.0,0.0,0.0,0.0,0.0
422,07_late_response,後手対応,2,7.254,7.254,0.0,,0.0,0.0,5.0,0.0,1.0,1.254
422,07_late_response,後手対応,3,5.29,5.0,0.29,unused_mana=0.29,0.0,0.0,5.0,0.0,0.0,0.0
422,08_ecosystem_sacrifice,生態系犠牲型,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
422,08_ecosystem_sacrifice,生態系犠牲型,2,7.299,7.299,0.0,,0.0,0.0,7.299,0.0,0.0,0.0
422,08_ecosystem_sacrifice,生態系犠牲型,3,5.644,5.644,0.0,,0.0,0.0,5.644,0.0,0.0,0.0
422,09_flood_neglect,洪水軽視型,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
422,09_flood_neglect,洪水軽視型,2,7.254,7.254,0.0,,5.254,0.0,0.0,0.0,0.0,2.0
422,09_flood_neglect,洪水軽視型,3,5.287,5.287,0.0,,3.287,0.0,0.0,0.0,0.0,2.0
423,01_no_policy,放置,1,10.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
423,01_no_policy,放置,2,7.704,0.0,7.704,,0.0,0.0,0.0,0.0,0.0,0.0
423,01_no_policy,放置,3,5.194,0.0,5.194,,0.0,0.0,0.0,0.0,0.0,0.0
423,02_hard_infra,堤防偏重,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
423,02_hard_infra,堤防偏重,2,7.748,7.748,0.0,,0.0,0.0,7.748,0.0,0.0,0.0
423,02_hard_infra,堤防偏重,3,5.601,5.601,0.0,,0.0,0.0,5.601,0.0,0.0,0.0
423,03_nature_based,自然共生偏重,1,10.0,10.0,0.0,,4.0,0.0,0.0,6.0,0.0,0.0
423,03_nature_based,自然共生偏重,2,7.717,7.717,0.0,,1.717,0.0,0.0,6.0,0.0,0.0
423,03_nature_based,自然共生偏重,3,5.314,5.314,0.0,,0.0,0.0,0.0,5.314,0.0,0.0
423,04_agri_rnd,農業R&D偏重,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
423,04_agri_rnd,農業R&D偏重,2,7.704,7.704,0.0,,5.704,0.0,0.0,0.0,0.0,2.0
423,04_agri_rnd,農業R&D偏重,3,5.287,5.287,0.0,,3.287,0.0,0.0,0.0,0.0,2.0
423,05_relocation_capacity,移転・防災偏重,1,10.0,10.0,0.0,,0.0,9.0,0.0,0.0,1.0,0.0
423,05_relocation_capacity,移転・防災偏重,2,5.744,5.744,0.0,,0.0,4.744,0.0,0.0,1.0,0.0
423,05_relocation_capacity,移転・防災偏重,3,2.222,2.222,0.0,,0.0,1.222,0.0,0.0,1.0,0.0
423,06_balanced,バランス型,1,10.0,10.0,0.0,,1.0,1.0,5.0,1.0,1.0,1.0
423,06_balanced,バランス型,2,7.753,7.753,0.0,,2.753,0.0,0.0,2.0,1.0,2.0
423,06_balanced,バランス型,3,5.554,5.0,0.554,unused_mana=0.55,0.0,0.0,0.0,2.0,1.0,2.0
423,07_late_response,後手対応,1,10.0,0.0,10.0,unused_mana=10.00,0.0,0.0,0.0,0.0,0.0,0.0
423,07_late_response,後手対応,2,7.704,7.704,0.0,,0.0,0.0,5.0,0.0,1.0,1.704
423,07_late_response,後手対応,3,5.293,5.0,0.293,unused_mana=0.29,0.0,0.0,5.0,0.0,0.0,0.0
423,08_ecosystem_sacrifice,生態系犠牲型,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
423,08_ecosystem_sacrifice,生態系犠牲型,2,7.748,7.748,0.0,,0.0,0.0,7.748,0.0,0.0,0.0
423,08_ecosystem_sacrifice,生態系犠牲型,3,5.601,5.601,0.0,,0.0,0.0,5.601,0.0,0.0,0.0
423,09_flood_neglect,洪水軽視型,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
423,09_flood_neglect,洪水軽視型,2,7.704,7.704,0.0,,5.704,0.0,0.0,0.0,0.0,2.0
423,09_flood_neglect,洪水軽視型,3,5.287,5.287,0.0,,3.287,0.0,0.0,0.0,0.0,2.0
424,01_no_policy,放置,1,10.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
424,01_no_policy,放置,2,8.101,0.0,8.101,,0.0,0.0,0.0,0.0,0.0,0.0
424,01_no_policy,放置,3,5.202,0.0,5.202,,0.0,0.0,0.0,0.0,0.0,0.0
424,02_hard_infra,堤防偏重,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
424,02_hard_infra,堤防偏重,2,8.144,8.144,0.0,,0.0,0.0,8.144,0.0,0.0,0.0
424,02_hard_infra,堤防偏重,3,5.607,5.607,0.0,,0.0,0.0,5.607,0.0,0.0,0.0
424,03_nature_based,自然共生偏重,1,10.0,10.0,0.0,,4.0,0.0,0.0,6.0,0.0,0.0
424,03_nature_based,自然共生偏重,2,8.111,8.111,0.0,,2.111,0.0,0.0,6.0,0.0,0.0
424,03_nature_based,自然共生偏重,3,5.317,5.317,0.0,,0.0,0.0,0.0,5.317,0.0,0.0
424,04_agri_rnd,農業R&D偏重,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
424,04_agri_rnd,農業R&D偏重,2,8.101,8.101,0.0,,6.101,0.0,0.0,0.0,0.0,2.0
424,04_agri_rnd,農業R&D偏重,3,5.287,5.287,0.0,,3.287,0.0,0.0,0.0,0.0,2.0
424,05_relocation_capacity,移転・防災偏重,1,10.0,10.0,0.0,,0.0,9.0,0.0,0.0,1.0,0.0
424,05_relocation_capacity,移転・防災偏重,2,6.131,6.131,0.0,,0.0,5.131,0.0,0.0,1.0,0.0
424,05_relocation_capacity,移転・防災偏重,3,2.133,2.133,0.0,,0.0,1.133,0.0,0.0,1.0,0.0
424,06_balanced,バランス型,1,10.0,10.0,0.0,,1.0,1.0,5.0,1.0,1.0,1.0
424,06_balanced,バランス型,2,8.145,8.145,0.0,,3.145,0.0,0.0,2.0,1.0,2.0
424,06_balanced,バランス型,3,5.558,5.0,0.558,unused_mana=0.56,0.0,0.0,0.0,2.0,1.0,2.0
424,07_late_response,後手対応,1,10.0,0.0,10.0,unused_mana=10.00,0.0,0.0,0.0,0.0,0.0,0.0
424,07_late_response,後手対応,2,8.101,8.0,0.101,unused_mana=0.10,0.0,0.0,5.0,0.0,1.0,2.0
424,07_late_response,後手対応,3,5.295,5.0,0.295,unused_mana=0.29,0.0,0.0,5.0,0.0,0.0,0.0
424,08_ecosystem_sacrifice,生態系犠牲型,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
424,08_ecosystem_sacrifice,生態系犠牲型,2,8.144,8.144,0.0,,0.0,0.0,8.144,0.0,0.0,0.0
424,08_ecosystem_sacrifice,生態系犠牲型,3,5.607,5.607,0.0,,0.0,0.0,5.607,0.0,0.0,0.0
424,09_flood_neglect,洪水軽視型,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
424,09_flood_neglect,洪水軽視型,2,8.101,8.101,0.0,,6.101,0.0,0.0,0.0,0.0,2.0
424,09_flood_neglect,洪水軽視型,3,5.287,5.287,0.0,,3.287,0.0,0.0,0.0,0.0,2.0
425,01_no_policy,放置,1,10.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
425,01_no_policy,放置,2,7.599,0.0,7.599,,0.0,0.0,0.0,0.0,0.0,0.0
425,01_no_policy,放置,3,5.146,0.0,5.146,,0.0,0.0,0.0,0.0,0.0,0.0
425,02_hard_infra,堤防偏重,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
425,02_hard_infra,堤防偏重,2,7.737,7.737,0.0,,0.0,0.0,7.737,0.0,0.0,0.0
425,02_hard_infra,堤防偏重,3,5.668,5.668,0.0,,0.0,0.0,5.668,0.0,0.0,0.0
425,03_nature_based,自然共生偏重,1,10.0,10.0,0.0,,4.0,0.0,0.0,6.0,0.0,0.0
425,03_nature_based,自然共生偏重,2,7.632,7.632,0.0,,1.632,0.0,0.0,6.0,0.0,0.0
425,03_nature_based,自然共生偏重,3,5.302,5.302,0.0,,0.0,0.0,0.0,5.302,0.0,0.0
425,04_agri_rnd,農業R&D偏重,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
425,04_agri_rnd,農業R&D偏重,2,7.599,7.599,0.0,,5.599,0.0,0.0,0.0,0.0,2.0
425,04_agri_rnd,農業R&D偏重,3,5.311,5.311,0.0,,3.311,0.0,0.0,0.0,0.0,2.0
425,05_relocation_capacity,移転・防災偏重,1,10.0,10.0,0.0,,0.0,9.0,0.0,0.0,1.0,0.0
425,05_relocation_capacity,移転・防災偏重,2,5.713,5.713,0.0,,0.0,4.713,0.0,0.0,1.0,0.0
425,05_relocation_capacity,移転・防災偏重,3,2.176,2.176,0.0,,0.0,1.176,0.0,0.0,1.0,0.0
425,06_balanced,バランス型,1,10.0,10.0,0.0,,1.0,1.0,5.0,1.0,1.0,1.0
425,06_balanced,バランス型,2,7.746,7.746,0.0,,2.746,0.0,0.0,2.0,1.0,2.0
425,06_balanced,バランス型,3,5.526,5.0,0.526,unused_mana=0.53,0.0,0.0,0.0,2.0,1.0,2.0
425,07_late_response,後手対応,1,10.0,0.0,10.0,unused_mana=10.00,0.0,0.0,0.0,0.0,0.0,0.0
425,07_late_response,後手対応,2,7.599,7.599,0.0,,0.0,0.0,5.0,0.0,1.0,1.599
425,07_late_response,後手対応,3,5.324,5.0,0.324,unused_mana=0.32,0.0,0.0,5.0,0.0,0.0,0.0
425,08_ecosystem_sacrifice,生態系犠牲型,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
425,08_ecosystem_sacrifice,生態系犠牲型,2,7.737,7.737,0.0,,0.0,0.0,7.737,0.0,0.0,0.0
425,08_ecosystem_sacrifice,生態系犠牲型,3,5.668,5.668,0.0,,0.0,0.0,5.668,0.0,0.0,0.0
425,09_flood_neglect,洪水軽視型,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
425,09_flood_neglect,洪水軽視型,2,7.599,7.599,0.0,,5.599,0.0,0.0,0.0,0.0,2.0
425,09_flood_neglect,洪水軽視型,3,5.311,5.311,0.0,,3.311,0.0,0.0,0.0,0.0,2.0
426,01_no_policy,放置,1,10.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
426,01_no_policy,放置,2,7.604,0.0,7.604,,0.0,0.0,0.0,0.0,0.0,0.0
426,01_no_policy,放置,3,5.154,0.0,5.154,,0.0,0.0,0.0,0.0,0.0,0.0
426,02_hard_infra,堤防偏重,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
426,02_hard_infra,堤防偏重,2,7.698,7.698,0.0,,0.0,0.0,7.698,0.0,0.0,0.0
426,02_hard_infra,堤防偏重,3,5.673,5.673,0.0,,0.0,0.0,5.673,0.0,0.0,0.0
426,03_nature_based,自然共生偏重,1,10.0,10.0,0.0,,4.0,0.0,0.0,6.0,0.0,0.0
426,03_nature_based,自然共生偏重,2,7.635,7.635,0.0,,1.635,0.0,0.0,6.0,0.0,0.0
426,03_nature_based,自然共生偏重,3,5.306,5.306,0.0,,0.0,0.0,0.0,5.306,0.0,0.0
426,04_agri_rnd,農業R&D偏重,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
426,04_agri_rnd,農業R&D偏重,2,7.604,7.604,0.0,,5.604,0.0,0.0,0.0,0.0,2.0
426,04_agri_rnd,農業R&D偏重,3,5.311,5.311,0.0,,3.311,0.0,0.0,0.0,0.0,2.0
426,05_relocation_capacity,移転・防災偏重,1,10.0,10.0,0.0,,0.0,9.0,0.0,0.0,1.0,0.0
426,05_relocation_capacity,移転・防災偏重,2,5.712,5.712,0.0,,0.0,4.712,0.0,0.0,1.0,0.0
426,05_relocation_capacity,移転・防災偏重,3,2.185,2.185,0.0,,0.0,1.185,0.0,0.0,1.0,0.0
426,06_balanced,バランス型,1,10.0,10.0,0.0,,1.0,1.0,5.0,1.0,1.0,1.0
426,06_balanced,バランス型,2,7.747,7.747,0.0,,2.747,0.0,0.0,2.0,1.0,2.0
426,06_balanced,バランス型,3,5.53,5.0,0.53,unused_mana=0.53,0.0,0.0,0.0,2.0,1.0,2.0
426,07_late_response,後手対応,1,10.0,0.0,10.0,unused_mana=10.00,0.0,0.0,0.0,0.0,0.0,0.0
426,07_late_response,後手対応,2,7.604,7.604,0.0,,0.0,0.0,5.0,0.0,1.0,1.604
426,07_late_response,後手対応,3,5.326,5.0,0.326,unused_mana=0.33,0.0,0.0,5.0,0.0,0.0,0.0
426,08_ecosystem_sacrifice,生態系犠牲型,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
426,08_ecosystem_sacrifice,生態系犠牲型,2,7.698,7.698,0.0,,0.0,0.0,7.698,0.0,0.0,0.0
426,08_ecosystem_sacrifice,生態系犠牲型,3,5.673,5.673,0.0,,0.0,0.0,5.673,0.0,0.0,0.0
426,09_flood_neglect,洪水軽視型,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
426,09_flood_neglect,洪水軽視型,2,7.604,7.604,0.0,,5.604,0.0,0.0,0.0,0.0,2.0
426,09_flood_neglect,洪水軽視型,3,5.311,5.311,0.0,,3.311,0.0,0.0,0.0,0.0,2.0
427,01_no_policy,放置,1,10.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
427,01_no_policy,放置,2,7.609,0.0,7.609,,0.0,0.0,0.0,0.0,0.0,0.0
427,01_no_policy,放置,3,4.73,0.0,4.73,,0.0,0.0,0.0,0.0,0.0,0.0
427,02_hard_infra,堤防偏重,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
427,02_hard_infra,堤防偏重,2,7.703,7.703,0.0,,0.0,0.0,7.703,0.0,0.0,0.0
427,02_hard_infra,堤防偏重,3,5.461,5.461,0.0,,0.0,0.0,5.461,0.0,0.0,0.0
427,03_nature_based,自然共生偏重,1,10.0,10.0,0.0,,4.0,0.0,0.0,6.0,0.0,0.0
427,03_nature_based,自然共生偏重,2,7.638,7.638,0.0,,1.638,0.0,0.0,6.0,0.0,0.0
427,03_nature_based,自然共生偏重,3,4.934,4.934,0.0,,0.0,0.0,0.0,4.934,0.0,0.0
427,04_agri_rnd,農業R&D偏重,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
427,04_agri_rnd,農業R&D偏重,2,7.609,7.609,0.0,,5.609,0.0,0.0,0.0,0.0,2.0
427,04_agri_rnd,農業R&D偏重,3,4.943,4.943,0.0,,2.943,0.0,0.0,0.0,0.0,2.0
427,05_relocation_capacity,移転・防災偏重,1,10.0,10.0,0.0,,0.0,9.0,0.0,0.0,1.0,0.0
427,05_relocation_capacity,移転・防災偏重,2,5.71,5.71,0.0,,0.0,4.71,0.0,0.0,1.0,0.0
427,05_relocation_capacity,移転・防災偏重,3,1.937,1.0,0.937,unused_mana=0.94,0.0,0.0,0.0,0.0,1.0,0.0
427,06_balanced,バランス型,1,10.0,10.0,0.0,,1.0,1.0,5.0,1.0,1.0,1.0
427,06_balanced,バランス型,2,7.748,7.748,0.0,,2.748,0.0,0.0,2.0,1.0,2.0
427,06_balanced,バランス型,3,5.265,5.0,0.265,unused_mana=0.26,0.0,0.0,0.0,2.0,1.0,2.0
427,07_late_response,後手対応,1,10.0,0.0,10.0,unused_mana=10.00,0.0,0.0,0.0,0.0,0.0,0.0
427,07_late_response,後手対応,2,7.609,7.609,0.0,,0.0,0.0,5.0,0.0,1.0,1.609
427,07_late_response,後手対応,3,4.951,4.951,0.0,,0.0,0.0,0.0,1.951,1.0,2.0
427,08_ecosystem_sacrifice,生態系犠牲型,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
427,08_ecosystem_sacrifice,生態系犠牲型,2,7.703,7.703,0.0,,0.0,0.0,7.703,0.0,0.0,0.0
427,08_ecosystem_sacrifice,生態系犠牲型,3,5.461,5.461,0.0,,0.0,0.0,5.461,0.0,0.0,0.0
427,09_flood_neglect,洪水軽視型,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
427,09_flood_neglect,洪水軽視型,2,7.609,7.609,0.0,,5.609,0.0,0.0,0.0,0.0,2.0
427,09_flood_neglect,洪水軽視型,3,4.943,4.943,0.0,,2.943,0.0,0.0,0.0,0.0,2.0
428,01_no_policy,放置,1,10.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
428,01_no_policy,放置,2,7.937,0.0,7.937,,0.0,0.0,0.0,0.0,0.0,0.0
428,01_no_policy,放置,3,4.739,0.0,4.739,,0.0,0.0,0.0,0.0,0.0,0.0
428,02_hard_infra,堤防偏重,1,10.0,10.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0
428,02_hard_infra,堤防偏重,2,8.03,8.03,0.0,,0.0,0.0,8.03,0.0,0.0,0.0
428,02_hard_infra,堤防偏重,3,5.415,5.415,0.0,,0.0,0.0,5.415,0.0,0.0,0.0
428,03_nature_based,自然共生偏重,1,10.0,10.0,0.0,,4.0,0.0,0.0,6.0,0.0,0.0
428,03_nature_based,自然共生偏重,2,7.957,7.957,0.0,,1.957,0.0,0.0,6.0,0.0,0.0
428,03_nature_based,自然共生偏重,3,4.938,4.938,0.0,,0.0,0.0,0.0,4.938,0.0,0.0
428,04_agri_rnd,農業R&D偏重,1,10.0,10.0,0.0,,8.0,0.0,0.0,0.0,0.0,2.0
428,04_agri_rnd,農業R&D偏重,2,7.937,7.937,0.0,,5.937,0.0,0.0,0.0,0.0,2.0
428,04_agri_rnd,農業R&D偏重,3,4.941,4.941,0.0,,2.941,0.0,0.0,0.0,0.0,2.0
428,05_relocation_capacity,移転・防災偏重,1,10.0,10.0,0.0,,0.0,9.0,0.0,0.0,1.0,0.0
428,05_relocation_capacity,移転・防災偏重,2,5.972,5.972,0.0,,0.0,4.972,0.0,0.0,1.0,0.0
428,05_relocation_capacity,移転・防災偏重,3,1.881,1.0,0.881,unused_mana=0.88,0.0,0.0,0.0,0.0,1.0,0.0
