seed,scenario,label,severe_flood_count,major_flood_count,flood_notice_count,severe_flood_years,major_flood_years,crop_low_year,ecosystem_low_year,ecosystem_critical_year,resident_capacity_low_t2,high_risk_houses_t2,max_flood_damage_jpy,max_flood_2050_2055,max_flood_2065_2075,max_flood_2080_2100,final_available_budget_mana,final_crop_yield,final_ecosystem_level,final_risky_houses,final_resident_capacity,rain_events
422,04_agri_rnd,農業R&D偏重,1,0,3,2093,,,,,,,389051779.5,256514043.1,265144918.4,389051779.5,3.751,2787.7,76.29,10213.2,0.0,"[[2026, 220.70644753398875], [2027, 195.49979638729434], [2039, 151.53867836665523], [2053, 213.00869673718728], [2057, 167.97488248406057], [2075, 233.09126734548136], [2078, 212.67187283876575], [2080, 161.30657651736234], [2088, 198.95638583716794], [2092, 169.13427199489658], [2093, 187.58948011178975], [2099, 223.14147476486275], [2100, 194.01345435109323]]"
422,05_relocation_capacity,移転・防災偏重,1,0,2,2093,,2076,2095,,,,341486715.1,210532139.3,281184355.3,341486715.1,0.463,2254.7,71.64,2707.5,0.391,"[[2026, 220.70644753398875], [2027, 195.49979638729434], [2039, 151.53867836665523], [2053, 213.00869673718728], [2057, 167.97488248406057], [2075, 233.09126734548136], [2078, 212.67187283876575], [2080, 161.30657651736234], [2088, 198.95638583716794], [2092, 169.13427199489658], [2093, 187.58948011178975], [2099, 223.14147476486275], [2100, 194.01345435109323]]"
422,06_balanced,バランス型,0,1,1,,2093,2088,,,,,308091977.8,201900196.7,251638968.9,308091977.8,4.013,2987.3,72.22,9700.4,0.391,"[[2026, 220.70644753398875], [2027, 195.49979638729434], [2039, 151.53867836665523], [2053, 213.00869673718728], [2057, 167.97488248406057], [2075, 233.09126734548136], [2078, 212.67187283876575], [2080, 161.30657651736234], [2088, 198.95638583716794], [2092, 169.13427199489658], [2093, 187.58948011178975], [2099, 223.14147476486275], [2100, 194.01345435109323]]"
422,07_late_response,後手対応,1,0,3,2093,,2076,2086,,,,351150425.7,254071962.3,272300216.7,351150425.7,3.754,2497.8,70.44,10213.2,0.08,"[[2026, 220.70644753398875], [2027, 195.49979638729434], [2039, 151.53867836665523], [2053, 213.00869673718728], [2057, 167.97488248406057], [2075, 233.09126734548136], [2078, 212.67187283876575], [2080, 161.30657651736234], [2088, 198.95638583716794], [2092, 169.13427199489658], [2093, 187.58948011178975], [2099, 223.14147476486275], [2100, 194.01345435109323]]"
422,08_ecosystem_sacrifice,生態系犠牲型,0,0,0,,,2076,2071,,,,222472099.1,208344358.5,204609658.8,204566615.6,4.108,3221.2,68.64,10213.2,0.0,"[[2026, 220.70644753398875], [2027, 195.49979638729434], [2039, 151.53867836665523], [2053, 213.00869673718728], [2057, 167.97488248406057], [2075, 233.09126734548136], [2078, 212.67187283876575], [2080, 161.30657651736234], [2088, 198.95638583716794], [2092, 169.13427199489658], [2093, 187.58948011178975], [2099, 223.14147476486275], [2100, 194.01345435109323]]"
422,09_flood_neglect,洪水軽視型,1,0,3,2093,,,,,,,389051779.5,256514043.1,265144918.4,389051779.5,3.751,2787.7,76.29,10213.2,0.0,"[[2026, 220.70644753398875], [2027, 195.49979638729434], [2039, 151.53867836665523], [2053, 213.00869673718728], [2057, 167.97488248406057], [2075, 233.09126734548136], [2078, 212.67187283876575], [2080, 161.30657651736234], [2088, 198.95638583716794], [2092, 169.13427199489658], [2093, 187.58948011178975], [2099, 223.14147476486275], [2100, 194.01345435109323]]"
423,01_no_policy,放置,1,3,4,2092,"2074,2098,2100",2075,2095,,2075,2075,488478491.4,255043673.7,310136813.5,488478491.4,3.658,1480.0,71.64,10129.6,0.0,"[[2026, 195.4727191288189], [2038, 151.58737776813004], [2052, 212.95353777868638], [2056, 167.9948435517892], [2074, 233.00569542021807], [2077, 212.61946607665038], [2079, 161.33646549963242], [2087, 198.9264592018815], [2091, 169.15131818405743], [2092, 187.5775923604399], [2098, 223.07452944822475], [2099, 193.9917424917622], [2100, 211.38369429239285]]"
423,02_hard_infra,堤防偏重,0,0,0,,,2075,2070,,,,207137698.3,207137698.3,203654673.5,203936273.1,4.065,2938.7,68.64,10129.6,0.0,"[[2026, 195.4727191288189], [2038, 151.58737776813004], [2052, 212.95353777868638], [2056, 167.9948435517892], [2074, 233.00569542021807], [2077, 212.61946607665038], [2079, 161.33646549963242], [2087, 198.9264592018815], [2091, 169.15131818405743], [2092, 187.5775923604399], [2098, 223.07452944822475], [2099, 193.9917424917622], [2100, 211.38369429239285]]"
423,03_nature_based,自然共生偏重,1,0,4,2092,,2051,,,,,417643019.5,243067179.8,275624203.3,417643019.5,3.778,1855.7,73.64,10129.6,0.0,"[[2026, 195.4727191288189], [2038, 151.58737776813004], [2052, 212.95353777868638], [2056, 167.9948435517892], [2074, 233.00569542021807], [2077, 212.61946607665038], [2079, 161.33646549963242], [2087, 198.9264592018815], [2091, 169.15131818405743], [2092, 187.5775923604399], [2098, 223.07452944822475], [2099, 193.9917424917622], [2100, 211.38369429239285]]"
423,04_agri_rnd,農業R&D偏重,1,0,3,2092,,,,,,,386346042.4,255043673.7,265830621.2,386346042.4,3.751,2613.1,76.45,10129.6,0.0,"[[2026, 195.4727191288189], [2038, 151.58737776813004], [2052, 212.95353777868638], [2056, 167.9948435517892], [2074, 233.00569542021807], [2077, 212.61946607665038], [2079, 161.33646549963242], [2087, 198.9264592018815], [2091, 169.15131818405743], [2092, 187.5775923604399], [2098, 223.07452944822475], [2099, 193.9917424917622], [2100, 211.38369429239285]]"
423,05_relocation_capacity,移転・防災偏重,1,0,3,2092,,2075,2095,,,,337718478.8,209257759.4,279019538.3,337718478.8,0.385,1830.6,71.64,2454.6,0.391,"[[2026, 195.4727191288189], [2038, 151.58737776813004], [2052, 212.95353777868638], [2056, 167.9948435517892], [2074, 233.00569542021807], [2077, 212.61946607665038], [2079, 161.33646549963242], [2087, 198.9264592018815], [2091, 169.15131818405743], [2092, 187.5775923604399], [2098, 223.07452944822475], [2099, 193.9917424917622], [2100, 211.38369429239285]]"
423,06_balanced,バランス型,0,1,1,,2092,2091,,,,,305644455.7,200917011.7,250669167.8,305644455.7,4.018,2671.9,72.38,9616.8,0.391,"[[2026, 195.4727191288189], [2038, 151.58737776813004], [2052, 212.95353777868638], [2056, 167.9948435517892], [2074, 233.00569542021807], [2077, 212.61946607665038], [2079, 161.33646549963242], [2087, 198.9264592018815], [2091, 169.15131818405743], [2092, 187.5775923604399], [2098, 223.07452944822475], [2099, 193.9917424917622], [2100, 211.38369429239285]]"
423,07_late_response,後手対応,1,0,3,2092,,2085,2086,,,,348604247.7,253770616.7,271075430.3,348604247.7,3.757,2240.2,70.44,10129.6,0.08,"[[2026, 195.4727191288189], [2038, 151.58737776813004], [2052, 212.95353777868638], [2056, 167.9948435517892], [2074, 233.00569542021807], [2077, 212.61946607665038], [2079, 161.33646549963242], [2087, 198.9264592018815], [2091, 169.15131818405743], [2092, 187.5775923604399], [2098, 223.07452944822475], [2099, 193.9917424917622], [2100, 211.38369429239285]]"
423,08_ecosystem_sacrifice,生態系犠牲型,0,0,0,,,2075,2070,,,,207137698.3,207137698.3,203654673.5,203936273.1,4.065,2938.7,68.64,10129.6,0.0,"[[2026, 195.4727191288189], [2038, 151.58737776813004], [2052, 212.95353777868638], [2056, 167.9948435517892], [2074, 233.00569542021807], [2077, 212.61946607665038], [2079, 161.33646549963242], [2087, 198.9264592018815], [2091, 169.15131818405743], [2092, 187.5775923604399], [2098, 223.07452944822475], [2099, 193.9917424917622], [2100, 211.38369429239285]]"
423,09_flood_neglect,洪水軽視型,1,0,3,2092,,,,,,,386346042.4,255043673.7,265830621.2,386346042.4,3.751,2613.1,76.45,10129.6,0.0,"[[2026, 195.4727191288189], [2038, 151.58737776813004], [2052, 212.95353777868638], [2056, 167.9948435517892], [2074, 233.00569542021807], [2077, 212.61946607665038], [2079, 161.33646549963242], [2087, 198.9264592018815], [2091, 169.15131818405743], [2092, 187.5775923604399], [2098, 223.07452944822475], [2099, 193.9917424917622], [2100, 211.38369429239285]]"
424,01_no_policy,放置,1,3,4,2091,"2073,2097,2099",2074,2095,,2075,2075,486901037.4,253563087.5,308731992.0,486901037.4,3.666,4407.6,71.64,10058.5,0.0,"[[2037, 151.63607716960485], [2051, 212.89837882018548], [2055, 168.0148046195178], [2073, 232.9201234949548], [2076, 212.56705931453504], [2078, 161.36635448190253], [2086, 198.89653256659503], [2090, 169.16836437321828], [2091, 187.56570460909003], [2097, 223.00758413158673], [2098, 193.97003063243116], [2099, 211.3350697107092]]"
424,02_hard_infra,堤防偏重,0,0,0,,,2074,2068,2100,,,205922877.4,205922877.4,202693239.4,203299281.5,4.071,4407.6,61.38,10058.5,0.0,"[[2037, 151.63607716960485], [2051, 212.89837882018548], [2055, 168.0148046195178], [2073, 232.9201234949548], [2076, 212.56705931453504], [2078, 161.36635448190253], [2086, 198.89653256659503], [2090, 169.16836437321828], [2091, 187.56570460909003], [2097, 223.00758413158673], [2098, 193.97003063243116], [2099, 211.3350697107092]]"
424,03_nature_based,自然共生偏重,1,0,4,2091,,2051,,,,,414576953.1,241653035.0,275282293.5,414576953.1,3.781,4363.5,73.78,10058.5,0.0,"[[2037, 151.63607716960485], [2051, 212.89837882018548], [2055, 168.0148046195178], [2073, 232.9201234949548], [2076, 212.56705931453504], [2078, 161.36635448190253], [2086, 198.89653256659503], [2090, 169.16836437321828], [2091, 187.56570460909003], [2097, 223.00758413158673], [2098, 193.97003063243116], [2099, 211.3350697107092]]"
424,04_agri_rnd,農業R&D偏重,1,0,2,2091,,,,,,,384283637.4,253563087.5,266530436.4,384283637.4,3.751,4847.6,76.59,10058.5,0.0,"[[2037, 151.63607716960485], [2051, 212.89837882018548], [2055, 168.0148046195178], [2073, 232.9201234949548], [2076, 212.56705931453504], [2078, 161.36635448190253], [2086, 198.89653256659503], [2090, 169.16836437321828], [2091, 187.56570460909003], [2097, 223.00758413158673], [2098, 193.97003063243116], [2099, 211.3350697107092]]"
424,05_relocation_capacity,移転・防災偏重,1,0,3,2091,,2074,2095,,,,332611243.0,207690872.8,276628170.9,332611243.0,0.318,4407.6,71.64,2230.8,0.391,"[[2037, 151.63607716960485], [2051, 212.89837882018548], [2055, 168.0148046195178], [2073, 232.9201234949548], [2076, 212.56705931453504], [2078, 161.36635448190253], [2086, 198.89653256659503], [2090, 169.16836437321828], [2091, 187.56570460909003], [2097, 223.00758413158673], [2098, 193.97003063243116], [2099, 211.3350697107092]]"
424,06_balanced,バランス型,0,1,0,,2091,2090,,,,,303679408.8,199897005.4,249658056.5,303679408.8,4.022,4727.8,72.52,9545.6,0.391,"[[2037, 151.63607716960485], [2051, 212.89837882018548], [2055, 168.0148046195178], [2073, 232.9201234949548], [2076, 212.56705931453504], [2078, 161.36635448190253], [2086, 198.89653256659503], [2090, 169.16836437321828], [2091, 187.56570460909003], [2097, 223.00758413158673], [2098, 193.97003063243116], [2099, 211.3350697107092]]"
424,07_late_response,後手対応,1,0,3,2091,,2085,2086,,,,345972056.8,253563087.5,269861697.2,345972056.8,3.759,4567.6,70.44,10058.5,0.08,"[[2037, 151.63607716960485], [2051, 212.89837882018548], [2055, 168.0148046195178], [2073, 232.9201234949548], [2076, 212.56705931453504], [2078, 161.36635448190253], [2086, 198.89653256659503], [2090, 169.16836437321828], [2091, 187.56570460909003], [2097, 223.00758413158673], [2098, 193.97003063243116], [2099, 211.3350697107092]]"
424,08_ecosystem_sacrifice,生態系犠牲型,0,0,0,,,2074,2068,2100,,,205922877.4,205922877.4,202693239.4,203299281.5,4.071,4407.6,61.38,10058.5,0.0,"[[2037, 151.63607716960485], [2051, 212.89837882018548], [2055, 168.0148046195178], [2073, 232.9201234949548], [2076, 212.56705931453504], [2078, 161.36635448190253], [2086, 198.89653256659503], [2090, 169.16836437321828], [2091, 187.56570460909003], [2097, 223.00758413158673], [2098, 193.97003063243116], [2099, 211.3350697107092]]"
424,09_flood_neglect,洪水軽視型,1,0,2,2091,,,,,,,384283637.4,253563087.5,266530436.4,384283637.4,3.751,4847.6,76.59,10058.5,0.0,"[[2037, 151.63607716960485], [2051, 212.89837882018548], [2055, 168.0148046195178], [2073, 232.9201234949548], [2076, 212.56705931453504], [2078, 161.36635448190253], [2086, 198.89653256659503], [2090, 169.16836437321828], [2091, 187.56570460909003], [2097, 223.00758413158673], [2098, 193.97003063243116], [2099, 211.3350697107092]]"
425,01_no_policy,放置,1,3,4,2090,"2072,2096,2098",2073,2095,,2075,2075,485307918.4,252072272.8,307316827.2,485307918.4,3.61,4568.6,71.64,10178.6,0.0,"[[2036, 151.68477657107962], [2050, 212.84321986168456], [2054, 168.03476568724642], [2072, 232.83455156969154], [2075, 212.5146525524197], [2077, 161.3962434641726], [2085, 198.86660593130856], [2090, 187.55381685774017], [2096, 222.94063881494873], [2097, 193.9483187731001], [2098, 211.28644512902554]]"
425,02_hard_infra,堤防偏重,0,0,0,,,2073,2070,,,,204699888.0,204699888.0,201725341.7,202655605.3,4.132,4568.6,68.64,10178.6,0.0,"[[2036, 151.68477657107962], [2050, 212.84321986168456], [2054, 168.03476568724642], [2072, 232.83455156969154], [2075, 212.5146525524197], [2077, 161.3962434641726], [2085, 198.86660593130856], [2090, 187.55381685774017], [2096, 222.94063881494873], [2097, 193.9483187731001], [2098, 211.28644512902554]]"
425,03_nature_based,自然共生偏重,1,0,4,2090,,2050,,,,,415519730.2,240229176.6,274942243.0,415519730.2,3.766,4522.9,73.61,10178.6,0.0,"[[2036, 151.68477657107962], [2050, 212.84321986168456], [2054, 168.03476568724642], [2072, 232.83455156969154], [2075, 212.5146525524197], [2077, 161.3962434641726], [2085, 198.86660593130856], [2090, 187.55381685774017], [2096, 222.94063881494873], [2097, 193.9483187731001], [2098, 211.28644512902554]]"
425,04_agri_rnd,農業R&D偏重,1,0,3,2090,,,,,,,386607084.2,252072272.8,267244464.1,386607084.2,3.775,5000.0,76.41,10178.6,0.0,"[[2036, 151.68477657107962], [2050, 212.84321986168456], [2054, 168.03476568724642], [2072, 232.83455156969154], [2075, 212.5146525524197], [2077, 161.3962434641726], [2085, 198.86660593130856], [2090, 187.55381685774017], [2096, 222.94063881494873], [2097, 193.9483187731001], [2098, 211.28644512902554]]"
425,05_relocation_capacity,移転・防災偏重,1,0,3,2090,,2073,2095,,,,334652494.5,206911411.9,275838124.2,334652494.5,0.351,4568.6,71.64,2543.1,0.391,"[[2036, 151.68477657107962], [2050, 212.84321986168456], [2054, 168.03476568724642], [2072, 232.83455156969154], [2075, 212.5146525524197], [2077, 161.3962434641726], [2085, 198.86660593130856], [2090, 187.55381685774017], [2096, 222.94063881494873], [2097, 193.9483187731001], [2098, 211.28644512902554]]"
425,06_balanced,バランス型,0,1,0,,2090,2089,,,,,305785383.1,198989006.3,248703141.5,305785383.1,3.99,4887.5,72.38,9665.7,0.391,"[[2036, 151.68477657107962], [2050, 212.84321986168456], [2054, 168.03476568724642], [2072, 232.83455156969154], [2075, 212.5146525524197], [2077, 161.3962434641726], [2085, 198.86660593130856], [2090, 187.55381685774017], [2096, 222.94063881494873], [2097, 193.9483187731001], [2098, 211.28644512902554]]"
425,07_late_response,後手対応,1,0,3,2090,,2073,2086,,,,343249822.2,252072272.8,268660785.1,343249822.2,3.788,4688.6,70.44,10178.6,0.08,"[[2036, 151.68477657107962], [2050, 212.84321986168456], [2054, 168.03476568724642], [2072, 232.83455156969154], [2075, 212.5146525524197], [2077, 161.3962434641726], [2085, 198.86660593130856], [2090, 187.55381685774017], [2096, 222.94063881494873], [2097, 193.9483187731001], [2098, 211.28644512902554]]"
425,08_ecosystem_sacrifice,生態系犠牲型,0,0,0,,,2073,2070,,,,204699888.0,204699888.0,201725341.7,202655605.3,4.132,4568.6,68.64,10178.6,0.0,"[[2036, 151.68477657107962], [2050, 212.84321986168456], [2054, 168.03476568724642], [2072, 232.83455156969154], [2075, 212.5146525524197], [2077, 161.3962434641726], [2085, 198.86660593130856], [2090, 187.55381685774017], [2096, 222.94063881494873], [2097, 193.9483187731001], [2098, 211.28644512902554]]"
425,09_flood_neglect,洪水軽視型,1,0,3,2090,,,,,,,386607084.2,252072272.8,267244464.1,386607084.2,3.775,5000.0,76.41,10178.6,0.0,"[[2036, 151.68477657107962], [2050, 212.84321986168456], [2054, 168.03476568724642], [2072, 232.83455156969154], [2075, 212.5146525524197], [2077, 161.3962434641726], [2085, 198.86660593130856], [2090, 187.55381685774017], [2096, 222.94063881494873], [2097, 193.9483187731001], [2098, 211.28644512902554]]"
426,01_no_policy,放置,1,3,4,2089,"2071,2095,2097",2072,2095,,2075,2075,483699055.2,202378579.3,305891291.0,483699055.2,3.618,4619.7,71.64,10255.4,0.0,"[[2035, 151.73347597255443], [2049, 212.78806090318366], [2053, 168.05472675497504], [2071, 232.7489796444283], [2074, 212.46224579030437], [2076, 161.42613244644272], [2084, 198.8366792960221], [2089, 187.5419291063903], [2095, 222.87369349831073], [2096, 193.92660691376906], [2097, 211.2378205473419]]"
426,02_hard_infra,堤防偏重,0,0,0,,,2072,2070,,,,203468723.1,154208894.7,200750966.4,202005209.5,4.137,4619.7,68.64,10255.4,0.0,"[[2035, 151.73347597255443], [2049, 212.78806090318366], [2053, 168.05472675497504], [2071, 232.7489796444283], [2074, 212.46224579030437], [2076, 161.42613244644272], [2084, 198.8366792960221], [2089, 187.5419291063903], [2095, 222.87369349831073], [2096, 193.92660691376906], [2097, 211.2378205473419]]"
426,03_nature_based,自然共生偏重,1,0,4,2089,,2049,,,,,414216835.2,190336158.1,274604086.2,414216835.2,3.77,4573.5,73.61,10255.4,0.0,"[[2035, 151.73347597255443], [2049, 212.78806090318366], [2053, 168.05472675497504], [2071, 232.7489796444283], [2074, 212.46224579030437], [2076, 161.42613244644272], [2084, 198.8366792960221], [2089, 187.5419291063903], [2095, 222.87369349831073], [2096, 193.92660691376906], [2097, 211.2378205473419]]"
426,04_agri_rnd,農業R&D偏重,1,0,3,2089,,,,,,,386442965.4,202378579.3,267972804.5,386442965.4,3.775,5000.0,76.41,10255.4,0.0,"[[2035, 151.73347597255443], [2049, 212.78806090318366], [2053, 168.05472675497504], [2071, 232.7489796444283], [2074, 212.46224579030437], [2076, 161.42613244644272], [2084, 198.8366792960221], [2089, 187.5419291063903], [2095, 222.87369349831073], [2096, 193.92660691376906], [2097, 211.2378205473419]]"
426,05_relocation_capacity,移転・防災偏重,1,0,3,2089,,2072,2095,,,,331321259.4,133847491.9,273892278.7,331321259.4,0.358,4619.7,71.64,2615.9,0.391,"[[2035, 151.73347597255443], [2049, 212.78806090318366], [2053, 168.05472675497504], [2071, 232.7489796444283], [2074, 212.46224579030437], [2076, 161.42613244644272], [2084, 198.8366792960221], [2089, 187.5419291063903], [2095, 222.87369349831073], [2096, 193.92660691376906], [2097, 211.2378205473419]]"
426,06_balanced,バランス型,0,1,0,,2089,2088,,,,,305708480.4,138917024.4,247675548.2,305708480.4,3.994,4938.2,72.38,9742.6,0.391,"[[2035, 151.73347597255443], [2049, 212.78806090318366], [2053, 168.05472675497504], [2071, 232.7489796444283], [2074, 212.46224579030437], [2076, 161.42613244644272], [2084, 198.8366792960221], [2089, 187.5419291063903], [2095, 222.87369349831073], [2096, 193.92660691376906], [2097, 211.2378205473419]]"
426,07_late_response,後手対応,1,0,3,2089,,2072,2086,,,,400474437.7,198526047.1,267474592.3,400474437.7,3.79,4739.7,70.44,10255.4,0.08,"[[2035, 151.73347597255443], [2049, 212.78806090318366], [2053, 168.05472675497504], [2071, 232.7489796444283], [2074, 212.46224579030437], [2076, 161.42613244644272], [2084, 198.8366792960221], [2089, 187.5419291063903], [2095, 222.87369349831073], [2096, 193.92660691376906], [2097, 211.2378205473419]]"
426,08_ecosystem_sacrifice,生態系犠牲型,0,0,0,,,2072,2070,,,,203468723.1,154208894.7,200750966.4,202005209.5,4.137,4619.7,68.64,10255.4,0.0,"[[2035, 151.73347597255443], [2049, 212.78806090318366], [2053, 168.05472675497504], [2071, 232.7489796444283], [2074, 212.46224579030437], [2076, 161.42613244644272], [2084, 198.8366792960221], [2089, 187.5419291063903], [2095, 222.87369349831073], [2096, 193.92660691376906], [2097, 211.2378205473419]]"
426,09_flood_neglect,洪水軽視型,1,0,3,2089,,,,,,,386442965.4,202378579.3,267972804.5,386442965.4,3.775,5000.0,76.41,10255.4,0.0,"[[2035, 151.73347597255443], [2049, 212.78806090318366], [2053, 168.05472675497504], [2071, 232.7489796444283], [2074, 212.46224579030437], [2076, 161.42613244644272], [2084, 198.8366792960221], [2089, 187.5419291063903], [2095, 222.87369349831073], [2096, 193.92660691376906], [2097, 211.2378205473419]]"
427,01_no_policy,放置,1,3,3,2088,"2070,2094,2096",2071,2095,,2075,2075,482074369.6,201294546.6,304455356.4,482074369.6,3.194,4575.6,71.64,10205.6,0.0,"[[2034, 151.78217537402924], [2048, 212.73290194468274], [2052, 168.07468782270365], [2070, 232.663407719165], [2073, 212.40983902818903], [2075, 161.4560214287128], [2083, 198.80675266073564], [2088, 187.53004135504045], [2094, 222.80674818167273], [2095, 193.90489505443801], [2096, 211.18919596565823]]"
427,02_hard_infra,堤防偏重,0,0,0,,,2071,2070,,,,202229376.2,153388571.2,199770099.9,201348059.3,3.925,4575.6,68.64,10205.6,0.0,"[[2034, 151.78217537402924], [2048, 212.73290194468274], [2052, 168.07468782270365], [2070, 232.663407719165], [2073, 212.40983902818903], [2075, 161.4560214287128], [2083, 198.80675266073564], [2088, 187.53004135504045], [2094, 222.80674818167273], [2095, 193.90489505443801], [2096, 211.18919596565823]]"
427,03_nature_based,自然共生偏重,1,0,3,2088,,2053,,,,,412905673.9,189318052.8,274267857.7,412905673.9,3.398,4529.8,73.61,10205.6,0.0,"[[2034, 151.78217537402924], [2048, 212.73290194468274], [2052, 168.07468782270365], [2070, 232.663407719165], [2073, 212.40983902818903], [2075, 161.4560214287128], [2083, 198.80675266073564], [2088, 187.53004135504045], [2094, 222.80674818167273], [2095, 193.90489505443801], [2096, 211.18919596565823]]"
427,04_agri_rnd,農業R&D偏重,1,0,2,2088,,,,,,,386289213.0,201294546.6,268715557.1,386289213.0,3.407,5000.0,76.42,10205.6,0.0,"[[2034, 151.78217537402924], [2048, 212.73290194468274], [2052, 168.07468782270365], [2070, 232.663407719165], [2073, 212.40983902818903], [2075, 161.4560214287128], [2083, 198.80675266073564], [2088, 187.53004135504045], [2094, 222.80674818167273], [2095, 193.90489505443801], [2096, 211.18919596565823]]"
427,05_relocation_capacity,移転・防災偏重,1,0,3,2088,,2071,2095,,,,331686938.0,132968318.2,271821824.5,331686938.0,0.401,4575.6,71.64,3174.7,0.391,"[[2034, 151.78217537402924], [2048, 212.73290194468274], [2052, 168.07468782270365], [2070, 232.663407719165], [2073, 212.40983902818903], [2075, 161.4560214287128], [2083, 198.80675266073564], [2088, 187.53004135504045], [2094, 222.80674818167273], [2095, 193.90489505443801], [2096, 211.18919596565823]]"
427,06_balanced,バランス型,0,1,0,,2088,2087,,,,,305590625.3,138573088.0,246630378.5,305590625.3,3.729,4894.4,72.38,9692.8,0.391,"[[2034, 151.78217537402924], [2048, 212.73290194468274], [2052, 168.07468782270365], [2070, 232.663407719165], [2073, 212.40983902818903], [2075, 161.4560214287128], [2083, 198.80675266073564], [2088, 187.53004135504045], [2094, 222.80674818167273], [2095, 193.90489505443801], [2096, 211.18919596565823]]"
427,07_late_response,後手対応,1,0,3,2088,,2073,2086,,,,358401935.9,199307658.2,296102225.6,358401935.9,3.415,4839.8,71.04,10205.6,0.369,"[[2034, 151.78217537402924], [2048, 212.73290194468274], [2052, 168.07468782270365], [2070, 232.663407719165], [2073, 212.40983902818903], [2075, 161.4560214287128], [2083, 198.80675266073564], [2088, 187.53004135504045], [2094, 222.80674818167273], [2095, 193.90489505443801], [2096, 211.18919596565823]]"
427,08_ecosystem_sacrifice,生態系犠牲型,0,0,0,,,2071,2070,,,,202229376.2,153388571.2,199770099.9,201348059.3,3.925,4575.6,68.64,10205.6,0.0,"[[2034, 151.78217537402924], [2048, 212.73290194468274], [2052, 168.07468782270365], [2070, 232.663407719165], [2073, 212.40983902818903], [2075, 161.4560214287128], [2083, 198.80675266073564], [2088, 187.53004135504045], [2094, 222.80674818167273], [2095, 193.90489505443801], [2096, 211.18919596565823]]"
427,09_flood_neglect,洪水軽視型,1,0,2,2088,,,,,,,386289213.0,201294546.6,268715557.1,386289213.0,3.407,5000.0,76.42,10205.6,0.0,"[[2034, 151.78217537402924], [2048, 212.73290194468274], [2052, 168.07468782270365], [2070, 232.663407719165], [2073, 212.40983902818903], [2075, 161.4560214287128], [2083, 198.80675266073564], [2088, 187.53004135504045], [2094, 222.80674818167273], [2095, 193.90489505443801], [2096, 211.18919596565823]]"
428,01_no_policy,放置,1,3,3,2087,"2069,2093,2095",2070,2095,,2075,2075,480433783.8,200201609.8,303008997.0,480433783.8,3.203,4581.1,71.64,10277.4,0.0,"[[2047, 212.67774298618184], [2051, 168.09464889043227], [2069, 232.57783579390173], [2072, 212.35743226607366], [2074, 161.4859104109829], [2082, 198.77682602544917], [2087, 187.5181536036906], [2093, 222.73980286503473], [2094, 193.883183195107], [2095, 211.1405713839746]]"
428,02_hard_infra,堤防偏重,0,0,0,,,2070,2070,,,,224839296.3,152561399.7,224839296.3,200684120.1,3.879,4581.1,68.64,10277.4,0.0,"[[2047, 212.67774298618184], [2051, 168.09464889043227], [2069, 232.57783579390173], [2072, 212.35743226607366], [2074, 161.4859104109829], [2082, 198.77682602544917], [2087, 187.5181536036906], [2093, 222.73980286503473], [2094, 193.883183195107], [2095, 211.1405713839746]]"
428,03_nature_based,自然共生偏重,1,0,3,2087,,2052,,,,,410630777.8,188291557.3,273933592.2,410630777.8,3.402,4535.2,73.72,10277.4,0.0,"[[2047, 212.67774298618184], [2051, 168.09464889043227], [2069, 232.57783579390173], [2072, 212.35743226607366], [2074, 161.4859104109829], [2082, 198.77682602544917], [2087, 187.5181536036906], [2093, 222.73980286503473], [2094, 193.883183195107], [2095, 211.1405713839746]]"
428,04_agri_rnd,農業R&D偏重,1,0,1,2087,,,,,,,385109570.7,200201609.8,269472820.9,385109570.7,3.405,5000.0,76.53,10277.4,0.0,"[[2047, 212.67774298618184], [2051, 168.09464889043227], [2069, 232.57783579390173], [2072, 212.35743226607366], [2074, 161.4859104109829], [2082, 198.77682602544917], [2087, 187.5181536036906], [2093, 222.73980286503473], [2094, 193.883183195107], [2095, 211.1405713839746]]"
428,05_relocation_capacity,移転・防災偏重,0,1,3,,2087,2070,2095,,,,327401581.4,132765892.6,269773122.3,327401581.4,0.345,4581.1,71.64,3112.1,0.391,"[[2047, 212.67774298618184], [2051, 168.09464889043227], [2069, 232.57783579390173], [2072, 212.35743226607366], [2074, 161.4859104109829], [2082, 198.77682602544917], [2087, 187.5181536036906], [2093, 222.73980286503473], [2094, 193.883183195107], [2095, 211.1405713839746]]"
428,06_balanced,バランス型,0,1,0,,2087,2086,,,,,304698538.1,138328393.3,245626428.9,304698538.1,3.733,4899.9,72.48,9764.6,0.391,"[[2047, 212.67774298618184], [2051, 168.09464889043227], [2069, 232.57783579390173], [2072, 212.35743226607366], [2074, 161.4859104109829], [2082, 198.77682602544917], [2087, 187.5181536036906], [2093, 222.73980286503473], [2094, 193.883183195107], [2095, 211.1405713839746]]"
428,07_late_response,後手対応,1,0,3,2087,,2082,2086,,,,357706101.8,200201609.8,294751210.0,357706101.8,3.418,4845.2,71.04,10277.4,0.369,"[[2047, 212.67774298618184], [2051, 168.09464889043227], [2069, 232.57783579390173], [2072, 212.35743226607366], [2074, 161.4859104109829], [2082, 198.77682602544917], [2087, 187.5181536036906], [2093, 222.73980286503473], [2094, 193.883183195107], [2095, 211.1405713839746]]"
