seed,scenario,label,max_flood_damage_jpy,max_flood_2050_2055,max_flood_2065_2075,max_flood_2080_2100
74,03_nature_based,自然共生偏重,389072604.5,0.0,235131493.1,272962918.6
74,04_agri_rnd,農業R&D偏重,411681802.5,0.0,236773475.9,255097215.3
74,05_relocation_capacity,移転・防災偏重,281275964.4,0.0,204639431.6,278968750.2
74,06_balanced,バランス型,292142180.0,0.0,192334215.9,245795792.0
74,07_late_response,後手対応,411681802.5,0.0,245408127.7,267788014.8
74,08_ecosystem_sacrifice,生態系犠牲型,317476810.8,0.0,181260421.8,201052585.7
74,09_flood_neglect,洪水軽視型,411681802.5,0.0,236773475.9,255097215.3
75,01_no_policy,放置,409325345.7,0.0,252758194.1,309247141.7
75,02_hard_infra,堤防偏重,315664266.0,0.0,173564580.0,200185344.3
75,03_nature_based,自然共生偏重,387783297.4,0.0,223940677.4,271584823.5
75,04_agri_rnd,農業R&D偏重,409325345.7,0.0,219799966.0,254434959.1
75,05_relocation_capacity,移転・防災偏重,281772227.3,0.0,191983838.6,277048851.4
75,06_balanced,バランス型,291745534.4,0.0,179945312.0,244998267.3
75,07_late_response,後手対応,409325345.7,0.0,204198482.2,266794213.8
75,08_ecosystem_sacrifice,生態系犠牲型,315664266.0,0.0,173564580.0,200185344.3
75,09_flood_neglect,洪水軽視型,409325345.7,0.0,219799966.0,254434959.1
76,01_no_policy,放置,406950554.4,0.0,251653757.5,307473232.4
76,02_hard_infra,堤防偏重,313837527.4,0.0,172798514.0,195573366.9
76,03_nature_based,自然共生偏重,386465688.5,0.0,223728212.9,270195303.3
76,04_agri_rnd,農業R&D偏重,406950554.4,0.0,220458591.4,250382899.1
76,05_relocation_capacity,移転・防災偏重,281634279.7,0.0,190057540.9,272996983.2
76,06_balanced,バランス型,291331367.0,0.0,179293090.1,237074791.0
76,07_late_response,後手対応,406950554.4,0.0,203635289.3,261038869.6
76,08_ecosystem_sacrifice,生態系犠牲型,313837527.4,0.0,172798514.0,195573366.9
76,09_flood_neglect,洪水軽視型,406950554.4,0.0,220458591.4,250382899.1
77,01_no_policy,放置,404557398.9,266607725.5,250540179.6,306301977.2
77,02_hard_infra,堤防偏重,311996571.5,217916775.3,172026237.2,194796431.9
77,03_nature_based,自然共生偏重,385119625.2,254434987.9,223517213.1,268794311.7
77,04_agri_rnd,農業R&D偏重,404557398.9,266607725.5,221129444.7,249740760.0
77,05_relocation_capacity,移転・防災偏重,283464368.8,222581259.3,189087958.5,271205903.9
77,06_balanced,バランス型,291209685.9,212665906.9,178745059.9,236398131.6
77,07_late_response,後手対応,404557398.9,262477258.4,233890668.2,270117163.3
77,08_ecosystem_sacrifice,生態系犠牲型,311996571.5,217916775.3,172026237.2,194796431.9
77,09_flood_neglect,洪水軽視型,404557398.9,266607725.5,221129444.7,249740760.0
78,01_no_policy,放置,402145851.3,265107549.6,0.0,305121240.9
78,02_hard_infra,堤防偏重,310141375.9,216676208.2,0.0,194013694.3
78,03_nature_based,自然共生偏重,383744956.2,252999714.2,0.0,267381803.2
78,04_agri_rnd,農業R&D偏重,402145851.3,265107549.6,0.0,249106571.7
78,05_relocation_capacity,移転・防災偏重,284718837.8,220849247.5,0.0,269241395.3
78,06_balanced,バランス型,291084474.7,211512068.0,0.0,235688084.5
78,07_late_response,後手対応,402145851.3,261873907.0,0.0,268475592.4
78,08_ecosystem_sacrifice,生態系犠牲型,310141375.9,216676208.2,0.0,194013694.3
78,09_flood_neglect,洪水軽視型,402145851.3,265107549.6,0.0,249106571.7
79,01_no_policy,放置,399715885.2,263597009.5,0.0,303930986.4
79,02_hard_infra,堤防偏重,353993902.5,215427325.0,0.0,193225133.7
79,03_nature_based,自然共生偏重,382341531.8,251554588.4,0.0,265957733.0
79,04_agri_rnd,農業R&D偏重,399715885.2,263597009.5,0.0,247969750.2
79,05_relocation_capacity,移転・防災偏重,286013296.2,218932533.7,0.0,266807492.3
79,06_balanced,バランス型,340954850.0,210365415.0,0.0,234517210.0
79,07_late_response,後手対応,399715885.2,261346395.4,0.0,266787379.8
79,08_ecosystem_sacrifice,生態系犠牲型,353993902.5,215427325.0,0.0,193225133.7
79,09_flood_neglect,洪水軽視型,399715885.2,263597009.5,0.0,247969750.2
80,01_no_policy,放置,397267475.9,262076092.7,302678242.8,302731176.9
80,02_hard_infra,堤防偏重,351827829.8,214170117.3,195756581.1,192430729.8
80,03_nature_based,自然共生偏重,380909203.3,250099598.8,267773963.6,264522056.9
80,04_agri_rnd,農業R&D偏重,397267475.9,262076092.7,257610046.6,247481044.1
80,05_relocation_capacity,移転・防災偏重,287831396.8,217380313.5,266841350.9,265489588.9
80,06_balanced,バランス型,340430404.2,209255198.8,240312537.4,233918166.9
80,07_late_response,後手対応,397267475.9,260901094.5,261910962.9,265049919.4
80,08_ecosystem_sacrifice,生態系犠牲型,351827829.8,214170117.3,195756581.1,192430729.8
80,09_flood_neglect,洪水軽視型,397267475.9,262076092.7,257610046.6,247481044.1
81,01_no_policy,放置,394800600.5,260544787.3,301334338.7,301521776.4
81,02_hard_infra,堤防偏重,349645374.8,212904577.2,194852198.7,191630463.0
81,03_nature_based,自然共生偏重,379447823.8,248634734.8,267450489.9,263074731.4
81,04_agri_rnd,農業R&D偏重,394800600.5,260544787.3,258285669.3,246793512.3
81,05_relocation_capacity,移転・防災偏重,290497877.2,216128262.0,264860058.3,263515614.5
81,06_balanced,バランス型,340081091.0,208207366.0,239409948.0,233113391.3
81,07_late_response,後手対応,394800600.5,260544787.3,260764037.5,263260435.1
81,08_ecosystem_sacrifice,生態系犠牲型,349645374.8,212904577.2,194852198.7,191630463.0
81,09_flood_neglect,洪水軽視型,394800600.5,260544787.3,258285669.3,246793512.3
82,01_no_policy,放置,392315237.8,259003082.7,299980321.8,300302749.4
82,02_hard_infra,堤防偏重,347446518.4,211630697.9,193941569.2,190824313.9
82,03_nature_based,自然共生偏重,377957247.6,247159986.5,267128770.1,261615714.0
82,04_agri_rnd,農業R&D偏重,392315237.8,259003082.7,258975059.8,246582618.1
82,05_relocation_capacity,移転・防災偏重,293501490.7,215101321.4,264323301.1,262778394.8
82,06_balanced,バランス型,339855059.4,207197536.9,238518021.7,232820073.3
82,07_late_response,後手対応,392315237.8,259003082.7,259630743.5,261415969.8
82,08_ecosystem_sacrifice,生態系犠牲型,347446518.4,211630697.9,193941569.2,190824313.9
82,09_flood_neglect,洪水軽視型,392315237.8,259003082.7,258975059.8,246582618.1
83,01_no_policy,放置,389811368.2,230250273.5,298616162.9,299074061.1
83,02_hard_infra,堤防偏重,345231243.0,182610063.4,219422548.8,190012263.7
83,03_nature_based,自然共生偏重,376437330.6,218340221.0,266808837.3,260144962.5
83,04_agri_rnd,農業R&D偏重,389811368.2,230250273.5,259678317.0,246064995.4
83,05_relocation_capacity,移転・防災偏重,295386063.6,172070864.3,262507306.0,260965476.5
83,06_balanced,バランス型,339595420.5,171654294.1,237558947.1,232170839.2
83,07_late_response,後手対応,389811368.2,230250273.5,258512958.2,259513374.2
83,08_ecosystem_sacrifice,生態系犠牲型,345231243.0,182610063.4,219422548.8,190012263.7
83,09_flood_neglect,洪水軽視型,389811368.2,230250273.5,259678317.0,246064995.4
84,01_no_policy,放置,387288973.9,228929387.2,297241833.7,246742946.3
84,02_hard_infra,堤防偏重,342999532.5,181557002.4,218386590.2,137681148.9
84,03_nature_based,自然共生偏重,374887930.3,217086291.0,266490725.1,212451534.3
84,04_agri_rnd,農業R&D偏重,387288973.9,228929387.2,260395539.6,203009253.7
84,05_relocation_capacity,移転・防災偏重,297418071.6,170891250.1,261209097.9,176862641.5
84,06_balanced,バランス型,339449219.9,170992706.2,236594083.2,166609459.6
84,07_late_response,後手対応,387288973.9,228929387.2,270956752.6,212901324.9
84,08_ecosystem_sacrifice,生態系犠牲型,342999532.5,181557002.4,218386590.2,137681148.9
84,09_flood_neglect,洪水軽視型,387288973.9,228929387.2,260395539.6,203009253.7
85,01_no_policy,放置,384748039.1,0.0,295857306.5,0.0
85,02_hard_infra,堤防偏重,340751372.5,0.0,217343364.1,0.0
85,03_nature_based,自然共生偏重,373308905.8,0.0,266174467.3,0.0
85,04_agri_rnd,農業R&D偏重,384748039.1,0.0,261126826.2,0.0
85,05_relocation_capacity,移転・防災偏重,300600846.8,0.0,259273938.8,0.0
85,06_balanced,バランス型,339534222.8,0.0,235686461.9,0.0
85,07_late_response,後手対応,384748039.1,0.0,256332094.1,0.0
85,08_ecosystem_sacrifice,生態系犠牲型,340751372.5,0.0,217343364.1,0.0
85,09_flood_neglect,洪水軽視型,384748039.1,0.0,261126826.2,0.0
86,01_no_policy,放置,382188549.4,0.0,294462554.5,0.0
86,02_hard_infra,堤防偏重,338486750.1,0.0,216292853.8,0.0
86,03_nature_based,自然共生偏重,371700117.5,0.0,265860097.7,0.0
86,04_agri_rnd,農業R&D偏重,382188549.4,0.0,261872274.5,0.0
86,05_relocation_capacity,移転・防災偏重,303868919.0,0.0,257868330.0,0.0
86,06_balanced,バランス型,339737858.8,0.0,234777063.7,0.0
86,07_late_response,後手対応,382188549.4,0.0,285138247.7,0.0
86,08_ecosystem_sacrifice,生態系犠牲型,338486750.1,0.0,216292853.8,0.0
86,09_flood_neglect,洪水軽視型,382188549.4,0.0,261872274.5,0.0
87,01_no_policy,放置,379610492.5,0.0,293057551.5,0.0
87,02_hard_infra,堤防偏重,336205654.0,0.0,215235042.9,0.0
87,03_nature_based,自然共生偏重,370061428.0,0.0,265547650.5,0.0
87,04_agri_rnd,農業R&D偏重,379610492.5,0.0,262631982.1,0.0
87,05_relocation_capacity,移転・防災偏重,306971593.8,0.0,256296050.0,0.0
87,06_balanced,バランス型,340038694.9,0.0,233846776.5,0.0
87,07_late_response,後手対応,379610492.5,0.0,283878645.2,0.0
87,08_ecosystem_sacrifice,生態系犠牲型,336205654.0,0.0,215235042.9,0.0
87,09_flood_neglect,洪水軽視型,379610492.5,0.0,262631982.1,0.0
88,01_no_policy,放置,377013857.9,0.0,292784523.0,300507002.3
88,02_hard_infra,堤防偏重,333908074.5,0.0,214169915.8,154632988.1
88,03_nature_based,自然共生偏重,368392701.3,0.0,265237159.9,267415640.1
88,04_agri_rnd,農業R&D偏重,377013857.9,0.0,263406046.3,239577008.9
88,05_relocation_capacity,移転・防災偏重,310147144.1,0.0,254660614.6,258971591.2
88,06_balanced,バランス型,340470023.8,0.0,232909042.3,217752465.8
88,07_late_response,後手対応,377013857.9,0.0,282635620.0,236008310.8
88,08_ecosystem_sacrifice,生態系犠牲型,333908074.5,0.0,214169915.8,154632988.1
88,09_flood_neglect,洪水軽視型,377013857.9,0.0,263406046.3,239577008.9
89,01_no_policy,放置,374398637.0,0.0,291497169.9,307993372.4
89,02_hard_infra,堤防偏重,374398637.0,0.0,213097457.6,162119358.2
89,03_nature_based,自然共生偏重,366693803.0,0.0,264928660.3,274417512.2
89,04_agri_rnd,農業R&D偏重,374398637.0,0.0,264194563.6,245471641.7
89,05_relocation_capacity,移転・防災偏重,313370966.7,0.0,252919336.5,271334410.9
89,06_balanced,バランス型,341036116.0,0.0,231958855.9,227144839.7
89,07_late_response,後手対応,374398637.0,0.0,281411517.6,243947779.1
89,08_ecosystem_sacrifice,生態系犠牲型,374398637.0,0.0,213097457.6,162119358.2
89,09_flood_neglect,洪水軽視型,374398637.0,0.0,264194563.6,245471641.7
90,01_no_policy,放置,371764822.9,0.0,290199929.5,307004503.6
90,02_hard_infra,堤防偏重,371764822.9,0.0,212017653.8,161565613.7
90,03_nature_based,自然共生偏重,364964600.9,0.0,264622186.4,273234655.3
90,04_agri_rnd,農業R&D偏重,371764822.9,0.0,264997630.4,244916871.9
90,05_relocation_capacity,移転・防災偏重,316922333.3,0.0,251249926.9,270003813.1
90,06_balanced,バランス型,341775328.7,0.0,231019528.1,226932014.6
90,07_late_response,後手対応,371764822.9,0.0,280208863.1,242781414.1
90,08_ecosystem_sacrifice,生態系犠牲型,371764822.9,0.0,212017653.8,161565613.7
90,09_flood_neglect,洪水軽視型,371764822.9,0.0,264997630.4,244916871.9
91,01_no_policy,放置,369112410.8,0.0,288892772.1,306006964.2
91,02_hard_infra,堤防偏重,369112410.8,0.0,183301286.7,161007506.2
91,03_nature_based,自然共生偏重,363204964.3,0.0,257719383.8,272041279.1
91,04_agri_rnd,農業R&D偏重,369112410.8,0.0,251222800.9,242285574.2
91,05_relocation_capacity,移転・防災偏重,320838523.2,0.0,248011124.3,268328839.5
91,06_balanced,バランス型,342699347.0,0.0,225368793.0,224334112.2
91,07_late_response,後手対応,369112410.8,0.0,247073991.1,241586347.1
91,08_ecosystem_sacrifice,生態系犠牲型,369112410.8,0.0,183301286.7,161007506.2
91,09_flood_neglect,洪水軽視型,369112410.8,0.0,251222800.9,242285574.2
92,01_no_policy,放置,366441397.6,0.0,287575669.0,305000711.0
92,02_hard_infra,堤防偏重,366441397.6,0.0,208720425.5,160445015.7
92,03_nature_based,自然共生偏重,361414764.6,0.0,257423672.5,270837331.4
92,04_agri_rnd,農業R&D偏重,366441397.6,0.0,251927599.1,241859115.8
92,05_relocation_capacity,移転・防災偏重,324836285.7,0.0,246488371.0,266970996.3
92,06_balanced,バランス型,343784487.6,0.0,224501993.5,223916168.7
92,07_late_response,後手対応,366441397.6,0.0,246076226.0,240361206.5
92,08_ecosystem_sacrifice,生態系犠牲型,366441397.6,0.0,208720425.5,160445015.7
92,09_flood_neglect,洪水軽視型,366441397.6,0.0,251927599.1,241859115.8
93,01_no_policy,放置,363751782.5,0.0,286248591.9,303985701.1
93,02_hard_infra,堤防偏重,363751782.5,0.0,207734649.5,159878122.6
93,03_nature_based,自然共生偏重,359593874.9,0.0,257129732.8,269622760.4
93,04_agri_rnd,農業R&D偏重,363751782.5,0.0,252646071.8,241438929.5
93,05_relocation_capacity,移転・防災偏重,329525196.3,0.0,245571623.3,266205773.0
93,06_balanced,バランス型,345106664.8,0.0,223708322.1,223576036.6
93,07_late_response,後手対応,363751782.5,0.0,275466869.5,239104540.4
93,08_ecosystem_sacrifice,生態系犠牲型,363751782.5,0.0,207734649.5,159878122.6
93,09_flood_neglect,洪水軽視型,363751782.5,0.0,252646071.8,241438929.5
94,01_no_policy,放置,361043566.3,0.0,284911513.5,302961891.9
94,02_hard_infra,堤防偏重,361043566.3,0.0,206741812.8,159306807.7
94,03_nature_based,自然共生偏重,357742170.4,0.0,256837597.8,263609977.8
94,04_agri_rnd,農業R&D偏重,361043566.3,0.0,253378315.6,239499005.0
94,05_relocation_capacity,移転・防災偏重,333842069.8,0.0,243235967.7,264093727.0
94,06_balanced,バランス型,346556058.7,0.0,222818469.0,221381165.8
94,07_late_response,後手対応,361043566.3,0.0,274284443.9,237814811.9
94,08_ecosystem_sacrifice,生態系犠牲型,361043566.3,0.0,206741812.8,159306807.7
94,09_flood_neglect,洪水軽視型,361043566.3,0.0,253378315.6,239499005.0
95,01_no_policy,放置,358316751.9,0.0,283564407.3,301929241.5
95,02_hard_infra,堤防偏重,358316751.9,0.0,205741898.6,158731051.7
95,03_nature_based,自然共生偏重,355859528.4,0.0,256547300.8,262644535.4
95,04_agri_rnd,農業R&D偏重,358316751.9,0.0,254124426.9,239196922.6
95,05_relocation_capacity,移転・防災偏重,338343024.4,0.0,241188224.8,262155615.1
95,06_balanced,バランス型,348203235.2,0.0,221888562.9,220991549.4
95,07_late_response,後手対応,358316751.9,0.0,273119718.6,236490394.3
95,08_ecosystem_sacrifice,生態系犠牲型,358316751.9,0.0,205741898.6,158731051.7
95,09_flood_neglect,洪水軽視型,358316751.9,0.0,254124426.9,239196922.6
96,01_no_policy,放置,355571344.3,0.0,282207247.2,300887708.2
96,02_hard_infra,堤防偏重,355571344.3,0.0,204734890.6,158150835.9
96,03_nature_based,自然共生偏重,353945828.0,0.0,256258874.9,261674602.8
96,04_agri_rnd,農業R&D偏重,355571344.3,0.0,254884501.4,238901411.5
96,05_relocation_capacity,移転・防災偏重,343375898.6,0.0,239436892.5,260498486.0
96,06_balanced,バランス型,350095869.1,0.0,220994869.4,220639778.4
96,07_late_response,後手対応,355571344.3,0.0,271975030.2,235129565.7
96,08_ecosystem_sacrifice,生態系犠牲型,355571344.3,0.0,204734890.6,158150835.9
96,09_flood_neglect,洪水軽視型,355571344.3,0.0,254884501.4,238901411.5
97,01_no_policy,放置,352807350.5,0.0,280840008.3,299837250.8
97,02_hard_infra,堤防偏重,352807350.5,0.0,203720773.2,157566141.7
97,03_nature_based,自然共生偏重,352000950.5,0.0,255972353.7,260700276.0
97,04_agri_rnd,農業R&D偏重,352807350.5,0.0,255658634.8,238612640.2
97,05_relocation_capacity,移転・防災偏重,348799693.7,0.0,237748536.5,258891470.0
97,06_balanced,バランス型,352227595.2,0.0,220110411.9,220295986.7
97,07_late_response,後手対応,352807350.5,0.0,270852887.8,233730504.1
97,08_ecosystem_sacrifice,生態系犠牲型,352807350.5,0.0,203720773.2,157566141.7
97,09_flood_neglect,洪水軽視型,352807350.5,0.0,255658634.8,238612640.2
98,01_no_policy,放置,298777828.5,0.0,279462666.2,298777828.5
98,02_hard_infra,堤防偏重,232916718.1,0.0,202699531.4,156976950.6
98,03_nature_based,自然共生偏重,262247526.4,0.0,255687770.9,257706325.8
98,04_agri_rnd,農業R&D偏重,271957328.7,0.0,256446921.9,236215037.1
98,05_relocation_capacity,移転・防災偏重,255920689.5,0.0,234882975.0,255920689.5
98,06_balanced,バランス型,223572586.7,0.0,219206925.0,217490266.4
98,07_late_response,後手対応,271732319.7,0.0,269755984.1,232291281.0
98,08_ecosystem_sacrifice,生態系犠牲型,232916718.1,0.0,202699531.4,156976950.6
98,09_flood_neglect,洪水軽視型,271957328.7,0.0,256446921.9,236215037.1
99,01_no_policy,放置,297709401.0,0.0,231529522.9,297709401.0
99,02_hard_infra,堤防偏重,231197588.2,0.0,154766388.1,156383244.5
99,03_nature_based,自然共生偏重,261960867.8,0.0,209728445.8,256906531.0
99,04_agri_rnd,農業R&D偏重,272895586.7,0.0,212461414.9,236136762.4
99,05_relocation_capacity,移転・防災偏重,254541569.7,0.0,158982000.7,254541569.7
99,06_balanced,バランス型,222699251.0,0.0,160073887.0,217373552.7
99,07_late_response,後手対応,270872545.8,0.0,215047421.8,230866119.5
99,08_ecosystem_sacrifice,生態系犠牲型,231197588.2,0.0,154766388.1,156383244.5
99,09_flood_neglect,洪水軽視型,272895586.7,0.0,212461414.9,236136762.4
