seed,scenario,label,max_flood_damage_jpy,max_flood_2050_2055,max_flood_2065_2075,max_flood_2080_2100
36,06_balanced,バランス型,401392100.0,228860941.2,218015998.9,401392100.0
36,07_late_response,後手対応,476808801.8,277354548.5,269602263.7,476808801.8
36,08_ecosystem_sacrifice,生態系犠牲型,306397310.0,229714338.4,176717677.4,306397310.0
36,09_flood_neglect,洪水軽視型,446532105.9,277354548.5,251361162.5,446532105.9
37,01_no_policy,放置,576586475.7,275690316.6,279142739.4,576586475.7
37,02_hard_infra,堤防偏重,327886603.9,228317931.8,201670382.8,327886603.9
37,03_nature_based,自然共生偏重,495649592.4,263847220.4,253342716.9,495649592.4
37,04_agri_rnd,農業R&D偏重,450826004.9,275690316.6,252116693.2,450826004.9
37,05_relocation_capacity,移転・防災偏重,480235034.0,237864975.6,233800932.7,480235034.0
37,06_balanced,バランス型,402875379.8,227523526.6,217129470.3,402875379.8
37,07_late_response,後手対応,469564801.1,275690316.6,268490910.7,469564801.1
37,08_ecosystem_sacrifice,生態系犠牲型,302976796.3,228317931.8,201670382.8,302976796.3
37,09_flood_neglect,洪水軽視型,450826004.9,275690316.6,252116693.2,450826004.9
38,01_no_policy,放置,574660145.2,0.0,277794449.7,574660145.2
38,02_hard_infra,堤防偏重,327847874.6,0.0,200675214.6,327847874.6
38,03_nature_based,自然共生偏重,494170300.4,0.0,253063334.3,494170300.4
38,04_agri_rnd,農業R&D偏重,450625372.9,0.0,252886154.6,450625372.9
38,05_relocation_capacity,移転・防災偏重,478107719.9,0.0,232638618.7,478107719.9
38,06_balanced,バランス型,402662142.8,0.0,216325582.7,402662142.8
38,07_late_response,後手対応,467974636.6,0.0,267403302.8,467974636.6
38,08_ecosystem_sacrifice,生態系犠牲型,304813512.8,0.0,200675214.6,304813512.8
38,09_flood_neglect,洪水軽視型,450625372.9,0.0,252886154.6,450625372.9
39,01_no_policy,放置,572716658.1,0.0,276436128.6,572716658.1
39,02_hard_infra,堤防偏重,287242913.5,0.0,199672993.8,287242913.5
39,03_nature_based,自然共生偏重,492682837.2,0.0,252785861.8,492682837.2
39,04_agri_rnd,農業R&D偏重,450436127.4,0.0,253669641.2,450436127.4
39,05_relocation_capacity,移転・防災偏重,474969771.6,0.0,231026972.1,474969771.6
39,06_balanced,バランス型,401066162.3,0.0,215472562.6,401066162.3
39,07_late_response,後手対応,464816844.3,0.0,266342183.6,464816844.3
39,08_ecosystem_sacrifice,生態系犠牲型,287242913.5,0.0,199672993.8,287242913.5
39,09_flood_neglect,洪水軽視型,450436127.4,0.0,253669641.2,450436127.4
40,01_no_policy,放置,570755932.1,0.0,219751083.1,570755932.1
40,02_hard_infra,堤防偏重,286213713.8,0.0,142134150.3,286213713.8
40,03_nature_based,自然共生偏重,491187257.0,0.0,197146797.1,491187257.0
40,04_agri_rnd,農業R&D偏重,450258466.4,0.0,199594144.4,450258466.4
40,05_relocation_capacity,移転・防災偏重,471897225.9,0.0,140942377.7,471897225.9
40,06_balanced,バランス型,400862420.6,0.0,145345138.7,400862420.6
40,07_late_response,後手対応,463329051.3,0.0,200194462.3,463329051.3
40,08_ecosystem_sacrifice,生態系犠牲型,286213713.8,0.0,142134150.3,286213713.8
40,09_flood_neglect,洪水軽視型,450258466.4,0.0,199594144.4,450258466.4
41,01_no_policy,放置,568777886.1,228008155.3,218813137.8,568777886.1
41,02_hard_infra,堤防偏重,285176130.2,179317205.2,141497547.2,285176130.2
41,03_nature_based,自然共生偏重,489683615.9,215835417.8,197005996.7,489683615.9
41,04_agri_rnd,農業R&D偏重,450092590.0,228008155.3,200285357.7,450092590.0
41,05_relocation_capacity,移転・防災偏重,468276694.7,162859003.3,139984347.4,468276694.7
41,06_balanced,バランス型,400608090.8,165455130.5,145018430.4,400608090.8
41,07_late_response,後手対応,462062424.2,221858430.5,199935639.4,462062424.2
41,08_ecosystem_sacrifice,生態系犠牲型,285176130.2,179317205.2,141497547.2,285176130.2
41,09_flood_neglect,洪水軽視型,450092590.0,228008155.3,200285357.7,450092590.0
42,01_no_policy,放置,566782439.6,247868922.1,217866707.7,566782439.6
42,02_hard_infra,堤防偏重,284130126.6,199177971.9,140044199.0,284130126.6
42,03_nature_based,自然共生偏重,488171972.6,235696184.5,194260006.3,488171972.6
42,04_agri_rnd,農業R&D偏重,449938699.6,247868922.1,195247537.5,449938699.6
42,05_relocation_capacity,移転・防災偏重,465821580.1,192999277.6,136211137.1,465821580.1
42,06_balanced,バランス型,400812051.4,189364338.5,142156515.4,400812051.4
42,07_late_response,後手対応,460565590.4,242767125.9,196994675.8,460565590.4
42,08_ecosystem_sacrifice,生態系犠牲型,284130126.6,199177971.9,140044199.0,284130126.6
42,09_flood_neglect,洪水軽視型,449938699.6,247868922.1,195247537.5,449938699.6
43,01_no_policy,放置,564769513.3,246499699.7,216911763.1,564769513.3
43,02_hard_infra,堤防偏重,283075667.6,198068358.3,139439406.5,283075667.6
43,03_nature_based,自然共生偏重,486652388.4,234391864.4,194124280.4,486652388.4
43,04_agri_rnd,農業R&D偏重,449796998.6,246499699.7,195910796.5,449796998.6
43,05_relocation_capacity,移転・防災偏重,461739759.0,191352988.2,134983726.1,461739759.0
43,06_balanced,バランス型,400497045.8,188408905.8,141816144.3,400497045.8
43,07_late_response,後手対応,459074386.6,242520966.7,196692057.4,459074386.6
43,08_ecosystem_sacrifice,生態系犠牲型,283075667.6,198068358.3,139439406.5,283075667.6
43,09_flood_neglect,洪水軽視型,449796998.6,246499699.7,195910796.5,449796998.6
44,01_no_policy,放置,562739028.5,245120566.1,254497848.5,562739028.5
44,02_hard_infra,堤防偏重,326605539.2,196950881.5,147576186.7,326605539.2
44,03_nature_based,自然共生偏重,485124926.9,233078144.9,223180552.3,485124926.9
44,04_agri_rnd,農業R&D偏重,449667692.2,245120566.1,216603618.4,449667692.2
44,05_relocation_capacity,移転・防災偏重,458976335.3,190425656.2,185150276.4,458976335.3
44,06_balanced,バランス型,401275060.6,187556621.8,179464870.3,401275060.6
44,07_late_response,後手対応,458798487.5,242362064.1,204247433.9,458798487.5
44,08_ecosystem_sacrifice,生態系犠牲型,310439611.0,196950881.5,147576186.7,310439611.0
44,09_flood_neglect,洪水軽視型,449667692.2,245120566.1,216603618.4,449667692.2
45,01_no_policy,放置,560690907.3,243731506.0,253429336.4,560690907.3
45,02_hard_infra,堤防偏重,280941243.6,195825530.6,146947196.4,280941243.6
45,03_nature_based,自然共生偏重,483589654.3,231755012.2,222967345.6,483589654.3
45,04_agri_rnd,農業R&D偏重,449550987.1,243731506.0,217224382.9,449550987.1
45,05_relocation_capacity,移転・防災偏重,456913929.1,189879764.8,184810613.4,456913929.1
45,06_balanced,バランス型,400263912.8,186769669.3,178965686.4,400263912.8
45,07_late_response,後手対応,456007759.8,242296942.4,203616326.5,456007759.8
45,08_ecosystem_sacrifice,生態系犠牲型,280941243.6,195825530.6,146947196.4,280941243.6
45,09_flood_neglect,洪水軽視型,449550987.1,243731506.0,217224382.9,449550987.1
46,01_no_policy,放置,558625073.2,242332505.4,252351809.4,558625073.2
46,02_hard_infra,堤防偏重,279861210.0,194692295.3,146313056.8,279861210.0
46,03_nature_based,自然共生偏重,482046639.4,230422452.9,222755503.9,482046639.4
46,04_agri_rnd,農業R&D偏重,449447091.9,242332505.4,217857039.8,449447091.9
46,05_relocation_capacity,移転・防災偏重,453886373.6,188893479.8,183831008.9,453886373.6
46,06_balanced,バランス型,400097785.9,185944740.5,178407432.9,400097785.9
46,07_late_response,後手対応,454543709.2,242332505.4,203012039.7,454543709.2
46,08_ecosystem_sacrifice,生態系犠牲型,279861210.0,194692295.3,146313056.8,279861210.0
46,09_flood_neglect,洪水軽視型,449447091.9,242332505.4,217857039.8,449447091.9
47,01_no_policy,放置,556541450.2,240923551.1,251265236.2,556541450.2
47,02_hard_infra,堤防偏重,334326357.0,193551166.3,145673750.7,334326357.0
47,03_nature_based,自然共生偏重,481675420.4,229080454.9,222545056.0,481675420.4
47,04_agri_rnd,農業R&D偏重,450661822.9,240923551.1,218501681.2,450661822.9
47,05_relocation_capacity,移転・防災偏重,450810162.4,188130561.5,184217693.3,450810162.4
47,06_balanced,バランス型,401081822.6,185168571.7,177876982.2,401081822.6
47,07_late_response,後手対応,476453658.3,240923551.1,202436752.6,476453658.3
47,08_ecosystem_sacrifice,生態系犠牲型,334326357.0,193551166.3,145673750.7,334326357.0
47,09_flood_neglect,洪水軽視型,450661822.9,240923551.1,218501681.2,450661822.9
48,01_no_policy,放置,554439963.6,0.0,466646785.4,554439963.6
48,02_hard_infra,堤防偏重,324784611.5,0.0,252803461.9,324784611.5
48,03_nature_based,自然共生偏重,479883143.9,0.0,407165027.9,479883143.9
48,04_agri_rnd,農業R&D偏重,450323020.7,0.0,397163995.0,450323020.7
48,05_relocation_capacity,移転・防災偏重,449429827.9,0.0,307582906.5,449429827.9
48,06_balanced,バランス型,401103446.4,0.0,308777066.1,401103446.4
48,07_late_response,後手対応,452114951.2,0.0,358602208.4,452114951.2
48,08_ecosystem_sacrifice,生態系犠牲型,313272102.8,0.0,252803461.9,313272102.8
48,09_flood_neglect,洪水軽視型,450323020.7,0.0,397163995.0,450323020.7
49,01_no_policy,放置,552320539.4,262296389.6,464751821.4,552320539.4
49,02_hard_infra,堤防偏重,324406472.1,213605439.4,251787541.4,324406472.1
49,03_nature_based,自然共生偏重,478082334.6,250123652.0,406835535.3,478082334.6
49,04_agri_rnd,農業R&D偏重,449997614.0,262296389.6,398357305.6,449997614.0
49,05_relocation_capacity,移転・防災偏重,445481546.8,216329134.7,305015118.2,445481546.8
49,06_balanced,バランス型,400597490.5,207393442.0,307911663.9,400597490.5
49,07_late_response,後手対応,450739530.8,257948523.7,357853604.1,450739530.8
49,08_ecosystem_sacrifice,生態系犠牲型,313924182.1,213605439.4,251787541.4,313924182.1
49,09_flood_neglect,洪水軽視型,449997614.0,262296389.6,398357305.6,449997614.0
50,01_no_policy,放置,550183104.9,260826342.8,462839792.5,550183104.9
50,02_hard_infra,堤防偏重,324143925.9,212395001.4,250762287.2,324143925.9
50,03_nature_based,自然共生偏重,476273132.9,248718507.5,406508431.1,476273132.9
50,04_agri_rnd,農業R&D偏重,449685886.4,260826342.8,399572752.6,449685886.4
50,05_relocation_capacity,移転・防災偏重,440956045.5,214375717.6,301695504.2,440956045.5
50,06_balanced,バランス型,400046491.4,206244266.0,306982588.0,400046491.4
50,07_late_response,後手対応,449256924.2,257425512.4,357165345.8,449256924.2
50,08_ecosystem_sacrifice,生態系犠牲型,314825822.8,212395001.4,250762287.2,314825822.8
50,09_flood_neglect,洪水軽視型,449685886.4,260826342.8,399572752.6,449685886.4
51,01_no_policy,放置,548027588.3,259346036.2,460910634.3,548027588.3
51,02_hard_infra,堤防偏重,323718249.2,211176351.6,249727663.4,323718249.2
51,03_nature_based,自然共生偏重,474455684.0,247303615.0,406183768.9,474455684.0
51,04_agri_rnd,農業R&D偏重,449388124.6,259346036.2,400810514.1,449388124.6
51,05_relocation_capacity,移転・防災偏重,438697451.4,213364438.1,301754521.6,438697451.4
51,06_balanced,バランス型,399748979.7,205230258.3,306358266.4,399748979.7
51,07_late_response,後手対応,447793606.3,256981164.8,356541680.7,447793606.3
51,08_ecosystem_sacrifice,生態系犠牲型,315880057.8,211176351.6,249727663.4,315880057.8
51,09_flood_neglect,洪水軽視型,449388124.6,259346036.2,400810514.1,449388124.6
52,01_no_policy,放置,545853918.8,257855456.3,458964283.8,545853918.8
52,02_hard_infra,堤防偏重,323278658.9,209949480.9,248683634.4,323278658.9
52,03_nature_based,自然共生偏重,472630137.0,245878962.5,405861602.7,472630137.0
52,04_agri_rnd,農業R&D偏重,449104618.2,257855456.3,402070767.9,449104618.2
52,05_relocation_capacity,移転・防災偏重,436347154.6,212338263.4,301685561.8,436347154.6
52,06_balanced,バランス型,399454516.4,204229352.6,305731513.4,399454516.4
52,07_late_response,後手対応,446351566.8,256621912.1,355987075.7,446351566.8
52,08_ecosystem_sacrifice,生態系犠牲型,316858024.0,209949480.9,248683634.4,316858024.0
52,09_flood_neglect,洪水軽視型,449104618.2,257855456.3,402070767.9,449104618.2
53,01_no_policy,放置,543662027.0,256354591.0,457000678.6,282141742.5
53,02_hard_infra,堤防偏重,322825028.9,208714380.9,247630165.6,165620289.5
53,03_nature_based,自然共生偏重,472131070.9,244444538.5,405541987.0,244257964.1
53,04_agri_rnd,農業R&D偏重,450254331.5,256354591.0,403353691.5,227716924.8
53,05_relocation_capacity,移転・防災偏重,433585613.8,211176921.3,301052125.6,234535837.6
53,06_balanced,バランス型,398149516.7,203226684.1,305063324.5,204168836.7
53,07_late_response,後手対応,444932920.8,256354591.0,355506227.8,231261487.8
53,08_ecosystem_sacrifice,生態系犠牲型,317728053.7,208714380.9,247630165.6,158354980.5
53,09_flood_neglect,洪水軽視型,450254331.5,256354591.0,403353691.5,227716924.8
54,01_no_policy,放置,541451844.2,254843428.9,455019757.9,281085368.0
54,02_hard_infra,堤防偏重,325017488.0,207471044.1,298680356.4,169977821.4
54,03_nature_based,自然共生偏重,471634647.8,243000332.7,405224976.5,243992549.2
54,04_agri_rnd,農業R&D偏重,451427884.8,254843428.9,404659462.1,228245036.4
54,05_relocation_capacity,移転・防災偏重,432163796.7,209992517.6,302704500.2,233016610.8
54,06_balanced,バランス型,396706122.1,202238614.4,304390444.7,204348295.3
54,07_late_response,後手対応,443286739.5,254843428.9,414909346.3,230007955.3
54,08_ecosystem_sacrifice,生態系犠牲型,325017488.0,207471044.1,298680356.4,169977821.4
54,09_flood_neglect,洪水軽視型,451427884.8,254843428.9,404659462.1,228245036.4
55,01_no_policy,放置,539223303.2,204778192.7,453021461.7,333088259.0
55,02_hard_infra,堤防偏重,323644971.0,156087242.6,297376444.3,187214244.8
55,03_nature_based,自然共生偏重,471140925.9,192605455.2,404910626.5,292377344.9
55,04_agri_rnd,農業R&D偏重,452625468.0,204778192.7,405988256.5,261920916.5
55,05_relocation_capacity,移転・防災偏重,429987103.1,136903632.4,302457821.4,308671187.3
55,06_balanced,バランス型,395483031.1,141749839.0,303793585.9,254772133.7
55,07_late_response,後手対応,442006847.9,203439988.4,413983446.7,286737953.2
55,08_ecosystem_sacrifice,生態系犠牲型,323644971.0,156087242.6,297376444.3,187214244.8
55,09_flood_neglect,洪水軽視型,452625468.0,204778192.7,405988256.5,261920916.5
56,01_no_policy,放置,536976337.6,203710104.1,451005731.2,331985770.2
56,02_hard_infra,堤防偏重,322261673.2,155278762.7,296061018.0,186546880.4
56,03_nature_based,自然共生偏重,470649963.6,191602268.7,404598992.3,296573687.7
56,04_agri_rnd,農業R&D偏重,453847270.6,203710104.1,407340251.2,263654978.0
56,05_relocation_capacity,移転・防災偏重,428030990.9,136492166.4,302153773.1,307101919.8
56,06_balanced,バランス型,394142861.0,141475927.8,303067451.7,255974257.5
56,07_late_response,後手対応,441106355.7,202314523.7,413136481.7,269285688.7
56,08_ecosystem_sacrifice,生態系犠牲型,322261673.2,155278762.7,296061018.0,186546880.4
56,09_flood_neglect,洪水軽視型,453847270.6,203710104.1,407340251.2,263654978.0
57,01_no_policy,放置,534710882.6,202633145.3,534710882.6,330874104.1
57,02_hard_infra,堤防偏重,320867559.1,154463460.7,320867559.1,204052653.1
57,03_nature_based,自然共生偏重,470161819.9,190590724.1,470161819.9,295247885.2
57,04_agri_rnd,農業R&D偏重,455093481.7,202633145.3,455093481.7,263102485.1
57,05_relocation_capacity,移転・防災偏重,425331391.6,133253217.2,425331391.6,307285796.6
57,06_balanced,バランス型,392856026.7,139039207.9,392856026.7,256166582.5
57,07_late_response,後手対応,439539426.2,198785819.6,439539426.2,286088853.6
57,08_ecosystem_sacrifice,生態系犠牲型,320867559.1,154463460.7,320867559.1,193319653.4
57,09_flood_neglect,洪水軽視型,455093481.7,202633145.3,455093481.7,263102485.1
58,01_no_policy,放置,532426874.3,201547295.9,532426874.3,369806644.1
58,02_hard_infra,堤防偏重,319462594.3,153641320.5,319462594.3,241252242.7
58,03_nature_based,自然共生偏重,469676554.0,189570802.1,469676554.0,332230392.3
58,04_agri_rnd,農業R&D偏重,456364290.1,201547295.9,456364290.1,293111685.0
58,05_relocation_capacity,移転・防災偏重,423323149.7,133215358.3,423323149.7,357111066.8
58,06_balanced,バランス型,391588732.2,138800247.8,391588732.2,300374019.6
58,07_late_response,後手対応,438013921.8,199563005.8,438013921.8,330327851.5
58,08_ecosystem_sacrifice,生態系犠牲型,319462594.3,153641320.5,319462594.3,236421382.4
58,09_flood_neglect,洪水軽視型,456364290.1,201547295.9,456364290.1,293111685.0
59,01_no_policy,放置,530124250.1,200452536.2,530124250.1,368537908.6
59,02_hard_infra,堤防偏重,318046744.8,152812326.1,318046744.8,241527423.8
59,03_nature_based,自然共生偏重,469194225.7,188542483.7,469194225.7,330722938.7
59,04_agri_rnd,農業R&D偏重,457659884.2,200452536.2,457659884.2,292464809.6
59,05_relocation_capacity,移転・防災偏重,420774248.8,132892688.5,420774248.8,355581867.1
59,06_balanced,バランス型,390265965.4,138549862.6,390265965.4,300632315.2
59,07_late_response,後手対応,436533717.4,200452536.2,436533717.4,332256079.9
59,08_ecosystem_sacrifice,生態系犠牲型,318046744.8,152812326.1,318046744.8,236988776.7
59,09_flood_neglect,洪水軽視型,457659884.2,200452536.2,457659884.2,292464809.6
60,01_no_policy,放置,527802948.7,199348847.3,527802948.7,367259254.4
60,02_hard_infra,堤防偏重,369415720.4,151976462.4,369415720.4,240611565.2
60,03_nature_based,自然共生偏重,468714894.9,187505751.1,468714894.9,329203372.3
60,04_agri_rnd,農業R&D偏重,458980451.8,199348847.3,458980451.8,294095563.1
60,05_relocation_capacity,移転・防災偏重,420556354.2,133211547.5,420556354.2,354341338.0
60,06_balanced,バランス型,389058046.7,138395299.7,389058046.7,301197118.7
60,07_late_response,後手対応,435102922.4,199348847.3,435102922.4,328045109.8
60,08_ecosystem_sacrifice,生態系犠牲型,369415720.4,151976462.4,369415720.4,236125005.6
60,09_flood_neglect,洪水軽視型,458980451.8,199348847.3,458980451.8,294095563.1
61,01_no_policy,放置,525462910.0,0.0,525462910.0,365970636.6
61,02_hard_infra,堤防偏重,367752423.0,0.0,367752423.0,240152855.1
61,03_nature_based,自然共生偏重,468238622.1,0.0,468238622.1,327671638.9
61,04_agri_rnd,農業R&D偏重,460326180.5,0.0,460326180.5,293337146.8
61,05_relocation_capacity,移転・防災偏重,418781730.6,0.0,418781730.6,352889862.5
61,06_balanced,バランス型,387826395.0,0.0,387826395.0,300382536.3
61,07_late_response,後手対応,433725892.9,0.0,433725892.9,326863660.6
61,08_ecosystem_sacrifice,生態系犠牲型,367752423.0,0.0,367752423.0,235858351.3
61,09_flood_neglect,洪水軽視型,460326180.5,0.0,460326180.5,293337146.8
62,01_no_policy,放置,523104075.2,0.0,523104075.2,364672011.1
62,02_hard_infra,堤防偏重,366076190.5,0.0,366076190.5,239786064.2
62,03_nature_based,自然共生偏重,467765468.1,0.0,467765468.1,326127685.3
62,04_agri_rnd,農業R&D偏重,461697257.1,0.0,461697257.1,290224844.4
62,05_relocation_capacity,移転・防災偏重,413483950.8,0.0,413483950.8,350922455.2
62,06_balanced,バランス型,386436906.8,0.0,386436906.8,297261106.2
62,07_late_response,後手対応,432407245.0,0.0,432407245.0,325675295.2
62,08_ecosystem_sacrifice,生態系犠牲型,366076190.5,0.0,366076190.5,235407106.7
62,09_flood_neglect,洪水軽視型,461697257.1,0.0,461697257.1,290224844.4
63,01_no_policy,放置,520726387.0,0.0,520726387.0,363363334.4
63,02_hard_infra,堤防偏重,364386985.6,0.0,364386985.6,239407775.0
63,03_nature_based,自然共生偏重,467295494.1,0.0,467295494.1,324571458.6
63,04_agri_rnd,農業R&D偏重,463093868.0,0.0,463093868.0,289635027.3
63,05_relocation_capacity,移転・防災偏重,410211442.4,0.0,410211442.4,349225638.0
63,06_balanced,バランス型,385046115.0,0.0,385046115.0,296528998.5
63,07_late_response,後手対応,491362570.8,0.0,491362570.8,324739132.1
63,08_ecosystem_sacrifice,生態系犠牲型,364386985.6,0.0,364386985.6,234964960.7
63,09_flood_neglect,洪水軽視型,463093868.0,0.0,463093868.0,289635027.3
64,01_no_policy,放置,518329789.3,231382241.9,518329789.3,362044563.3
64,02_hard_infra,堤防偏重,362684771.9,182691291.8,362684771.9,239507323.4
64,03_nature_based,自然共生偏重,466828761.6,219209504.4,466828761.6,323002906.8
64,04_agri_rnd,農業R&D偏重,464516199.1,231382241.9,464516199.1,289052496.9
64,05_relocation_capacity,移転・防災偏重,408129558.9,169306031.4,408129558.9,347669157.4
64,06_balanced,バランス型,383786172.2,169518384.0,383786172.2,296659455.3
64,07_late_response,後手対応,489630234.2,225407015.2,489630234.2,325705496.8
64,08_ecosystem_sacrifice,生態系犠牲型,362684771.9,182691291.8,362684771.9,235501150.5
64,09_flood_neglect,洪水軽視型,464516199.1,231382241.9,464516199.1,289052496.9
65,01_no_policy,放置,515914227.3,230128234.5,515914227.3,360715655.3
65,02_hard_infra,堤防偏重,360969514.0,181696893.1,360969514.0,238972414.7
65,03_nature_based,自然共生偏重,466365332.5,218020399.1,466365332.5,321421978.5
65,04_agri_rnd,農業R&D偏重,465964435.4,230128234.5,465964435.4,288477477.4
65,05_relocation_capacity,移転・防災偏重,404155115.1,167574125.6,404155115.1,345831956.5
65,06_balanced,バランス型,382330042.0,168757207.2,382330042.0,295862738.7
65,07_late_response,後手対応,487955061.9,225483822.0,487955061.9,324369237.9
65,08_ecosystem_sacrifice,生態系犠牲型,360969514.0,181696893.1,360969514.0,234777353.4
65,09_flood_neglect,洪水軽視型,465964435.4,230128234.5,465964435.4,288477477.4
66,01_no_policy,放置,513479647.7,228864714.1,513479647.7,359376568.5
66,02_hard_infra,堤防偏重,359241177.5,180695029.6,359241177.5,238589198.5
66,03_nature_based,自然共生偏重,465905269.0,216822293.0,465905269.0,319828623.0
66,04_agri_rnd,農業R&D偏重,467438761.7,228864714.1,467438761.7,287910196.1
66,05_relocation_capacity,移転・防災偏重,402009774.1,166873604.7,402009774.1,344228730.1
66,06_balanced,バランス型,381077163.7,168134814.9,381077163.7,295320792.9
66,07_late_response,後手対応,486342508.2,225655421.7,486342508.2,323024748.9
66,08_ecosystem_sacrifice,生態系犠牲型,359241177.5,180695029.6,359241177.5,234629506.6
66,09_flood_neglect,洪水軽視型,467438761.7,228864714.1,467438761.7,287910196.1
67,01_no_policy,放置,427666450.4,227591663.6,281042920.2,358027261.4
67,02_hard_infra,堤防偏重,329769420.1,179685688.2,204279785.3,237646024.5
67,03_nature_based,自然共生偏重,401366487.9,215615169.8,257202952.2,318222790.5
67,04_agri_rnd,農業R&D偏重,423793395.6,227591663.6,257897030.6,287350883.3
67,05_relocation_capacity,移転・防災偏重,342635143.2,166290963.6,239665635.3,342635143.2
67,06_balanced,バランス型,296867139.4,167545571.6,221330571.3,294005805.4
67,07_late_response,後手対応,410991563.6,225928245.4,271534906.0,319955906.4
67,08_ecosystem_sacrifice,生態系犠牲型,329769420.1,179685688.2,204279785.3,233642396.9
67,09_flood_neglect,洪水軽視型,423793395.6,227591663.6,257897030.6,287350883.3
68,01_no_policy,放置,425437374.5,425437374.5,265335784.5,356667693.4
68,02_hard_infra,堤防偏重,328055474.2,328055474.2,186480541.0,237106447.6
68,03_nature_based,自然共生偏重,401091899.4,401091899.4,236562223.4,316604431.7
68,04_agri_rnd,農業R&D偏重,425437374.5,425437374.5,232444585.4,286799772.4
68,05_relocation_capacity,移転・防災偏重,340825760.5,285884323.4,212252669.8,340825760.5
68,06_balanced,バランス型,296357178.1,296357178.1,196485034.6,293247788.5
68,07_late_response,後手対応,411663173.5,411663173.5,234313538.8,318702158.8
68,08_ecosystem_sacrifice,生態系犠牲型,328055474.2,328055474.2,186480541.0,233092720.5
68,09_flood_neglect,洪水軽視型,425437374.5,425437374.5,232444585.4,286799772.4
69,01_no_policy,放置,423190215.1,423190215.1,264140888.5,355297824.3
69,02_hard_infra,堤防偏重,326327532.3,326327532.3,185626946.1,236092450.3
69,03_nature_based,自然共生偏重,398974544.4,398974544.4,236319633.2,314973498.1
69,04_agri_rnd,農業R&D偏重,423190215.1,423190215.1,233133576.1,287605738.6
69,05_relocation_capacity,移転・防災偏重,339295503.4,284594314.4,211333038.2,339295503.4
69,06_balanced,バランス型,295448323.0,295448323.0,195761162.5,293060467.8
69,07_late_response,後手対応,412521873.2,412521873.2,249860539.2,316860452.3
69,08_ecosystem_sacrifice,生態系犠牲型,326327532.3,326327532.3,185626946.1,231831650.8
69,09_flood_neglect,洪水軽視型,423190215.1,423190215.1,233133576.1,287605738.6
70,01_no_policy,放置,420924931.6,420924931.6,262936505.5,353917614.6
70,02_hard_infra,堤防偏重,324585562.6,324585562.6,184766804.8,235575441.2
70,03_nature_based,自然共生偏重,396840089.4,396840089.4,236078655.6,313329942.0
70,04_agri_rnd,農業R&D偏重,420924931.6,420924931.6,233835439.2,286921681.5
70,05_relocation_capacity,移転・防災偏重,337639572.6,283976611.9,210153869.7,337639572.6
70,06_balanced,バランス型,294712141.8,294712141.8,195092288.4,292256979.8
70,07_late_response,後手対応,413579304.4,413579304.4,248913395.3,315635609.7
70,08_ecosystem_sacrifice,生態系犠牲型,324585562.6,324585562.6,184766804.8,231553273.4
70,09_flood_neglect,洪水軽視型,420924931.6,420924931.6,233835439.2,286921681.5
71,01_no_policy,放置,418641485.3,418641485.3,261722607.7,352527025.3
71,02_hard_infra,堤防偏重,322829534.5,322829534.5,183900099.0,235050346.4
71,03_nature_based,自然共生偏重,394688497.6,394688497.6,235839321.5,311673716.7
71,04_agri_rnd,農業R&D偏重,418641485.3,418641485.3,234550267.9,286246505.4
71,05_relocation_capacity,移転・防災偏重,335951184.8,283271709.6,208924282.0,335951184.8
71,06_balanced,バランス型,294005425.0,294005425.0,194420920.6,291448903.9
71,07_late_response,後手対応,414847686.4,414847686.4,247991853.9,314405015.4
71,08_ecosystem_sacrifice,生態系犠牲型,322829534.5,322829534.5,183900099.0,231261870.9
71,09_flood_neglect,洪水軽視型,418641485.3,418641485.3,234550267.9,286246505.4
72,01_no_policy,放置,416339838.7,416339838.7,260499167.8,313069148.0
72,02_hard_infra,堤防偏重,321059418.4,321059418.4,183026811.2,199316542.4
72,03_nature_based,自然共生偏重,392519733.6,392519733.6,235601662.1,275685021.6
72,04_agri_rnd,農業R&D偏重,416339838.7,416339838.7,235278155.3,255671299.5
72,05_relocation_capacity,移転・防災偏重,282296883.4,281733148.7,206617717.3,282296883.4
72,06_balanced,バランス型,293259678.9,293259678.9,193719156.5,247040635.8
72,07_late_response,後手対応,416339838.7,416339838.7,247098554.9,270514357.7
72,08_ecosystem_sacrifice,生態系犠牲型,321059418.4,321059418.4,183026811.2,194962796.3
72,09_flood_neglect,洪水軽視型,416339838.7,416339838.7,235278155.3,255671299.5
73,01_no_policy,放置,414019955.9,414019955.9,259266159.4,311805011.7
73,02_hard_infra,堤防偏重,319275186.3,319275186.3,182146924.3,201913698.3
73,03_nature_based,自然共生偏重,390333763.5,390333763.5,235365708.8,274329635.5
73,04_agri_rnd,農業R&D偏重,414019955.9,414019955.9,236019193.8,255768221.9
73,05_relocation_capacity,移転・防災偏重,280751865.6,280458394.1,206106209.6,280751865.6
73,06_balanced,バランス型,292554285.3,292554285.3,193017997.4,246536250.9
73,07_late_response,後手対応,414019955.9,414019955.9,259266159.4,278446525.0
73,08_ecosystem_sacrifice,生態系犠牲型,319275186.3,319275186.3,182146924.3,201913698.3
73,09_flood_neglect,洪水軽視型,414019955.9,414019955.9,236019193.8,255768221.9
74,01_no_policy,放置,411681802.5,0.0,258023556.6,310531021.2
74,02_hard_infra,堤防偏重,317476810.8,0.0,181260421.8,201052585.7
