Yield,Flood Damage,Budget,Ecosystem,Urban Convenience,Forest Area,Resident Burden,Policy_ID,RCP,planting_trees_amount_t1,house_migration_amount_t1,dam_levee_construction_cost_t1,paddy_dam_construction_cost_t1,capacity_building_cost_t1,agricultural_RnD_cost_t1,transportation_invest_t1,planting_trees_amount_t2,house_migration_amount_t2,dam_levee_construction_cost_t2,paddy_dam_construction_cost_t2,capacity_building_cost_t2,agricultural_RnD_cost_t2,transportation_invest_t2,planting_trees_amount_t3,house_migration_amount_t3,dam_levee_construction_cost_t3,paddy_dam_construction_cost_t3,capacity_building_cost_t3,agricultural_RnD_cost_t3,transportation_invest_t3,Cluster
339370.35134972294,2146584483.786215,9300000000,0.0,98.93179788673183,0.0,37212.10275224069,264,1.9,0,2,1,2,0,0,2,1,2,1,2,1,1,1,2,0,1,0,1,1,1,3
316882.79769641766,4596515768.092777,2475000000,0.0,99.07263689684179,0.0,63435.88962322978,265,2.6,0,2,0,1,0,1,2,2,0,2,2,0,1,1,1,0,2,0,1,2,0,0
237898.33927180473,7099071010.790692,16996500000,-29.387819718275153,98.96861615510389,84.92905000461424,109521.5089939629,266,6.0,2,2,2,0,0,1,1,1,1,2,1,0,2,0,0,2,0,2,1,0,1,2
155296.88628565142,13405340209.896437,10500000000,-59.431539887005385,100.0,0.0,187034.21395821162,267,8.5,0,0,1,0,0,2,2,1,1,0,2,0,0,1,2,2,2,0,2,1,1,1
307283.54514415597,4505713867.492666,1073250000,12.950120247715944,99.0591385001359,42.46452500230712,60995.149018943535,268,2.6,1,2,0,0,0,0,1,0,1,2,2,1,1,2,0,2,1,0,2,2,1,0
344145.66990707355,1672896431.667605,15825000000,0.0,100.0,0.0,36540.53476746981,269,1.9,0,0,2,1,0,0,1,2,2,2,0,2,1,0,2,0,1,1,0,1,2,3
283337.25761727756,5454557828.999922,9623250000,11.63434313822838,98.95682141349165,42.46452500230712,81661.89387480431,270,6.0,1,2,1,2,2,2,0,0,1,2,0,0,1,0,0,1,1,2,2,1,1,2
287997.7631836192,5007436043.344378,17746500000,-12.095338566606829,99.04562553712968,84.92905000461424,81711.41537379974,271,4.5,2,2,2,0,0,1,2,0,2,0,2,2,2,1,2,0,1,0,1,2,2,4
284448.88382154226,5427289270.893099,10125000000,0.0,98.96983001187377,0.0,81272.71008521762,272,4.5,0,2,1,2,1,1,2,1,1,0,2,2,2,2,0,2,1,1,1,1,2,3
199453.10203612986,7847938846.314423,9473250000,-21.783525563713862,100.0,42.46452500230712,113256.08135699687,273,8.5,1,0,1,2,2,2,0,0,0,0,0,0,0,2,2,2,2,0,1,2,0,1
325172.16636719584,2846248294.906939,8475000000,0.0,99.00171487153669,0.0,45563.628258103694,274,2.6,0,2,1,0,1,0,1,2,1,1,2,1,1,2,0,1,1,2,0,0,1,3
283427.389615271,4044269681.690614,15398250000,10.611333425590095,98.92301022421037,42.46452500230712,68428.24860327848,275,4.5,1,2,2,0,1,0,0,1,1,2,0,0,1,0,2,1,1,0,1,2,2,4
187311.57880461105,10345399079.539406,10148250000,-56.09112029499027,100.0,42.46452500230712,146926.6848402952,276,8.5,1,0,1,2,1,2,1,1,0,0,2,0,0,1,2,2,1,0,2,1,2,1
240801.88337297153,5654182460.920959,16073250000,12.490120247715948,99.46082574239516,42.46452500230712,90612.45209067046,277,6.0,1,1,2,0,1,0,1,0,1,1,1,0,0,2,1,0,0,2,0,2,1,2
329336.2514120772,3106743007.933678,975000000,0.0,99.54218443115491,0.0,42262.24179512955,278,1.9,0,1,0,2,0,0,1,2,1,0,0,2,2,1,0,2,2,1,2,2,0,0
284560.9515586804,4276405605.2633944,16921500000,25.16421061523189,99.51514269697155,84.92905000461424,72227.22378259552,279,4.5,2,1,2,0,0,0,2,2,1,0,2,2,1,1,0,2,2,1,2,0,2,4
298114.1332032746,4289654004.959912,16898250000,10.756814033965236,99.0791868712921,42.46452500230712,71124.77910242711,280,4.5,1,2,2,1,0,1,1,0,0,1,0,1,2,2,1,0,2,1,0,2,1,4
271227.72835681465,6410191837.936617,9825000000,0.0,99.49898512696656,0.0,94151.13701677698,281,4.5,0,1,1,0,0,1,2,1,2,1,1,2,2,2,1,2,1,0,1,0,0,3
298772.1642480953,6009483483.060136,9398250000,12.410395499351853,99.41880224382157,42.46452500230712,89242.6731565971,282,4.5,1,1,1,2,0,2,0,0,1,0,2,1,1,0,2,2,1,0,2,2,1,2
328765.97211302957,3214102553.00328,9975000000,0.0,100.0,0.0,51622.13975535644,283,4.5,0,0,1,1,2,2,1,0,0,1,2,1,0,0,0,1,2,0,1,0,2,3
227220.85742045366,7203694218.978338,9646500000,25.518230515431895,98.87112702320073,84.92905000461424,105021.53259514725,284,6.0,2,2,1,1,1,0,2,0,1,0,2,0,2,0,0,0,2,2,2,0,0,2
172700.61613334072,10610256127.1251,17498250000,-51.788116766444986,100.0,42.46452500230712,156715.63435013493,285,8.5,1,0,2,1,0,2,1,1,1,2,0,0,2,0,2,1,0,1,2,1,0,1
206936.00945188047,8238793804.52633,10898250000,-9.91681897216724,99.43956433447515,42.46452500230712,119843.71627574587,286,8.5,1,1,1,0,2,2,2,1,1,1,2,0,2,2,1,2,1,1,1,1,0,2
353747.00931921566,1328645062.7938936,16148250000,11.895633076103021,99.5452148623845,42.46452500230712,31704.16732014795,287,1.9,1,1,2,1,1,1,0,1,2,2,1,2,2,0,0,2,2,1,1,0,1,4
182654.78472754336,8192114269.760992,8971500000,-59.431539887005385,99.54234240840762,84.92905000461424,116926.31168991407,288,8.5,2,1,1,2,2,1,0,1,0,1,0,2,2,1,2,0,1,0,0,1,1,1
165454.010117674,8363883059.063392,9473250000,-59.431539887005385,99.56915184881497,42.46452500230712,119005.4951513624,289,8.5,1,1,1,1,2,0,2,2,1,1,1,1,0,2,2,2,0,0,0,1,1,1
355028.3495458371,1659851361.2140775,18721500000,17.6761658177758,99.11933413447012,84.92905000461424,37683.51327262387,290,2.6,2,2,2,1,2,2,2,1,0,0,1,2,2,2,2,2,0,1,2,2,0,4
184678.27677397142,9868993061.074236,10073250000,-58.7533301142534,99.45380925941694,42.46452500230712,140892.60629255368,291,8.5,1,1,1,0,1,2,1,1,0,0,0,0,2,2,1,2,2,0,1,1,0,1
265530.97846260417,4603281748.755443,16823250000,-53.31849409924523,100.0,42.46452500230712,75379.27503600168,292,6.0,1,0,2,0,2,1,1,0,1,2,0,0,0,1,2,2,1,2,2,0,0,3
331603.9840434704,3205207416.29266,8550000000,0.0,98.84030647261119,0.0,51157.79969248261,293,2.6,0,2,1,1,1,1,0,0,0,1,1,1,1,2,2,1,1,2,0,1,1,3
337383.09051975806,2219303149.9118814,8475000000,0.0,99.49974332378711,0.0,36897.46925303224,294,1.9,0,1,1,1,1,0,1,2,2,0,0,2,2,2,0,1,2,0,2,0,0,3
311582.26859568566,4992428032.82756,900000000,0.0,100.0,0.0,67358.03132465544,295,2.6,0,0,0,2,0,1,0,1,2,2,1,2,0,0,2,0,0,0,1,1,2,0
252698.08925753954,4337673418.448581,15398250000,12.43251924771595,99.46984256529473,42.46452500230712,72176.72975145289,296,6.0,1,1,2,0,2,0,0,1,2,0,1,1,0,1,1,1,2,2,2,1,0,4
359663.7387242526,1345312577.8223505,10073250000,12.129633076103016,100.0,42.46452500230712,26082.82610938511,297,1.9,1,0,1,0,2,2,1,0,2,2,0,2,0,1,0,0,1,1,1,1,1,0
176859.9641638523,8169787856.276609,10396500000,-23.708018946198376,99.0329479409335,84.92905000461424,118008.70080874133,298,8.5,2,2,1,0,2,1,2,1,1,2,2,1,0,1,1,1,0,2,1,1,2,2
347349.0199761048,2120283006.5877235,2746500000,19.4508556356763,100.0,84.92905000461424,30580.502964215,299,1.9,2,0,0,0,2,1,2,2,1,2,2,2,0,1,1,1,1,0,2,0,2,0
