user_name	scenario_name	period	raw	score	total_score	timestamp
NE	シナリオ1	2026-2050	{'収量': np.float64(5000.0), '洪水被害': np.float64(0.0), '予算': np.float64(381000000.0), '生態系': np.float64(99.99995), '都市利便性': np.float64(0.0)}	{'収量': 50.0, '洪水被害': 100.0, '予算': 61.9, '生態系': 100.0, '都市利便性': 0.0}	62.38	2025-05-25 04:20:23.572786+00:00
NE	シナリオ1	2051-2075	{'収量': np.float64(4659.896349401023), '洪水被害': np.float64(33993698.39323101), '予算': np.float64(60000000.0), '生態系': np.float64(99.98669999999998), '都市利便性': np.float64(0.0)}	{'収量': 46.6, '洪水被害': 83.0, '予算': 94.0, '生態系': 100.0, '都市利便性': 0.0}	64.72	2025-05-25 04:23:41.264436+00:00
NE	シナリオ1	2076-2100	{'収量': np.float64(3953.3466353647127), '洪水被害': np.float64(104665336.46352875), '予算': np.float64(255000000.0), '生態系': np.float64(99.93545000000006), '都市利便性': np.float64(0.0)}	{'収量': 39.5, '洪水被害': 47.7, '予算': 74.5, '生態系': 99.9, '都市利便性': 0.0}	52.32000000000001	2025-05-25 04:26:00.358294+00:00
ashino	シナリオ1	2026-2050	{'収量': np.float64(5000.0), '洪水被害': np.float64(0.0), '予算': np.float64(0.0), '生態系': np.float64(99.99995), '都市利便性': np.float64(0.0)}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-05-25 00:01:45.775321+00:00
ashino	シナリオ1	2051-2075	{'収量': np.float64(4642.801447698495), '洪水被害': np.float64(33124315.121470205), '予算': np.float64(105000000.0), '生態系': np.float64(99.99869999999996), '都市利便性': np.float64(0.0)}	{'収量': 46.4, '洪水被害': 83.4, '予算': 89.5, '生態系': 100.0, '都市利便性': 0.0}	63.86	2025-05-25 00:02:07.720780+00:00
ashino	シナリオ1	2076-2100	{'収量': np.float64(3036.541271750306), '洪水被害': np.float64(49235455.68260036), '予算': np.float64(105000000.0), '生態系': np.float64(99.98344999999995), '都市利便性': np.float64(0.0)}	{'収量': 30.4, '洪水被害': 75.4, '予算': 89.5, '生態系': 100.0, '都市利便性': 0.0}	59.06	2025-05-25 00:02:30.271869+00:00
ashino2	シナリオ1	2026-2050	{'収量': np.float64(5000.0), '洪水被害': np.float64(0.0), '予算': np.float64(467000000.0), '生態系': np.float64(99.995), '都市利便性': np.float64(0.0)}	{'収量': 1.7, '洪水被害': -0.0, '予算': 0.5, '生態系': 100.0, '都市利便性': 0.0}	20.44	2025-05-24 03:42:23.552085+00:00
ashino2	シナリオ1	2051-2075	{'収量': np.float64(4522.343111539861), '洪水被害': np.float64(34387843.74605752), '予算': np.float64(105000000.0), '生態系': np.float64(99.56491841392517), '都市利便性': np.float64(0.0)}	{'収量': 1.5, '洪水被害': 17.2, '予算': 0.1, '生態系': 99.6, '都市利便性': 0.0}	23.68	2025-05-24 03:43:28.931368+00:00
ashino2	シナリオ1	2076-2100	{'収量': np.float64(3199.340146637738), '洪水被害': np.float64(76650504.20267065), '予算': np.float64(246000000.0), '生態系': np.float64(98.43991841392527), '都市利便性': np.float64(0.0)}	{'収量': 1.1, '洪水被害': 38.3, '予算': 0.2, '生態系': 98.4, '都市利便性': 0.0}	27.6	2025-05-24 03:44:18.622576+00:00
grape	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.995, '都市利便性': 0.0}	{'収量': 1.7, '洪水被害': -0.0, '予算': -0.0, '生態系': 100.0, '都市利便性': 0.0}	20.34	2025-05-24 02:11:33.870269+00:00
grape	シナリオ1	2051-2075	{'収量': 4806.724820871194, '洪水被害': 19327517.912880532, '予算': 0.0, '生態系': 0.0, '都市利便性': 0.0}	{'収量': 1.6, '洪水被害': 9.7, '予算': -0.0, '生態系': 0.0, '都市利便性': 0.0}	2.26	2025-05-24 02:11:45.786647+00:00
grape	シナリオ1	2076-2100	{'収量': 3258.248741049119, '洪水被害': 88369069.0756973, '予算': 0.0, '生態系': 0.0, '都市利便性': 0.0}	{'収量': 1.1, '洪水被害': 44.2, '予算': -0.0, '生態系': 0.0, '都市利便性': 0.0}	9.06	2025-05-24 02:11:55.186729+00:00
jiro	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.995, '都市利便性': 0.0}	{'収量': 1.7, '洪水被害': -0.0, '予算': -0.0, '生態系': 100.0, '都市利便性': 0.0}	20.34	2025-05-24 03:09:44.442857+00:00
jiro	シナリオ1	2051-2075	{'収量': 1437.248292827357, '洪水被害': 17947022.16704353, '予算': 0.0, '生態系': 0.0, '都市利便性': 0.0}	{'収量': 0.5, '洪水被害': 9.0, '予算': -0.0, '生態系': 0.0, '都市利便性': 0.0}	1.9	2025-05-24 03:09:54.789906+00:00
jiro	シナリオ1	2076-2100	{'収量': 636.6506071058043, '洪水被害': 73999395.61854973, '予算': 0.0, '生態系': 0.0, '都市利便性': 0.0}	{'収量': 0.2, '洪水被害': 37.0, '予算': -0.0, '生態系': 0.0, '都市利便性': 0.0}	7.44	2025-05-24 03:10:02.983351+00:00
maeba	シナリオ1	2026-2050	{'収量': 4999.833333333333, '洪水被害': 0.0, '予算': 441000000.0, '生態系': 99.99995, '都市利便性': 4.987513087893178}	{'収量': 50.0, '洪水被害': 100.0, '予算': 55.9, '生態系': 100.0, '都市利便性': 5.0}	62.17999999999999	2025-06-05 05:02:31.010049+00:00
maeba	シナリオ1	2051-2075	{'収量': 4846.008125861134, '洪水被害': 15382520.747219833, '予算': 491000000.0, '生態系': 99.98469999999999, '都市利便性': 62.076120494902966}	{'収量': 48.5, '洪水被害': 92.3, '予算': 50.9, '生態系': 100.0, '都市利便性': 62.1}	70.76000000000002	2025-06-05 05:02:43.162003+00:00
maeba1	シナリオ1	2026-2050	{'収量': 4999.833333333333, '洪水被害': 0.0, '予算': 355000000.0, '生態系': 99.99995, '都市利便性': 9.99}	{'収量': 50.0, '洪水被害': 100.0, '予算': 64.5, '生態系': 100.0, '都市利便性': 10.0}	64.9	2025-06-05 05:05:07.547338+00:00
maeba2	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-05 11:43:49.344272+00:00
maeba3	シナリオ1	2026-2050	{'収量': 21055.54183290781, '洪水被害': 0.0, '予算': 0.0, '生態系': 84.39009080282487, '都市利便性': 25.0}	{'収量': 100.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 84.4, '都市利便性': 25.0}	81.88	2025-06-05 12:07:25.687619+00:00
maeba4	シナリオ1	2026-2050	{'収量': 20354.394329814008, '洪水被害': 0.0, '予算': 0.0, '生態系': 84.39009080282487, '都市利便性': 25.0}	{'収量': 100.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 84.4, '都市利便性': 25.0}	81.88	2025-06-05 12:11:14.348030+00:00
maeba5	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-05 12:11:51.765997+00:00
maeba6	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-09 02:31:26.403752+00:00
nk	シナリオ1	2026-2050	{'収量': np.float64(4999.833333333333), '洪水被害': np.float64(0.0), '予算': np.float64(472000000.0), '生態系': np.float64(99.995), '都市利便性': np.float64(0.0)}	{'収量': 1.7, '洪水被害': -0.0, '予算': 0.5, '生態系': 100.0, '都市利便性': 0.0}	20.44	2025-05-24 04:21:45.547493+00:00
nk	シナリオ1	2051-2075	{'収量': np.float64(2826.374036191392), '洪水被害': np.float64(34901846.71276306), '予算': np.float64(210000000.0), '生態系': np.float64(0.0), '都市利便性': np.float64(0.0)}	{'収量': 0.9, '洪水被害': 17.5, '予算': 0.2, '生態系': 0.0, '都市利便性': 0.0}	3.72	2025-05-24 04:25:01.932777+00:00
nk	シナリオ1	2076-2100	{'収量': np.float64(3595.2287557183313), '洪水被害': np.float64(8252191.76985123), '予算': np.float64(546000000.0), '生態系': np.float64(0.0), '都市利便性': np.float64(57.91346754518137)}	{'収量': 1.2, '洪水被害': 4.1, '予算': 0.5, '生態系': 0.0, '都市利便性': 57.9}	12.739999999999998	2025-05-24 04:27:27.009406+00:00
s	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-09 02:35:42.315279+00:00
s	シナリオ1	2051-2075	{'収量': -6651.611899579869, '洪水被害': 665161189.9579868, '予算': 0.0, '生態系': 99.99869999999996, '都市利便性': 0.0}	{'収量': 0.0, '洪水被害': 0.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	40.0	2025-06-09 02:36:55.197140+00:00
sq	シナリオ1	2026-2050	{'収量': 4783.24915874168, '洪水被害': 21675084.125832025, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 47.8, '洪水被害': 89.2, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	67.4	2025-06-09 04:21:26.391140+00:00
ss	シナリオ1	2026-2050	{'収量': 4589.87612183294, '洪水被害': 41012387.816706, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 45.9, '洪水被害': 79.5, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	65.08	2025-06-09 04:11:03.058738+00:00
sss	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-09 04:12:43.534224+00:00
sssw	シナリオ1	2026-2050	{'収量': 4764.238079816807, '洪水被害': 23576192.018319268, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 47.6, '洪水被害': 88.2, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	67.16	2025-06-09 04:15:25.218744+00:00
sssws	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-09 04:19:04.205376+00:00
sssws	シナリオ1	2051-2075	{'収量': -4662.915700017953, '洪水被害': 885869300.9663093, '予算': 0.0, '生態系': 75.74045576873927, '都市利便性': 0.0}	{'収量': 0.0, '洪水被害': 0.0, '予算': 100.0, '生態系': 75.7, '都市利便性': 0.0}	35.14	2025-06-09 04:19:27.530340+00:00
ssswss	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-09 04:19:33.893436+00:00
ssw	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-09 04:20:27.582912+00:00
sw	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-09 04:24:52.200819+00:00
swd	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-09 04:26:27.222481+00:00
swd	シナリオ1	2051-2075	{'収量': -9267.418284971647, '洪水被害': 926741828.4971647, '予算': 0.0, '生態系': 99.99869999999996, '都市利便性': 0.0}	{'収量': 0.0, '洪水被害': 0.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	40.0	2025-06-09 04:26:37.965438+00:00
swf	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-09 04:29:04.069801+00:00
swf	シナリオ1	2051-2075	{'収量': -7425.628390225663, '洪水被害': 742562839.0225662, '予算': 0.0, '生態系': 74.84515253523337, '都市利便性': 0.0}	{'収量': 0.0, '洪水被害': 0.0, '予算': 100.0, '生態系': 74.8, '都市利便性': 0.0}	34.96	2025-06-09 04:30:54.378534+00:00
swf	シナリオ1	2076-2100	{'収量': -33167.02777909941, '洪水被害': 3316702777.9099402, '予算': 0.0, '生態系': 35.81925454229558, '都市利便性': 0.0}	{'収量': 0.0, '洪水被害': 0.0, '予算': 100.0, '生態系': 35.8, '都市利便性': 0.0}	27.160000000000004	2025-06-09 04:31:01.555844+00:00
taro	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.995, '都市利便性': 0.0}	{'収量': 1.7, '洪水被害': -0.0, '予算': -0.0, '生態系': 100.0, '都市利便性': 0.0}	20.34	2025-05-24 03:07:11.767774+00:00
taro	シナリオ1	2051-2075	{'収量': 4592.4961178715885, '洪水被害': 19428433.665806875, '予算': 0.0, '生態系': 27.17210640324999, '都市利便性': 0.0}	{'収量': 1.5, '洪水被害': 9.7, '予算': -0.0, '生態系': 27.2, '都市利便性': 0.0}	7.68	2025-05-24 03:07:21.856842+00:00
taro	シナリオ1	2076-2100	{'収量': 2054.6281149376387, '洪水被害': 65414039.51897374, '予算': 0.0, '生態系': 0.0, '都市利便性': 0.0}	{'収量': 0.7, '洪水被害': 32.7, '予算': -0.0, '生態系': 0.0, '都市利便性': 0.0}	6.6800000000000015	2025-05-24 03:07:29.885010+00:00
test	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-05-28 01:28:37.262090+00:00
test	シナリオ1	2051-2075	{'収量': 4790.643938945075, '洪水被害': 20397220.131891977, '予算': 105000000.0, '生態系': 99.99869999999996, '都市利便性': 0.0}	{'収量': 47.9, '洪水被害': 89.8, '予算': 89.5, '生態系': 100.0, '都市利便性': 0.0}	65.44	2025-05-28 01:28:47.800994+00:00
test	シナリオ1	2076-2100	{'収量': 2797.8608869544896, '洪水被害': 104283669.08628488, '予算': 105000000.0, '生態系': 99.98344999999995, '都市利便性': 0.0}	{'収量': 28.0, '洪水被害': 47.9, '予算': 89.5, '生態系': 100.0, '都市利便性': 0.0}	53.08	2025-05-28 01:31:22.964173+00:00
test1	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-05-28 01:57:35.755656+00:00
test1	シナリオ1	2051-2075	{'収量': 4623.142467119211, '洪水被害': 37685753.28807896, '予算': 0.0, '生態系': 99.44103138270162, '都市利便性': 0.0}	{'収量': 46.2, '洪水被害': 81.2, '予算': 100.0, '生態系': 99.4, '都市利便性': 0.0}	65.36	2025-05-28 01:57:39.969305+00:00
test1	シナリオ1	2076-2100	{'収量': 3357.525755540389, '洪水被害': 33300423.45131094, '予算': 0.0, '生態系': 63.2962253452271, '都市利便性': 0.0}	{'収量': 33.6, '洪水被害': 83.3, '予算': 100.0, '生態系': 63.3, '都市利便性': 0.0}	56.04	2025-05-28 01:58:07.484445+00:00
test100	シナリオ1	2026-2050	{'収量': 4472.158979120675, '洪水被害': 52767435.421265736, '予算': 286000000.0, '住民負担': 29127.674354212657, '生態系': 94.11083719331194, '森林面積': 0.0, '都市利便性': 0.0}	{'収量': 44.7, '洪水被害': 73.6, '予算': 71.4, '住民負担': 70.9, '生態系': 94.1, '森林面積': 0.0, '都市利便性': 0.0}	50.67142857142858	2025-06-22 07:43:08.571948+00:00
test100	シナリオ1	2051-2075	{'収量': 4493.966654680417, '洪水被害': 50586667.86529154, '予算': 286000000.0, '住民負担': 29030.717857747986, '生態系': 82.0307552823764, '森林面積': 0.0, '都市利便性': 22.91402670702734}	{'収量': 44.9, '洪水被害': 74.7, '予算': 71.4, '住民負担': 71.0, '生態系': 82.0, '森林面積': 0.0, '都市利便性': 22.9}	52.41428571428571	2025-06-22 07:43:13.543907+00:00
test100	シナリオ1	2076-2100	{'収量': 2580.875830897893, '洪水被害': 116017213.14517738, '予算': 286000000.0, '住民負担': 30404.33368790779, '生態系': 65.17592363630071, '森林面積': 0.0, '都市利便性': 0.0}	{'収量': 25.8, '洪水被害': 42.0, '予算': 71.4, '住民負担': 69.6, '生態系': 65.2, '森林面積': 0.0, '都市利便性': 0.0}	39.142857142857146	2025-06-22 07:43:28.675030+00:00
test104	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0, '予算': 0.0, '住民負担': 0.0, '生態系': 97.68957387377559, '森林面積': 0.0, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '住民負担': 100.0, '生態系': 97.7, '森林面積': 0.0, '都市利便性': 0.0}	63.957142857142856	2025-06-22 16:03:00.409160+00:00
test114	シナリオ1	2026-2050	{'収量': 4449.688944583193, '洪水被害': 55031105.541680746, '予算': 0.0, '住民負担': 550.3110554168076, '生態系': 63.34959452358979, '森林面積': 0.0, '都市利便性': 0.0}	{'収量': 44.5, '洪水被害': 72.5, '予算': 100.0, '住民負担': 99.4, '生態系': 63.3, '森林面積': 0.0, '都市利便性': 0.0}	54.24285714285714	2025-06-22 16:13:43.814176+00:00
test114	シナリオ1	2051-2075	{'収量': 4172.748121806752, '洪水被害': 82725187.81932473, '予算': 0.0, '住民負担': 774.3138158729789, '生態系': 97.04939991330623, '森林面積': 0.0, '都市利便性': 0.0}	{'収量': 41.7, '洪水被害': 58.6, '予算': 100.0, '住民負担': 99.2, '生態系': 97.0, '森林面積': 0.0, '都市利便性': 0.0}	56.642857142857146	2025-06-22 16:13:48.443342+00:00
test114	シナリオ1	2076-2100	{'収量': 3828.8049612187056, '洪水被害': 115112404.19530736, '予算': 0.0, '住民負担': 1044.1044357212627, '生態系': 89.2053808485746, '森林面積': 0.0, '都市利便性': 0.0}	{'収量': 38.3, '洪水被害': 42.4, '予算': 100.0, '住民負担': 99.0, '生態系': 89.2, '森林面積': 0.0, '都市利便性': 0.0}	52.7	2025-06-22 16:13:52.840268+00:00
test116	シナリオ1	2026-2050	{'収量': 4021.193610499152, '洪水被害': 97880638.9500848, '予算': 0.0, '住民負担': 978.806389500848, '生態系': 93.85736408918851, '森林面積': 0.0, '都市利便性': 0.0}	{'収量': 40.2, '洪水被害': 51.1, '予算': 100.0, '住民負担': 99.0, '生態系': 93.9, '森林面積': 0.0, '都市利便性': 0.0}	54.88571428571429	2025-06-22 16:18:08.456259+00:00
test117	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0, '予算': 0.0, '住民負担': 0.0, '生態系': 92.42667249324128, '森林面積': 0.0, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '住民負担': 100.0, '生態系': 92.4, '森林面積': 0.0, '都市利便性': 0.0}	63.2	2025-06-22 16:20:46.302704+00:00
test119	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0, '予算': 0.0, '住民負担': 0.0, '生態系': 66.88558130024798, '森林面積': 0.0, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '住民負担': 100.0, '生態系': 66.9, '森林面積': 0.0, '都市利便性': 0.0}	59.55714285714286	2025-06-22 16:25:03.317409+00:00
test120	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0, '予算': 0.0, '住民負担': 0.0, '生態系': 92.9222751351527, '森林面積': 0.0, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '住民負担': 100.0, '生態系': 92.9, '森林面積': 0.0, '都市利便性': 0.0}	63.271428571428565	2025-06-22 16:27:16.557281+00:00
test121	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0, '予算': 0.0, '住民負担': 0.0, '生態系': 79.8199957606223, '森林面積': 0.0, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '住民負担': 100.0, '生態系': 79.8, '森林面積': 0.0, '都市利便性': 0.0}	61.4	2025-06-22 16:27:39.967906+00:00
test121	シナリオ1	2051-2075	{'収量': 4342.8661725032, '洪水被害': 65713382.749680035, '予算': 0.0, '住民負担': 611.5233578501317, '生態系': 82.62097705736682, '森林面積': 0.0, '都市利便性': 0.0}	{'収量': 43.4, '洪水被害': 67.1, '予算': 100.0, '住民負担': 99.4, '生態系': 82.6, '森林面積': 0.0, '都市利便性': 0.0}	56.07142857142857	2025-06-22 16:27:49.884812+00:00
test121	シナリオ1	2076-2100	{'収量': 3993.07520542462, '洪水被害': 84735284.8064275, '予算': 0.0, '住民負担': 791.7673771269382, '生態系': 79.6444336893864, '森林面積': 0.0, '都市利便性': 0.0}	{'収量': 39.9, '洪水被害': 57.6, '予算': 100.0, '住民負担': 99.2, '生態系': 79.6, '森林面積': 0.0, '都市利便性': 0.0}	53.75714285714285	2025-06-22 16:37:19.617465+00:00
test3	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-11 02:29:15.289203+00:00
test31	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-11 02:48:55.082249+00:00
test32	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-11 02:55:26.731406+00:00
test32	シナリオ1	2051-2075	{'収量': -6346.807389518057, '洪水被害': 634680738.9518056, '予算': 0.0, '生態系': 92.84861973011644, '都市利便性': 0.0}	{'収量': 0.0, '洪水被害': 0.0, '予算': 100.0, '生態系': 92.8, '都市利便性': 0.0}	38.56	2025-06-11 02:55:31.804919+00:00
test33	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-11 02:57:30.472421+00:00
test33	シナリオ1	2051-2075	{'収量': -5510.359326759327, '洪水被害': 551035932.6759326, '予算': 0.0, '生態系': 99.99869999999996, '都市利便性': 0.0}	{'収量': 0.0, '洪水被害': 0.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	40.0	2025-06-11 02:57:36.296203+00:00
test34	シナリオ1	2026-2050	{'収量': 4894.838378207433, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 48.9, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	69.78	2025-06-11 02:59:04.057318+00:00
test34	シナリオ1	2051-2075	{'収量': 4090.9622109616876, '洪水被害': 56355897.251882575, '予算': 0.0, '生態系': 99.99869999999996, '都市利便性': 0.0}	{'収量': 40.9, '洪水被害': 71.8, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	62.54	2025-06-11 02:59:10.516092+00:00
test34	シナリオ1	2076-2100	{'収量': 3559.9453088233813, '洪水被害': 72901895.38739689, '予算': 0.0, '生態系': 99.99744999999992, '都市利便性': 0.0}	{'収量': 35.6, '洪水被害': 63.5, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	59.82000000000001	2025-06-11 02:59:15.940102+00:00
test35	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-11 03:04:15.339609+00:00
test35	シナリオ1	2051-2075	{'収量': 4340.636622655447, '洪水被害': 57874462.09697613, '予算': 0.0, '生態系': 99.99869999999996, '都市利便性': 0.0}	{'収量': 43.4, '洪水被害': 71.1, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	62.9	2025-06-11 03:04:20.449297+00:00
test35	シナリオ1	2076-2100	{'収量': 2474.589794904048, '洪水被害': 73985462.94961542, '予算': 0.0, '生態系': 99.99744999999992, '都市利便性': 0.0}	{'収量': 24.7, '洪水被害': 63.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	57.54	2025-06-11 03:04:24.818394+00:00
test36	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-11 03:08:30.579406+00:00
test36	シナリオ1	2051-2075	{'収量': 4316.748202051868, '洪水被害': 68325179.79481319, '予算': 100000000.0, '生態系': 99.99869999999996, '都市利便性': 0.0}	{'収量': 43.2, '洪水被害': 65.8, '予算': 90.0, '生態系': 100.0, '都市利便性': 0.0}	59.8	2025-06-11 03:08:43.312619+00:00
test36	シナリオ1	2076-2100	{'収量': 3129.08705345177, '洪水被害': 107977306.63788807, '予算': 100000000.0, '生態系': 99.99744999999992, '都市利便性': 39.13329401426603}	{'収量': 31.3, '洪水被害': 46.0, '予算': 90.0, '生態系': 100.0, '都市利便性': 39.1}	61.28000000000001	2025-06-11 03:08:48.074006+00:00
test37	シナリオ1	2026-2050	{'収量': 5000.0, '洪水被害': 0.0, '予算': 0.0, '生態系': 99.99995, '都市利便性': 0.0}	{'収量': 50.0, '洪水被害': 100.0, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	70.0	2025-06-11 03:11:13.245737+00:00
test37	シナリオ1	2051-2075	{'収量': 4264.036113240837, '洪水被害': 73596388.67591627, '予算': 0.0, '生態系': 99.99869999999996, '都市利便性': 0.0}	{'収量': 42.6, '洪水被害': 63.2, '予算': 100.0, '生態系': 100.0, '都市利便性': 0.0}	61.16	2025-06-11 03:11:17.563235+00:00
